ACIW,ACI Worldwide Inc,20110919,UPDATE 1-S1's No. 2 shareholder halves stake , Sept 19 P2 Capital Master Fund LLP on Monday reported that it cut its stake in S1 Corp to 3.9 percent  three-days after the financial technology provider rejected a sweetened takeover bid from larger rival ACI Worldwide Inc .,topStory
DIS,Walt Disney Company (The),20110919,Hulu sale at risk even as new bids are due ,NEW YORK The auction of online video site Hulu has been slowed by recent developments which could derail it completely  according to sources familiar with the process.,normal
DIS,Walt Disney Company (The),20110919,RPT-Hulu sale at risk even as new bids are due , NEW YORK  Sept 16 The auction of online video site Hulu has been slowed by recent developments which could derail it completely  according to sources familiar with the process.,normal
DIS,Walt Disney Company (The),20110919,"Modern Family" wins best comedy series Emmy ,LOS ANGELES "Modern Family" won the Emmy for best TV comedy series on Sunday.,normal
DIS,Walt Disney Company (The),20110919,Factbox: A list of Primetime Emmy Award winners ,LOS ANGELES  Sept 18 - Following is a list of winners of Primetime Emmy Awards on Sunday  the highest honors in U.S. television. The Emmys are presented by the Academy of Television Arts and Sciences.,normal
DIS,Walt Disney Company (The),20110919,UPDATE 5-'Mad Men'  'Modern Family' win Emmys but shocks abound , * Disappointing night for "Glee"  (Recasts at end of awards show),normal
DIS,Walt Disney Company (The),20110919,Factbox: A list of Primetime Emmy Award winners ,LOS ANGELES  Sept 18 - Following is a list of winners of Primetime Emmy Awards on Sunday  the highest honors in U.S. television. The Emmys are presented by the Academy of Television Arts and Sciences.,normal
DIS,Walt Disney Company (The),20110919,Factbox: A list of Primetime Emmy Award winners ,LOS ANGELES  Sept 18 - Following is a list of winners of Primetime Emmy Awards on Sunday  the highest honors in U.S. television. The Emmys are presented by the Academy of Television Arts and Sciences.,normal
WFC,Wells Fargo & Company,20110919,UPDATE 1-Labor Dept. bends on 401(k) rule  insurers cheer , (Adds details about upcoming proposal  industry reaction),topStory
WFC,Wells Fargo & Company,20110919,Labor Dept. bends on 401(k) rule  insurers cheer , * Brokers said retiree investment costs would have risen,normal
YUM,Yum! Brands Inc,20110919,TEXT-Fitch rates YUM! Brands' CNY350MM bonds 'BBB' , (The following statement was released by the rating agency),topStory
IMO,Imperial Oil Limited,20110919,RPT-BAY STREET-Future shock shackles Canadian oil stocks , * Global economic issues  threat of oil price drop blamed,topStory
SVM,Silvercorp Metals Inc,20110919,UPDATE 1-Silvercorp denies new fraud allegations , Sept 19 Silvercorp Metals  said on Monday that all fraud allegations made against it by an anonymous short-seller known as Alfred Little are baseless and manipulative.,topStory
SVM,Silvercorp Metals Inc,20110919,UPDATE 1-Short-sellers post new Silvercorp allegations , TORONTO  Sept 19 A group of short-sellers  who earlier this month accused miner Silvercorp Metals  of fraud  outlined new allegations against the company on Monday.,normal
SVM,Silvercorp Metals Inc,20110919,UPDATE 1-Silvercorp CEO boosts stake in company further ,   * Silvercorp CEO buys a further 135 000 shares in miner,normal
