FCCY,1st Constitution Bancorp (NJ),20180420,BRIEF-1St Constitution Bancorp Q1 Earnings Per Share $0.34 ,* REPORTS FIRST QUARTER 2018 RESULTS AND DECLARES QUARTERLY DIVIDEND OF $0.06 PER SHARE,topStory
SYF,Synchrony Financial,20180420,BRIEF-Synchrony Financial Reports First Quarter Net Earnings Of $640 Million Or $0.83 Per Diluted Share ,* REPORTS FIRST QUARTER NET EARNINGS OF $640 MILLION OR $0.83 PER DILUTED SHARE,normal
SYF,Synchrony Financial,20180420,BRIEF-GE Q1 Adj. EPS $0.16 ,* Q1 EARNINGS PER SHARE VIEW $0.11 -- THOMSON REUTERS I/B/E/S,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,BRIEF-TSMC Approves Nine Candidates For Board Of Directors ,April 20 Taiwan Semiconductor Manufacturing Co Ltd:,topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,US STOCKS-Futures inch higher after strong GE  Honeywell results ,April 20 U.S. stock index futures nudged higher on Friday following strong earnings from industrial heavyweights General Electric and Honeywell.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,SE Asia Stocks-Singapore stocks fall on tech selloff; Philippines looks up ,    * Singapore index down  but posts 4th week of gains     * Philippine shares extend weekly losses for 8th week in 9      * Vietnam shares up over 2 pct       By Nikhil Nainan     April 20 Singapore stocks ended lower on Friday tracking a broader selloff in technology stocks across Asia  while Philippine shares ended higher after heavy losses through the week.     MSCI's broadest index of Asia-Pacific shares outside Japan  slumped 1.2 percent after the world's largest contract chip,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,UPDATE 1-Weak Taiwan export order bounce further sign global tech demand peaking ,TAIPEI  April 20 Taiwan's export orders rebounded in March but at a slower-than-expected pace  in early signs of weakening global demand even as manufacturers worry about growing trade protectionism.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,Nikkei edges lower as tech sector sell-off weighs ,TOKYO  April 20 Japan's Nikkei share average edged lower on Friday morning as worries about slower smartphone demand hit technology shares  while financial stocks rallied thanks to higher U.S. yields.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,SE Asia Stocks-Most fall as tech sell-off drags broader Asia lower; Philippines recovers ,    * S'pore shares on track for weekly gain of 2 pct     * Philippine shares up 0.8 pct      By Nikhil Nainan     April 20 Most Southeast Asian stock markets slipped on Friday tracking broader Asia which was hit by a sell-off in technology stocks  while Philippine shares regained some ground following a sharp fall in the previous session.          MSCI's broadest index of Asia-Pacific shares outside Japan  was trading 1 percent lower as technology stocks fell after the world's large,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,Nikkei flat as tech sector losses offset financials rally ,TOKYO  April 20 Japan's Nikkei share average was flat in choppy trade on Friday morning as worries about slower smartphone demand hit technology shares  while financial stocks rallied helped by higher U.S. yields.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,TSMC shares slide as revenue estimate cut; other Apple  chip stocks also fall ,TAIPEI Shares of Taiwan Semiconductor Manufacturing Co Ltd tumbled and other Apple supplier and chip stocks fell after it cut its full-year revenue target on softer demand for smartphones.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20180420,UPDATE 1-TSMC shares slide as revenue estimate cut; other Apple  chip stocks also fall ,* Analysts see warning as driven by concern about iPhone demand,normal
TEF,Telefonica SA,20180420,BRIEF-Telefonica Files For Potential Mixed Shelf Offering Size Not Disclosed- SEC Filing ,* TELEFONICA - FILES FOR POTENTIAL MIXED SHELF OFFERING; SIZE NOT DISCLOSED- SEC FILING,topStory
TER,Teradyne Inc,20180420,Japanese companies see big things in small-scale industrial robots ,* Danish start-up pioneered cobot market  holds 60 percent share,normal
BX,The Blackstone Group LP,20180420,Apollo  Blackstone are the only remaining bidders for Cirsa -sources ,MADRID/LONDON The private equity funds of Blackstone  and Apollo  are the only two bidders left in the sale of Spanish gaming hall operator Cirsa  raising doubts about whether the sale will go ahead  sources familiar with the matter said.,topStory
BX,The Blackstone Group LP,20180420,Blackstone first quarter earnings better than feared as Gray lays out roadmap ,Bets on Spanish housing and oil assets helped Blackstone Group LP  mitigate stock market jitters that weighed on it in the first quarter  with earnings at the world's largest manager of alternative assets falling less than expected. | Video ,normal
TRP,TransCanada Corporation,20180420,Norway wealth fund backs AGM proposals at Imperial Oil  TransCanada  Boliden ,OSLO Norway's $1 trillion sovereign wealth fund  the world's largest  will back key proposals at the annual general meetings next week of three companies in which it holds stakes  the fund announced on Friday.,topStory
TRP,TransCanada Corporation,20180420,Norway wealth fund backs AGM proposals at Imperial Oil  TransCanada  Boliden ,OSLO  April 20 Norway's $1 trillion sovereign wealth fund  the world's largest  will back key proposals at the annual general meetings next week of three companies in which it holds stakes  the fund announced on Friday.,normal
TRU,TransUnion,20180420,TransUnion expands into Europe with $1.4 billion Callcredit deal ,U.S. credit reporting agency TransUnion  on Friday said it will buy UK consumer data provider Callcredit for 1 billion pounds ($1.4 billion) from private equity firm GTCR  expanding its operations into Europe for the first time.,topStory
TRU,TransUnion,20180420,UPDATE 1-TransUnion expands into Europe with $1.4 bln Callcredit deal ,April 20 U.S. credit reporting agency TransUnion on Friday said it will buy UK consumer data provider Callcredit for 1 billion pounds ($1.4 billion) from private equity firm GTCR  expanding its operations into Europe for the first time.,normal
TRU,TransUnion,20180420,TransUnion to buy UK-based Callcredit for $1.4 bln ,April 20 Credit reporting agency TransUnion on Friday said it will buy consumer data provider Callcredit for $1.4 billion to boost its presence in the UK.,normal
TRU,TransUnion,20180420,BRIEF-Transunion Announces Qtrly Adjusted Earnings Per Share $0.57 and Agreement To Acquire Callcredit ,* ANNOUNCES STRONG FIRST QUARTER 2018 RESULTS AND AGREEMENT TO ACQUIRE CALLCREDIT,normal
TRU,TransUnion,20180420,BRIEF-Transunion Announces Agreement To Acquire Callcredit ,* TRANSUNION - TRANSUNION AGREED TO ACQUIRE CALLCREDIT FOR £1 BILLION,normal
TWTR,Twitter Inc,20180420,UPDATE 2-Twitter bans ads from Russia's Kaspersky Lab ,April 20 Twitter Inc said on Friday that it has banned ads from Moscow-based Kaspersky Lab  saying the cyber-security company's business model conflicts with advertising rules and citing U.S. government claims that Kaspersky has ties to Russian intelligence agencies.,topStory
UNH,UnitedHealth Group Incorporated,20180420,BRIEF-UnitedHealth Group Says Executive Chairman Hemsley's 2017 Total Compensation Was $18.5 Mln ,* UNITEDHEALTH GROUP SAYS EXECUTIVE CHAIRMAN STEPHEN J. HEMSLEY'S 2017 TOTAL COMPENSATION WAS $18.5 MILLION - SEC FILING,topStory
VALE,VALE SA,20180420,Vale says court postponed deadline for Samarco compensation plan ,SAO PAULO Mining company Vale SA said on Friday that a Brazilian court has postponed to June 25 the deadline for when it must reveal its compensation plan for victims of the 2015 Samarco mine disaster.,topStory
VLO,Valero Energy Corporation,20180420,Valero's Texas City refinery hit by explosion  fire ,HOUSTON An explosion set off a huge fire at Valero Energy Corp's 225 000 barrel-per-day (bpd) Texas City  Texas  refinery on Thursday afternoon but the fire was quickly contained  according the City of Texas City Emergency Management office.,topStory
VAR,Varian Medical Systems Inc,20180420,BRIEF-Varian Calypso Anchored Beacon Transponder For Lung Receives FDA 510K Clearance ,* VARIAN CALYPSO ANCHORED BEACON TRANSPONDER FOR LUNG RECEIVES FDA 510K CLEARANCE Source text for Eikon: Further company coverage:,topStory
VZ,Verizon Communications Inc,20180420,BRIEF-U.S. Said To Investigate AT&T And Verizon Over Wireless Collusion Claim - NYT ,* U.S. SAID TO INVESTIGATE AT&T AND VERIZON OVER WIRELESS COLLUSION CLAIM - NYT  CITING SOURCES Source text: https://nyti.ms/2HhCE3c Further company coverage:,topStory
VZA,Verizon Communications Inc,20180420,BRIEF-U.S. Said To Investigate AT&T And Verizon Over Wireless Collusion Claim - NYT ,* U.S. SAID TO INVESTIGATE AT&T AND VERIZON OVER WIRELESS COLLUSION CLAIM - NYT  CITING SOURCES Source text: https://nyti.ms/2HhCE3c Further company coverage:,topStory
WMT,Wal-Mart Stores Inc,20180420,BRIEF-Walmart Says James Cash Retiring From Board  Kevin Systrom To Not Stand For Re-Election ,* WALMART - THIS YEAR’S PROXY MATERIALS SEEK SHAREHOLDERS’ VOTES ON 11 DIRECTOR NOMINEES  2 COMPANY PROPOSALS AND 2 SHAREHOLDER PROPOSALS,topStory
WMT,Wal-Mart Stores Inc,20180420,BRIEF-Walmart CEO Douglas McMillon's Total Compensation For 2018 Was $22.8 Mln Vs $22.4 Mln In 2017 ,* WALMART - CEO DOUGLAS MCMILLON'S TOTAL COMPENSATION FOR 2018 WAS $22.8 MILLION VERSUS $22.4 MILLION IN 2017 - SEC FILING,normal
WMT,Wal-Mart Stores Inc,20180420,Deals of the day-Mergers and acquisitions ,April 20 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Friday: ** Japan's Takeda Pharmaceutical nudged up its offer for Shire to 44.3 billion pounds ($62 billion) to try to persuade the rare-disease drugs specialist into talks after it rejected three previous proposals. ** General Electric Co said it was still considering a potential breakup of the 126-year-old industrial conglomerate  but such a move was secondary to running its businesses bett,normal
WMT,Wal-Mart Stores Inc,20180420,Walmart could buy controlling stake in Flipkart as early as next week: sources ,MUMBAI Walmart Inc  could seal a deal to buy a more than 51 percent stake in Indian online marketplace Flipkart as early as next week  two sources familiar with the matter said on Friday.,normal
WMT,Wal-Mart Stores Inc,20180420,Walmart could buy controlling stake in Flipkart as early as next week-sources ,MUMBAI  April 20 Walmart Inc could seal a deal to buy a more than 51 percent stake in Indian online marketplace Flipkart as early as next week  two sources familiar with the matter said on Friday.,normal
WM,Waste Management Inc,20180420,BRIEF-Waste Management Announces Q1 Earnings Per Share $0.91 ,* Q1 EARNINGS PER SHARE VIEW $0.83 -- THOMSON REUTERS I/B/E/S,topStory
WFC,Wells Fargo & Company,20180420,Wells Fargo agrees to pay $1 billion to settle customer abuses ,Wells Fargo & Co will pay $1 billion to settle with U.S. regulators who say the bank wrongly layered insurance on hundreds of thousands of drivers and routinely hit homebuyers with excessive fees  officials said on Friday. | Video ,topStory
WFC,Wells Fargo & Company,20180420,U.S. banks push mortgage apps as home lending slows ,NEW YORK  April 20 Big U.S. banks are racing to launch websites and mobile apps to make getting a mortgage faster and easier  investments that may have modest near-term payoffs as home lending activity slows.,normal
WFC,Wells Fargo & Company,20180420,UPDATE 2-Wells Fargo agrees to pay $1 bln to settle customer abuses ,April 20 Wells Fargo & Co will pay $1 billion to settle with U.S. regulators who say the bank wrongly layered insurance on hundreds of thousands of drivers and routinely hit homebuyers with excessive fees  officials said on Friday.,normal
WFC,Wells Fargo & Company,20180420,BRIEF-Wells Fargo Enters Consent Orders With OCC  CFPB ,* ORDERS REQUIRE COMPANY TO PAY $1 BILLION IN TOTAL CIVIL MONEY PENALTIES,normal
WFC,Wells Fargo & Company,20180420,Wells Fargo agrees to pay $1 bln to settle customer abuses ,April 20 Wells Fargo & Co has agreed to pay $1 billion in penalties to federal regulators to settle a probe into abuses at its auto and mortgage businesses  the bank and regulators said on Friday  confirming an earlier Reuters report.,normal
WFC,Wells Fargo & Company,20180420,BRIEF-U.S. regulators fine Wells Fargo $1 bln  order restitution ,April 20 Cfpb announces settlement with wells fargo for auto-loan administration and mortgage practices Cfpb says wells fargo broke the law in how it charged borrowers for mortgage interest rate-lock extensions Cfpb says part of the fine will be collected by the occ Cfpb consent order says wells fargo has discontinued the practices that led to its deficiencies  and has begun voluntarily providing remediation to consumers Occ says its settlement agreement maintains restrictions on the,normal
WEA,Western Asset Bond Fund,20180420,JPMorgan  National Bank of Canada  others test debt issuance on blockchain ,NEW YORK JPMorgan Chase & Co  has tested a new blockchain platform for issuing financial instruments with the National Bank of Canada and other large firms  they said on Friday  seeking to streamline origination  settlement  interest rate payments and other processes.,normal
WEA,Western Asset Bond Fund,20180420,JPMorgan  National Bank of Canada  others test debt issuance on blockchain ,NEW YORK  April 20 JPMorgan Chase & Co has tested a new blockchain platform for issuing financial instruments with the National Bank of Canada and other large firms  they said on Friday  seeking to streamline origination  settlement  interest rate payments and other processes.,normal
WAB,Westinghouse Air Brake Technologies Corporation,20180420,GE exploring merging transport business with Wabtec: source ,General Electric Co  is exploring merging its transportation business  which manufactures train engines  with Wabtec Corp   a U.S. maker of equipment for the rail industry  a person familiar with the matter said on Friday.,topStory
WAB,Westinghouse Air Brake Technologies Corporation,20180420,GE exploring merging transport business with Wabtec -source ,April 20 General Electric Co is exploring merging its transportation business  which manufactures train engines  with Wabtec Corp  a U.S. maker of equipment for the rail industry  a person familiar with the matter said on Friday.,normal
WHR,Whirlpool Corporation,20180420,BRIEF-Whirlpool Files For Potential Mixed Shelf Offering; Size Not Disclosed ,* WHIRLPOOL CORP FILES FOR POTENTIAL MIXED SHELF OFFERING; SIZE NOT DISCLOSED - SEC FILING Source : https://bit.ly/2HNsk43 Further company coverage: (Reuters.Briefs@thomsonreuters.com),topStory
WPX,WPX Energy Inc,20180420,BRIEF-WPX Energy Entered Second Amendment To Second Amended And Restated Credit Agreement ,* WPX ENERGY - ENTERED SECOND AMENDMENT TO SECOND AMENDED AND RESTATED CREDIT AGREEMENT AND FIRST AMENDMENT TO GUARANTY AND COLLATERAL AGREEMENT,topStory
WPXP,WPX Energy Inc,20180420,BRIEF-WPX Energy Entered Second Amendment To Second Amended And Restated Credit Agreement ,* WPX ENERGY - ENTERED SECOND AMENDMENT TO SECOND AMENDED AND RESTATED CREDIT AGREEMENT AND FIRST AMENDMENT TO GUARANTY AND COLLATERAL AGREEMENT,topStory
XRX,Xerox Corporation,20180420,Xerox  Fujifilm in talks to renegotiate deal: CNBC ,Xerox Corp  and Fujifilm Holdings  are in active talks to renegotiate a deal the two struck in January  CNBC reported  citing comments made by the companies' lawyers at a court hearing on Thursday.,topStory
XRX,Xerox Corporation,20180420,Xerox  Fujifilm in talks to renegotiate deal - CNBC ,April 20 Xerox Corp and Fujifilm Holdings are in active talks to renegotiate a deal the two struck in January  CNBC reported  citing comments made by the companies' lawyers at a court hearing on Thursday.,normal
XRX,Xerox Corporation,20180420,BRIEF-Carl Icahn Says Sent Letter To Xerox Demanding Right To Inspect Certain Books And Records Of Co ,* CARL ICAHN SAYS SENT LETTER TO XEROX DEMANDING RIGHT TO INSPECT CERTAIN BOOKS AND RECORDS OF CO - SEC FILING Source text: (https://bit.ly/2vAqYra) Further company coverage:,normal
YELP,Yelp Inc,20180420,BRIEF-Yelp Inc Says CEO Stoppelman's 2017 Total Compensation Was $10.1 Mln ,* YELP INC SAYS CEO JEREMY STOPPELMAN'S 2017 TOTAL COMPENSATION WAS $10.1 MILLION - SEC FILING Source text: (https://bit.ly/2HFjQyk) Further company coverage:,topStory
ACU,Acme United Corporation,20180420,BRIEF-Acme United Reports Q1 Earnings Per Share $0.21 ,* ACME UNITED REPORTS 14% SALES INCREASE AND 17% DILUTED EPS INCREASE FOR FIRST QUARTER OF 2018,topStory
HEB,Hemispherx BioPharma Inc,20180420,BRIEF-Hemispherx Announces Pricing Of $2.57 Million Registered Direct Offering At A Premium To Market ,* HEMISPHERX ANNOUNCES PRICING OF $2.57 MILLION REGISTERED DIRECT OFFERING AT A PREMIUM TO MARKET,topStory
PTN,Palatin Technologies Inc,20180420,BRIEF-Palatin Technologies Says Entered Into An Equity Distribution Agreement ,* PALATIN TECHNOLOGIES INC SAYS ENTERED INTO AN EQUITY DISTRIBUTION AGREEMENT - SEC FILING,topStory
PRK,Park National Corporation,20180420,BRIEF-Park National Reports Q1 EPS Of $2.02 ,* REPORTS INCREASED NET INCOME IN FIRST QUARTER 2018 FINANCIAL RESULTS AND RAISES QUARTERLY DIVIDEND,topStory
PLG,Platinum Group Metals Ltd,20180420,BRIEF-Platinum Group Metals Receives Final Government Approval For Maseve Mine Sale ,* PLATINUM GROUP METALS LTD. RECEIVES FINAL GOVERNMENT APPROVAL FOR MASEVE MINE SALE Source text for Eikon: Further company coverage:,topStory
RLGT,Radiant Logistics Inc,20180420,UPDATE 2-India's Fortis in 5-way battle for control as KKR-backed firm makes offer ,* Radiant's all-cash offer values Fortis at 165 rupees/shr (Adds background on other bidders  advisory committee and bullets),topStory
