FLWS,1-800 FLOWERSCOM Inc,20110803,UPDATE 4-Sears hires former FreshDirect exec as CMO-memo , * Names Monica Woo as VP and chief marketing officer: memo,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110803,Brazil to offer $2.6 bln in oil supplier financing , RIO DE JANEIRO  Aug 3 Brazil's state development bank BNDES said on Wednesday it will offer 4 billion reais ($2.6 billion) in financing for suppliers of equipment and services to the country's oil and gas industry.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110803,Analysis: Brazil's security blanket in debt crisis - China ,SAO PAULO As Brazil watches much of the so-called rich world struggle with debt crises  it can take some solace in the likelihood that its growing ties with China should shield it from the worst aftershocks.,normal
PFE,Pfizer Inc,20110803,FDA: Generic biotech drugs require paradigm shift , * Must evaluate "totality of evidence" for biotech copies,topStory
PFE,Pfizer Inc,20110803,Pfizer interested in over-the-counter Lipitor: report ,NEW YORK Pfizer Inc is interested in selling a non-prescription version of its Lipitor cholesterol drug after it loses U.S. patent protection  but would likely face a battle with regulators because of safety concerns  the Wall Street Journal reported on Wednesday.,normal
PFE,Pfizer Inc,20110803,Pfizer interested in over-the-counter Lipitor -WSJ , NEW YORK  Aug 3 Pfizer Inc  is interested in selling a non-prescription version of its Lipitor cholesterol drug after it loses U.S. patent protection  but would likely face a battle with regulators because of safety concerns  the Wall Street Journal reported on Wednesday.,normal
PNM,PNM Resources Inc (Holding Co),20110803,U.S. South Central power usage breaks records again , NEW YORK  Aug 3 Power usage in the South Central United States reached record levels for a second day in a row on Tuesday as homes and businesses cranked up air conditioners to escape a brutal heatwave  said the Southwest Power Pool (SPP)  which operates the region's electric grid.,topStory
POL,PolyOne Corporation,20110803,UPDATE 4-PolyOne profit beats  but shares fall , * Revenue up 11 percent to $768.8 mln; misses Street view,topStory
PKX,POSCO,20110803,S.Korea to sell 15 pct Incheon Airport stake to low-income earners - report , SEOUL  Aug 3 South Korea's government has decided to offer a 15 percent stake in Incheon International Airport Corp to low-income earners this year at a steep discount  according to a local media report.,topStory
PG,Procter & Gamble Company (The),20110803,Price rises set to drive Unilever's Q2 growth , LONDON  Aug 4 Consumer goods group Unilever Plc/NV  could take another step up in the pace of sales growth in the second quarter on the back of sharp prices prices to offset a hike in commodity costs.,topStory
PG,Procter & Gamble Company (The),20110803,Clorox profit dips  bleach prices going up ,CHICAGO The U.S. price of Clorox bleach is going up 12 percent  the latest move by Clorox Co  to fight rising material costs that have cut into profits.,normal
PG,Procter & Gamble Company (The),20110803,UPDATE 4-Clorox profit dips  bleach prices going up , * Shares down 1.4 pct in afternoon trade  (Rewrites first paragraph; adds CEO comment  pricing graphic; updates stock activity),normal
PG,Procter & Gamble Company (The),20110803,US business urges big changes in WTO trade talks , * Doha round said "incapable" of reaching good conclusion,normal
PG,Procter & Gamble Company (The),20110803,UPDATE 1-Estee Lauder brings in former Procter & Gamble VP , CHICAGO  Aug 3  Estee Lauder Cos Inc  named former Procter & Gamble Co  executive Carl Haney on Wednesday as executive vice president of global research and development  replacing Harvey Gedeon  who plans to retire.,normal
PJH,Prudential Financial Inc,20110803,Prudential profit rises on growth  acquisitions ,NEW YORK Prudential Financial Inc   the No. 2 U.S. life insurer  reported a larger profit for the second quarter on Wednesday as its business grew and the company started to benefit from acquisitions in Japan.,topStory
PJH,Prudential Financial Inc,20110803,UPDATE 2-Prudential profit rises on growth  acquisitions , * Shares rise slightly after earnings report  (Adds shares  link to The Hartford),normal
PRH,Prudential Financial Inc,20110803,Prudential profit rises on growth  acquisitions ,NEW YORK Prudential Financial Inc   the No. 2 U.S. life insurer  reported a larger profit for the second quarter on Wednesday as its business grew and the company started to benefit from acquisitions in Japan.,topStory
PRH,Prudential Financial Inc,20110803,UPDATE 2-Prudential profit rises on growth  acquisitions , * Shares rise slightly after earnings report  (Adds shares  link to The Hartford),normal
PRU,Prudential Financial Inc,20110803,Prudential profit rises on growth  acquisitions ,NEW YORK Prudential Financial Inc   the No. 2 U.S. life insurer  reported a larger profit for the second quarter on Wednesday as its business grew and the company started to benefit from acquisitions in Japan.,topStory
PRU,Prudential Financial Inc,20110803,UPDATE 2-Prudential profit rises on growth  acquisitions , * Shares rise slightly after earnings report  (Adds shares  link to The Hartford),normal
PUK,Prudential Public Limited Company,20110803,PRESS DIGEST - Vietnam newspapers - Aug 3 , HANOI  Aug 3 These are some of the leading stories in the official Vietnamese press on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
PEG,Public Service Enterprise Group Incorporated,20110803,WRAPUP 1-PSEG  Constellation Energy signal mixed year ahead , BANGALORE  Aug 3 Lower costs and an improvement in gas and electricity rates helped utility owner Public Service Enterprise Group (PSEG) post a market-beating quarterly profit and back its forecast for the year  but plant outages hurt Constellation Energy .,topStory
PWR,Quanta Services Inc,20110803,UPDATE 1-Quanta Services Q2 beats; says regulatory hurdles easing , * Raises FY rev view; cuts upper end of FY adj EPS view   (Follows alerts),topStory
RGA,Reinsurance Group of America Incorporated,20110803,MOVES-Citi  Barclays Capital  Macquarie  BofA Merril Lynch , Aug 3 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
RZA,Reinsurance Group of America Incorporated,20110803,MOVES-Citi  Barclays Capital  Macquarie  BofA Merril Lynch , Aug 3 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
RZB,Reinsurance Group of America Incorporated,20110803,MOVES-Citi  Barclays Capital  Macquarie  BofA Merril Lynch , Aug 3 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
RS,Reliance Steel & Aluminum Co,20110803,Deals of the day -- mergers and acquisitions , (Adds Grupo Aeroportuario del Pacifico (GAP)  Thomson Reuters),topStory
RIO,Rio Tinto Plc,20110803,UPDATE 2-Strike deal elusive as Chile Escondida talks in limbo , * Bonus key hurdle to end 13-day stoppage  (Rewrites  adds union and industry leader comments),topStory
RIO,Rio Tinto Plc,20110803,RPT-UPDATE 1-Ivanhoe sees itself worth at least double current value , (Repeats item first published Aug 3 with no change to text),normal
RIO,Rio Tinto Plc,20110803,UPDATE 1-Ivanhoe sees itself worth at least double current value , * Mongolia copper mine on track to start producing in 2013,normal
RIO,Rio Tinto Plc,20110803,Ivanhoe sees Oyu Tolgoi on track to produce copper in 2013 , KALGOORLIE  Australia  Aug 3 Ivanhoe Mines  says its Oyu Tolgoi mine is on track to start producing in 2013  Chief Executive Robert Friedland said on Wednesday.,normal
RIO,Rio Tinto Plc,20110803,Strike deal elusive as Chile Escondida talks drag on , ANTOFAGASTA  Chile  Aug 3 Negotiations between workers and the world's top copper mine  Chile's Escondida  stretched into a second day on Wednesday as both sides seek an end to a nearly two-week strike that is fanning global supply fears.,normal
RIO,Rio Tinto Plc,20110803,UPDATE 1-Australia's Fortescue sees iron ore profit margin rising , * Fortescue says its new mine will lift profit margin on ore sales,normal
RIO,Rio Tinto Plc,20110803,UPDATE 1-Brazil CSN net up on asset sale  beats estimates , * Net topped analysts' avg forecast of 958.4 mln reais  (Adds details  EBITDA),normal
RDC,Rowan Companies plc,20110803,UPDATE 1-Vantage Drilling Q2 loss wider than expected on higher costs , * Q2 rev up 77 pct at $120.9 mln  lags estimates   (Follows alerts),topStory
RY,Royal Bank Of Canada,20110803,CANADA STOCKS-Golds  RIM help TSX recover from early plunge , * Seven of 10 index sectors end higher  (Adds details  quotes),topStory
RY,Royal Bank Of Canada,20110803,CANADA STOCKS-Golds  RIM help TSX fight back from early drop , * Hit lowest level since mid-November 2010 earlier in day,normal
RY,Royal Bank Of Canada,20110803,CANADA STOCKS-TSX hit by U.S. economic worries; golds rise ,   * TSX down 183.42 points  or 1.44 percent  at 12 568.90,normal
RBS,Royal Bank Scotland plc (The),20110803,PRESS DIGEST - Financial Times - Aug 4 , Royal Bank of Scotland plans to shed as many as 2 000 employees from its investment banking arm as it completes the integration of ABN Amro  the disastrous Dutch acquisition that pushed RBS to the brink of collapse. http://www.ft.com/cms/s/0/efd27a4a-bdba-11e0-babc-00144feabdc0.html#axzz1TurOf5zg,topStory
RBS,Royal Bank Scotland plc (The),20110803,RBS to shed thousands of investment bank jobs-FT , LONDON  Aug 3 Royal Bank of Scotland  plans to shed as many as 2 000 jobs from its investment banking unit  the Financial Times reported on Thursday.,normal
RBS,Royal Bank Scotland plc (The),20110803,MOVES-Citi  Barclays Capital  Macquarie  BofA Merril Lynch , Aug 3 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
SDRL,Seadrill Limited,20110803,UPDATE 3-Transocean profit slides  falls short of estimates , * Q2 EPS ex-items 63 cents vs 78 cents expected by Wall St,topStory
SDRL,Seadrill Limited,20110803,Transocean profit slides  falls short of estimates ,SAN FRANCISCO Transocean Ltd    the largest offshore rig contractor  reported a profit that fell short of expectations as costs rose faster than the drilling industry recovered  and its shares fell 2 percent.,normal
SHG,Shinhan Financial Group Co Ltd,20110803,UPDATE 1-Shinhan Fin Q2 net profit more than doubles , * Q2 net profit 965 billion won  consensus f'cast 953 bln,topStory
SHG,Shinhan Financial Group Co Ltd,20110803,Shinhan Fin Q2 net more than doubles , SEOUL  Aug 3 Shinhan Financial Group  reported net profit more than doubled in the second quarter from the prior year as it set aside fewer provisions.,normal
SNE,Sony Corp Ord,20110803,"State actor" behind slew of cyber attacks ,BOSTON Security experts have discovered an unprecedented series of cyber attacks on the networks of 72 organizations globally  including the United Nations  governments and corporations  over a five-year period. | Video ,topStory
SNE,Sony Corp Ord,20110803,UPDATE 5-'State actor' behind slew of cyber attacks , * 'Operation Shady RAT' took data from at least 72 victims,normal
SNE,Sony Corp Ord,20110803,UPDATE 1-Biggest-ever series of cyber attacks uncovered  UN hit , * Security firm McAfee discloses unprecedented attacks,normal
SNE,Sony Corp Ord,20110803,Hitachi marks end of an era with TV outsourcing plan ,TOKYO Hitachi Ltd  said on Wednesday it will outsource all television assembly as early as this year as it expects demand to shrink in an increasingly price-competitive market.,normal
SNE,Sony Corp Ord,20110803,UPDATE 3-Hitachi marks end of an era with TV outsourcing plan , * Co. sees Japan TV market shrinking to 7 mln units in 2012,normal
SNE,Sony Corp Ord,20110803,Biggest-ever series of cyber attacks uncovered  UN hit , * 'Operation Shady RAT' took data from at least 72 victims,normal
BID,Sotheby&#39;s,20110803,UPDATE 1-Sothebys Q2 results beat Street , * Q2 rev $369.8 mln vs est $336.2 mln   (Follows alerts),topStory
S,Sprint Corporation,20110803,Clearwire loss narrows  company still needs money ,NEW YORK Wireless telecommunications network operator Clearwire Corp  reported a narrower operating loss in the second quarter  but said it is still looking for new funding.,topStory
S,Sprint Corporation,20110803,UPDATE 2-Clearwire loss narrows  company still needs money , * Unveils network plan  pending ability to raise funding,normal
STT,State Street Corporation,20110803,Moody's sets negative outlook on BNY  JPMorgan ,BOSTON Moody's Investors Service said it may cut its ratings on Bank of New York Mellon Corp  and JPMorgan Chase & Co  over the next 18 months  saying the banks might get less U.S. government support in the future.,topStory
STT,State Street Corporation,20110803,UPDATE 1-Moody's sets negative outlook on BNY  JPMorgan , * Outlook negative on dimmer chances for federal support  (Adds details on ratings  other banks),normal
STT,State Street Corporation,20110803,UPDATE 1-Gold ETFs get $3.5 bln from investors in July , * State Street  Invesco take in top inflows  (Adds comments from State Street  Vanguard),normal
STT,State Street Corporation,20110803,Gold ETFs haul in $3.5 billion from investors in July ,BOSTON Investors who were nervous about the looming debt ceiling showdown poured $3.5 billion in July into exchange-traded funds that own gold  according to fund tracking website IndexUniverse.com.,normal
STT,State Street Corporation,20110803,Gold ETFs haul in $3.5 bln from investors in July , BOSTON  Aug 3 Investors who were nervous about the looming debt ceiling showdown poured $3.5 billion in July into exchange-traded funds that own gold  according to fund tracking website IndexUniverse.com.,normal
STO,Statoil ASA,20110803,UPDATE 3-Lundin raises oil output forecast after strong Q2 , * Production better than expected  raises 2011 outlook,topStory
SLF,Sun Life Financial Inc,20110803,WRAPUP 1-Insurers Sun Life  Great-West top estimates , * Great-West EPS C$0.55 vs est C$0.49  (Wraps Sun Life  Great-West results),topStory
SLF,Sun Life Financial Inc,20110803,UPDATE 1-Sun Life Financial profit up sharply , TORONTO  Aug 3 Sun Life Financial  said on Wednesday its second-quarter profit rose sharply  due to stronger insurance sales and investment performance.,normal
SU,Suncor Energy  Inc,20110803,CANADA STOCKS-Golds  RIM help TSX fight back from early drop , * Hit lowest level since mid-November 2010 earlier in day,topStory
SU,Suncor Energy  Inc,20110803,UPDATE 2-Syncrude output climbs  but outages lift price , * Output falls at Shell operations due to unplanned work,normal
SU,Suncor Energy  Inc,20110803,CANADA STOCKS-TSX hit by U.S. economic worries; golds rise ,   * TSX down 183.42 points  or 1.44 percent  at 12 568.90,normal
STI,SunTrust Banks Inc,20110803,MasterCard profit jumps 33 percent ,CHARLOTTE  North Carolina MasterCard Inc said second-quarter profit jumped 33 percent  as inflation in the United States lifted spending volume and more international consumers used debit and credit cards.,topStory
STI,SunTrust Banks Inc,20110803,UPDATE 5-MasterCard profit jumps 33 pct  beats Street , * Shares rise 10 pct  (Adds details on U.S. inflation; updates share price),normal
TGT,Target Corporation,20110803,RPT-Back-to-school U.S. shoppers want a D-E-A-L , * Longer supply lists  smaller budgets squeeze US shoppers,topStory
TI,Telecom Italia SPA,20110803,All eyes on domestic front for D.Telekom  T.Italia , FRANKFURT  Aug 4 Domestic performance will be key for investors when Deutsche Telekom  reports quarterly results on Thursday amid economic uncertainty across Europe.,topStory
TI,Telecom Italia SPA,20110803,ADR Report-Italian  Spanish stocks stabilize , NEW YORK  Aug 3 Spanish and Italian stocks traded in New York stabilized on Wednesday as investors looked for bargains among shares beaten down in the latest phase of Europe's sovereign debt crisis.,normal
TI,Telecom Italia SPA,20110803,European shares fall  SocGen slides after profit warning , FRANKFURT  Aug 3 European shares extended losses on Wednesday  led by France's Societe Generale which fell more than 7 percent after the bank warned it might miss 2012 profit goals.,normal
TI,Telecom Italia SPA,20110803,Brazil telecom TIM's Q2 net profit rises , SAO PAULO  Aug 2 TIM Participacoes  Brazil's third-largest wireless phone company  said on Tuesday that second-quarter net earnings rose 178 percent from a year ago as the company's client based expanded.,normal
TEF,Telefonica SA,20110803,ADR Report-Italian  Spanish stocks stabilize , NEW YORK  Aug 3 Spanish and Italian stocks traded in New York stabilized on Wednesday as investors looked for bargains among shares beaten down in the latest phase of Europe's sovereign debt crisis.,topStory
BX,The Blackstone Group LP,20110803,KKR earnings fall  miss estimates; shares slump ,NEW YORK Private equity firm KKR & Co  reported lower-than-expected second-quarter earnings as investment income declined and gains in the value of its investments slowed  sending its shares down 7 percent.,topStory
BX,The Blackstone Group LP,20110803,UPDATE 5-KKR earnings fall  miss estimates; shares slump , * Says valuations for PE deals relatively attractive  (Adds analyst comment  details about fundraising  rivals  updates shares),normal
BX,The Blackstone Group LP,20110803,UPDATE 1-China's Hony Capital restructures Yaohua  takes 60 pct stake , * New Yaohua aims for 5 bln yuan in annual sales by end-2015   (Adds more details  executive quote),normal
TRI,Thomson Reuters Corp,20110803,Avista  Cinven among bidders for Reuters' Kondor: sources ,NEW YORK/LONDON Avista Capital Partners and Cinven are among four private equity firms bidding for Thomson Reuters Corp's trade and risk management software business  Kondor  people close to the matter said.,topStory
TRI,Thomson Reuters Corp,20110803,Avista  Cinven among bidders for Reuters' Kondor-sources , * Avista  Cinven  Montagu  Bridgepoint submit bids-sources,normal
TWX,Time Warner Inc,20110803,Big media's profits defy gloomy outlook  for now ,NEW YORK Big media companies reported strong results but a bleak economic outlook has investors worried over whether they can deliver again in the face of high unemployment and slumping U.S. consumer spending.,topStory
TWX,Time Warner Inc,20110803,WRAPUP 2-Big media's profits defy gloomy outlook  for now , * Comcast: Concerned about economy  but advertising strong,normal
TWX,Time Warner Inc,20110803,Time Inc to make all titles available on tablets ,NEW YORK Time Inc plans to make all 21 of its magazines  including Real Simple and Entertainment Weekly  available on leading tablet computers by the end of the year  the publishing arm of Time Warner said on Wednesday.,normal
TWX,Time Warner Inc,20110803,Time Inc to make all titles available on tablets , NEW YORK  Aug 3 Time Inc plans to make all 21 of its magazines  including Real Simple and Entertainment Weekly  available on leading tablet computers by the end of the year  the publishing arm of Time Warner  said on Wednesday.,normal
TWX,Time Warner Inc,20110803,Time Warner profit beats Street on ad sales ,NEW YORK Time Warner Inc posted better-than-expected quarterly results  helped by stronger advertising  and ratcheted up its full-year outlook.,normal
TWX,Time Warner Inc,20110803,UPDATE 2-Time Warner profit beats Street on ad sales , * Q2 Rev up 10 pct to $7.03 bln   (Adds analyst  details),normal
TWX,Time Warner Inc,20110803,US STOCKS-Futures rise after selloff  S&P support eyed , * Futures up: Dow 22 pts  S&P 3.4 pts  Nasdaq 5.75 pts,normal
TWX,Time Warner Inc,20110803,US STOCKS-Futures point to gains after selloff , * Futures up: Dow 54 pts  S&P 6 pts  Nasdaq 10.75 pts,normal
TJX,TJX Companies Inc (The),20110803,RPT-Back-to-school U.S. shoppers want a D-E-A-L , * Longer supply lists  smaller budgets squeeze US shoppers,topStory
TD,Toronto Dominion Bank (The),20110803,CANADA STOCKS-Golds  RIM help TSX recover from early plunge , * Seven of 10 index sectors end higher  (Adds details  quotes),topStory
TD,Toronto Dominion Bank (The),20110803,CANADA STOCKS-Golds  RIM help TSX fight back from early drop , * Hit lowest level since mid-November 2010 earlier in day,normal
TD,Toronto Dominion Bank (The),20110803,CANADA STOCKS-TSX hit by U.S. economic worries; golds rise ,   * TSX down 183.42 points  or 1.44 percent  at 12 568.90,normal
TOT,Total SA,20110803,French and Benelux stocks-Factors to watch on Aug 3 , PARIS  Aug 3 Below are company-related news and leading stories from French and Benelux media which could have an impact on the region's markets or individual stocks.,topStory
TOT,Total SA,20110803,RPT-Total to face oil-for-food corruption trial-source , PARIS  Aug 2 A French magistrate has decided to send giant oil company Total and its chief executive to trial on charges that the company engaged in corruption during the United Nations oil-for-food program in Saddam Hussein's Iraq  a judicial source said on Tuesday.,normal
TM,Toyota Motor Corp Ltd Ord,20110803,Tesla reports quarterly loss  research spending up ,DETROIT Electric car maker Tesla Motors Inc reported a deeper second-quarter loss on Wednesday as higher spending on research and hiring engineers to develop upcoming vehicles more than offset revenue gains.,topStory
TM,Toyota Motor Corp Ltd Ord,20110803,UPDATE 2-Tesla reports quarterly loss  research spending up , * Tesla has yet to produce a profit  (Adds detail on capital raise  Toyota collaboration),normal
TM,Toyota Motor Corp Ltd Ord,20110803,UAW says in talks with foreign automakers in U.S. ,TRAVERSE CITY  Michigan The United Auto Workers union is in talks with most of the foreign automakers in the United States to represent the hourly workers at their U.S. assembly plants  the union chief said on Wednesday.,normal
TM,Toyota Motor Corp Ltd Ord,20110803,UPDATE 2-Canada July auto sales drop  outlook uncertain , * Truck sales down on higher gas prices  economic outlook,normal
TM,Toyota Motor Corp Ltd Ord,20110803,UPDATE 3-UAW says in talks with foreign automakers in U.S. , * UAW says in 'confidential' talks with foreign carmakers,normal
TM,Toyota Motor Corp Ltd Ord,20110803,UPDATE 1-Toyota agrees to 13 000 yen hike by Nippon Steel -Nikkei , Aug 4 Toyota Motor Corp agreed to Nippon Steel's demand of a price rise of 13 000 yen ($169) for a ton of steel sheet for the April-September period  the Nikkei business daily reported.,normal
TM,Toyota Motor Corp Ltd Ord,20110803,RPT-UPDATE 7-U.S. automakers warn of fragile demand , (Repeats Aug. 2 story for wider readership)   * US automakers' July sales up; Toyota  Honda down   * Industry annual sales rate 12.23 mln  above expectations   * Automakers may be forced to offer more generous incentives   * GM and Ford shares end 4 pct lower  (Recasts first sentence  adds comment by economist  adds detail on GM stock price),normal
TM,Toyota Motor Corp Ltd Ord,20110803,CORRECTED-(OFFICIAL)-UPDATE 2-Suzuki Q1 op falls on quake  keeps forecast , (In paragraph 6  company corrects stake sale was to GM Asia-Pacific  not GM Canada),normal
TM,Toyota Motor Corp Ltd Ord,20110803,"New era" of higher income car buyers: Ford executive ,TRAVERSE CITY  Michigan U.S. new car buyers are richer and more demanding because they have more choice among brands that are closer in quality than ever before  Ford Motor Co's  sales and marketing chief said on Tuesday.,normal
TM,Toyota Motor Corp Ltd Ord,20110803,"New era" of higher income car buyers-Ford exec , TRAVERSE CITY  Mich.  Aug 2 U.S. new car buyers are richer and more demanding because they have more choice among brands that are closer in quality than ever before  Ford Motor Co's  sales and marketing chief said on Tuesday.,normal
TRP,TransCanada Corporation,20110803,UPDATE 1-Magellan latest in Cushing-to-Gulf oil pipeline race , NEW YORK  Aug 3 Magellan Midstream Partners LP  said it was exploring a project to cobble existing pipelines from Cushing  Oklahoma  to refineries along the U.S. Gulf Coast  in the latest bid to send rising crude flows from the Midwest to the world's largest refining center.,topStory
TRP,TransCanada Corporation,20110803,Work to continue on Bison U.S. West natgas line , NEW YORK  Aug 3 TransCanada Corp  on Wednesday said work would continue on its 330-mile (531-km) interstate Bison natural gas pipeline in the western United States for at least another week  while force majeure remained in effect following a rupture in late July.,normal
RIG,Transocean Ltd,20110803,UPDATE 3-Transocean profit slides  falls short of estimates , * Q2 EPS ex-items 63 cents vs 78 cents expected by Wall St,topStory
TNP,Tsakos Energy Navigation Ltd,20110803,CORRECTED-(July 28)-UPDATE 1-Tsakos Energy Q2 loss wider-than-expected , (Corrects July 28 story throughout to show that in the year-ago quarter  the company posted a profit  not loss. Also corrects to say TCE number was $16 426  not $16.4 million  per ship per day),topStory
UBS,UBS AG,20110803,UBS client pleads guilty to hiding over $13 mln , WASHINGTON  Aug 3 A California man pleaded guilty to filing a false U.S. tax return by hiding more than $13 million in two banks accounts he had with UBS AG  and agreed to pay over $6.8 million in penalties  the U.S. Justice Department said on Wednesday.,topStory
UN,Unilever NV,20110803,Price rises set to drive Unilever's Q2 growth , LONDON  Aug 4 Consumer goods group Unilever Plc/NV  could take another step up in the pace of sales growth in the second quarter on the back of sharp prices prices to offset a hike in commodity costs.,topStory
UL,Unilever PLC,20110803,Price rises set to drive Unilever's Q2 growth , LONDON  Aug 4 Consumer goods group Unilever Plc/NV  could take another step up in the pace of sales growth in the second quarter on the back of sharp prices prices to offset a hike in commodity costs.,topStory
UMC,United Microelectronics Corporation,20110803,UPDATE 1-UMC Q2 lags forecast; gives gloomy outlook , * Sees Q3 revenue down 11-13 pct q/q  operating margin at 1-3 pct,topStory
UMC,United Microelectronics Corporation,20110803,UMC Q2 lags forecast; gives gloomy outlook , TAIPEI  Aug 3 Taiwan's UMC   the world's No.2 contract chipmaker  reported on Wednesday a worse-than-expected net profit of T$ 3.19 billion ($110.63 million) in the second quarter  and gave a pessimistic outlook for the second half.,normal
UTX,United Technologies Corporation,20110803,US suspends F-35 ground  air tests after device failure , WASHINGTON  Aug 3 The U.S. Defense Department suspended fleetwide ground and flight test operations on Wednesday of Lockheed Martin Corp's  F-35 Joint Strike Fighter aircraft  its costliest arms purchase and largest international cooperative program. .,topStory
UTX,United Technologies Corporation,20110803,BrightSource to offer solar-plant energy storage , * Can adjust amount of storage depending on customer needs,normal
VLO,Valero Energy Corporation,20110803,FACTBOX - Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 3 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,topStory
VZ,Verizon Communications Inc,20110803,UPDATE 3-RIM tilts at iPhone with new BlackBerry phones ,   * RIM says browser 40 percent faster than original Torch,topStory
VZ,Verizon Communications Inc,20110803,RIM launches two new BlackBerry Torch phones ,TORONTO Research In Motion went on the offensive on Wednesday  unveiling two new and powerful versions of its touchscreen BlackBerry Torch  including an all-touch model  as it seeks to regain ground lost to Apple and Google.,normal
VZ,Verizon Communications Inc,20110803,RIM launches two new BlackBerry Torch phones ,TORONTO Research In Motion  on Wednesday took the wraps off two more powerful versions of its touchscreen BlackBerry Torch  aiming to buy time until it can introduce a radically new software package in its smartphones.,normal
VZ,Verizon Communications Inc,20110803,RIM unloads two new BlackBerry Torch phones , * RIM says browser 40 percent faster than original Torch   * Touchscreens for all; faster processors  better display   * RIM stock price  market share sunk since last phone launch,normal
VZA,Verizon Communications Inc,20110803,UPDATE 3-RIM tilts at iPhone with new BlackBerry phones ,   * RIM says browser 40 percent faster than original Torch,topStory
VZA,Verizon Communications Inc,20110803,RIM launches two new BlackBerry Torch phones ,TORONTO Research In Motion went on the offensive on Wednesday  unveiling two new and powerful versions of its touchscreen BlackBerry Torch  including an all-touch model  as it seeks to regain ground lost to Apple and Google.,normal
VZA,Verizon Communications Inc,20110803,RIM launches two new BlackBerry Torch phones ,TORONTO Research In Motion  on Wednesday took the wraps off two more powerful versions of its touchscreen BlackBerry Torch  aiming to buy time until it can introduce a radically new software package in its smartphones.,normal
VZA,Verizon Communications Inc,20110803,RIM unloads two new BlackBerry Torch phones , * RIM says browser 40 percent faster than original Torch   * Touchscreens for all; faster processors  better display   * RIM stock price  market share sunk since last phone launch,normal
V,Visa Inc,20110803,MasterCard profit jumps 33 percent ,CHARLOTTE  North Carolina MasterCard Inc said second-quarter profit jumped 33 percent  as inflation in the United States lifted spending volume and more international consumers used debit and credit cards.,topStory
V,Visa Inc,20110803,UPDATE 5-MasterCard profit jumps 33 pct  beats Street , * Shares rise 10 pct  (Adds details on U.S. inflation; updates share price),normal
VG,Vonage Holdings Corp,20110803,UPDATE 1-Vonage Q2 adj profit beats market , * Sees 2011 EBITDA of at least $165 mln   (Follows alerts),topStory
WTI,W&T Offshore Inc,20110803,UPDATE 1-W&T Offshore Q2 profit beats Street; ups FY output view , * Sees 2011 production 15.4-17.1 mmboe   (Follows alerts),topStory
WMT,Wal-Mart Stores Inc,20110803,RPT-Back-to-school U.S. shoppers want a D-E-A-L , * Longer supply lists  smaller budgets squeeze US shoppers,topStory
DIS,Walt Disney Company (The),20110803,Big media's profits defy gloomy outlook  for now ,NEW YORK Big media companies reported strong results but a bleak economic outlook has investors worried over whether they can deliver again in the face of high unemployment and slumping U.S. consumer spending.,topStory
DIS,Walt Disney Company (The),20110803,WRAPUP 2-Big media's profits defy gloomy outlook  for now , * Comcast: Concerned about economy  but advertising strong,normal
DIS,Walt Disney Company (The),20110803,Hulu follows Netflix down original content path ,NEW YORK Hulu  the popular TV show website  is trying its hand at commissioning its own shows at a time when its programing partners are starting to trim back the availability of content.,normal
DIS,Walt Disney Company (The),20110803,Hulu follows Netflix down original content path , * Hulu to run Morgan Spurlock six-part documentary series,normal
WR,Westar Energy Inc,20110803,U.S. South Central power usage breaks records again , NEW YORK  Aug 3 Power usage in the South Central United States reached record levels for a second day in a row on Tuesday as homes and businesses cranked up air conditioners to escape a brutal heatwave  said the Southwest Power Pool (SPP)  which operates the region's electric grid.,topStory
WBK,Westpac Banking Corporation,20110803,RPT-Samurai market provides opportunistic funding window , LONDON  Aug 3 (IFR) - Australian lender Westpac and South Korea's Hana Bank are in the yen market this week with Samurai offerings that will test rising appetite for yen-denominated assets which are increasingly seen as safe haven instruments.,topStory
WBK,Westpac Banking Corporation,20110803,Samurai market provides opportunistic funding window , LONDON  Aug 3 (IFR) - Australian lender Westpac and South Korea's Hana Bank are in the yen market this week with Samurai offerings that will test rising appetite for yen-denominated assets which are increasingly seen as safe haven instruments.,normal
WMB,Williams Companies Inc (The),20110803,UPDATE 2-Williams profit rises 23 percent , * Q2 production up 9 pct  (Adds background  production gain),topStory
AUY,Yamana Gold Inc,20110803,WRAPUP 1-Yamana  New Gold profits lifted by surging bullion , * New Gold adj EPS $0.12 vs $0.04 a yr ago  (Wraps Yamana  New Gold results; in U.S. dollars),topStory
YGE,Yingli Green Energy Holding Company Limited,20110803,Yingli boosts Q2 shipment view ,BANGALORE Yingli Green Energy Holding boosted its second-quarter module shipment outlook and backed its gross margin forecast  but its shares fell 7 percent as the Chinese solar panel maker did not provide a much-expected update for the second half.,topStory
