ATSG,Air Transport Services Group Inc,20110722,CORRECTED-BRIEF-ATSG expects reduction in role as provider for DB Schenker , JULY 22 -     July 22 Air Transport Services Group Inc :  * Expect reduction in role as provider of main-deck freighter lift for DB Schenker in North America  * If all dc-8 727 aircraft for DB Schenker removed from service sees annual fall in maintenance costs of $10-$15 million  * ATSG statement concerning DB Schenker announcement  * ATSG - sees each of 8 dc-8 and 8 727 aircraft dedicated to DB Schenker generating about $0.01 per share in earnings after tax annually,topStory
TX,Ternium SA,20110722,Argentina's Siderar  gov't reach truce on dividend , BUENOS AIRES  July 21 Shareholders in Argentine steelmaker Siderar  approved a stalled dividend payment of 1.5 billion pesos (about $350 million) on Thursday after the firm patched up differences with the government  a company source told Reuters.,topStory
BX,The Blackstone Group LP,20110722,Blackstone  Stifel  others eye Morgan Keegan ,NEW YORK Blackstone Group LP   Carlyle Group and Stifel Financial Corp  are among the firms expected to submit initial bids on Monday for Morgan Keegan  the brokerage unit of Regions Financial Corp   sources familiar with the situation said.,topStory
BX,The Blackstone Group LP,20110722,UPDATE 4-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds analyst comment  Regions declining to comment),normal
BX,The Blackstone Group LP,20110722,DEALTALK-Dundee buy highlights Canada's roaring real estate , TORONTO  July 22 Canada's resilient economy  rising rents and easy borrowing are fueling a buying spree among real estate investment trusts  highlighted this week by the largest office property deal ever by a Canadian REIT.,normal
BX,The Blackstone Group LP,20110722,UPDATE 2-Blackstone  Stifel  others eye Morgan Keegan , * Morgan Keegan has book value of about $1.5 bln  (Adds details about auction  Raymond James declining comment),normal
SCHW,The Charles Schwab Corporation,20110722,Schwab shops modestly but sees E*Trade's potential ,TORONTO Charles Schwab Corp  is limiting itself to looking at modest acquisitions at the moment but does see the consolidation opportunity that would arise if discount broker E*Trade  were to put itself up for sale  Chief Executive Walt Bettinger said on Friday.,topStory
SCHW,The Charles Schwab Corporation,20110722,UPDATE 1-Schwab shops modestly but sees E*Trade's potential , * Firm currently eyeing only "modest" acquisition targets,normal
SCHW,The Charles Schwab Corporation,20110722,Schwab shops modestly but sees E*Trade's potential , * Firm currently eyeing only "modest" acquisition targets,normal
TRI,Thomson Reuters Corp,20110722,Thomson Reuters shakes up Markets division ,NEW YORK Five more senior executives are leaving Thomson Reuters Corp in a shake-up of its Markets division  which has posted disappointing revenue growth amid slow sales of a key new product.,topStory
TRI,Thomson Reuters Corp,20110722,UPDATE 3-Thomson Reuters shakes up Markets division , * 5 more executives leave after Markets chief Devin Wenig,normal
TRI,Thomson Reuters Corp,20110722,RPT-CANADA STOCKS-TSX near 7-wk high on commodity price jump , * Mining  energy drive gains as resource prices rally  (Adds analyst comment  details),normal
TRI,Thomson Reuters Corp,20110722,CANADA STOCKS-TSX hits near 7-week high on commodity price jump , * Mining  energy drive gains as resource prices rally  (Adds analyst comment  details),normal
TRI,Thomson Reuters Corp,20110722,Thomson Reuters' Markets head Wenig to leave ,NEW YORK Thomson Reuters Corp   said Markets division head Devin Wenig is leaving the company and that it is reorganizing the unit  where growth has been "somewhat slower than anticipated" in the second quarter.,normal
TRI,Thomson Reuters Corp,20110722,UPDATE 3-Thomson Reuters' Markets head Wenig to leave , * To combine Sales & Trading  and Investment & Advisory,normal
TWX,Time Warner Inc,20110722,Stan Lee reveals details of new comic "Seekers" ,SAN DIEGO Comic book legend Stan Lee on Friday revealed details of his new web-based  digital series "The Seekers " saying it is set in modern times on an Earth in danger of imminent destruction.,topStory
TWX,Time Warner Inc,20110722,Stan Lee reveals details of new comic "Seekers" , SAN DIEGO  July 22 Comic book legend Stan Lee on Friday revealed details of his new web-based  digital series "The Seekers " saying it is set in modern times on an Earth in danger of imminent destruction.,normal
TWX,Time Warner Inc,20110722,Harry Potter films cross $7 bln box office mark , LONDON  JulY 22  - The eight Harry Potter movies have earned more than $7 billion at the box office  Warner Bros said  cementing their place as the biggest grossing series ever.,normal
TOT,Total SA,20110722,S.Africa's main fuel union cuts demands to end strike , JOHANNESBURG  July 22 South Africa's main petroleum sector union lowered its pay increase demand to 9.5 percent from 13 percent in a bid to end a two-week strike which disturbed supplies of fuel in Africa's biggest economy  it said on Friday.,topStory
TOT,Total SA,20110722,Indonesia green power steams ahead as economy booms ,JAKARTA Indonesia can't get enough power to feed its booming economy and fortunately for Mochamad Sofyan  investors are lining up to invest billions of dollars in the country's growing green power sector.,normal
TM,Toyota Motor Corp Ltd Ord,20110722,UPDATE 1-Toyota 2011/12 output likely to exceed its forecast -Nikkei , * Global output likely to be 7.7 mln units in 2011/12 -Nikkei,topStory
TRP,TransCanada Corporation,20110722,U.S. on track to decide fate of Canada oil pipe ,WASHINGTON The U.S. State Department will issue a final environmental report next month on TransCanada Corp's pipeline that would ship Canadian oil sands crude to Texas refineries  keeping the project on track for a final decision by the end of this year.,topStory
TRP,TransCanada Corporation,20110722,UPDATE 3-US on track to decide fate of Canada oil pipe , * Issuing report in August keeps decision in 2011 on track,normal
TRP,TransCanada Corporation,20110722,U.S. State Department to assess Canada oil pipe next month ,WASHINGTON The U.S. State Department said Friday it expects to issue a final environmental assessment next month on TransCanada Corp's proposed $7 billion pipeline that would deliver crude from Canada's oil sands to refineries to Texas.,normal
TRP,TransCanada Corporation,20110722,UPDATE 1-US State Dept to assess Canada oil pipe next month , WASHINGTON  July 22 The U.S. State Department said Friday it expects to issue a final environmental assessment next month on TransCanada Corp's  proposed $7 billion pipeline that would deliver crude from Canada's oil sands to refineries to Texas.,normal
TRP,TransCanada Corporation,20110722,U.S. State Department to assess Canadian oil pipe next month ,WASHINGTON The U.S. State Department said Friday it expects to issue next month a final environmental assessment on TransCanada Corp's proposed $7 billion pipeline that would take petroleum from Canada's oil sands to refineries to Texas.,normal
TRP,TransCanada Corporation,20110722,US State Dept to assess Canada oil pipe next month , WASHINGTON  July 22 The U.S. State Department said Friday it expects to issue next month a final environmental assessment on TransCanada Corp's  proposed $7 billion pipeline that would take petroleum from Canada's oil sands to refineries to Texas.,normal
UBS,UBS AG,20110722,ECB says Weber's move to UBS presents no conflict , FRANKFURT  July 22 Former Bundesbank chief and European Central Bank policymaker Axel Weber's move to the board of Swiss bank UBS  is in accord with the ECB's governance rules  it said on Friday.,topStory
UBS,UBS AG,20110722,Exclusive: Access  Sony  Universal weigh EMI bids ,NEW YORK Len Blavatnik's Access Industries  Sony Music Entertainment and Vivendi SA's  Universal Music Group are among the music companies and private equity firms interested in buying EMI Group Ltd   people familiar with the situation said.,normal
UBS,UBS AG,20110722,UPDATE 4-Julius Baer reports strong H1 client inflows , * Strong franc makes 2012 cost/income target demanding,normal
UNP,Union Pacific Corporation,20110722,Union Pacific sees rail oil shipments quadrupling , NEW YORK  July 22 Union Pacific Corp   the largest publicly held U.S. railroad  said it it expects to quadruple the amount of oil it carries this year from the Bakken shale formation in North Dakota to U.S. Gulf Coast refineries.,topStory
UNP,Union Pacific Corporation,20110722,US STOCKS-Futures up on Greece rescue deal  GE rises early , * Futures up: Dow 36 pts  S&P 2.9 pts  Nasdaq 0.5 pt,normal
UPS,United Parcel Service Inc,20110722,Feeling the heat on debt  earnings ,NEW YORK New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,topStory
UPS,United Parcel Service Inc,20110722,Wall St Week Ahead-Feeling the heat on U.S. debt  earnings , NEW YORK  July 22 New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the U.S. debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,normal
UTX,United Technologies Corporation,20110722,UPDATE 2-GE tops Wall Street estimates on overseas demand , BOSTON  July 22 General Electric Co  reported a 21.6 percent rise in profit  topping estimates  boosted by strong demand outside the United States for its heavy equipment including jet engines and electric turbines.,topStory
VALE,VALE SA,20110722,Brazil's Vale to invest $2.3 bln in infrastructure , * Investment could boost berths at Ultrafertil terminal,topStory
VZ,Verizon Communications Inc,20110722,Verizon iPhone sales dash hopes; shares fall ,NEW YORK Verizon Communications may have the iPhone  but the blockbuster smartphone has yet to pay off in its battle against AT&T Inc. | Video ,topStory
VZ,Verizon Communications Inc,20110722,US STOCKS-Chipmakers lift tech shares; Caterpillar hits Dow , * Dow off 0.2 pct  S&P up 0.1 pct  Nasdaq up 0.8 pct,normal
VZ,Verizon Communications Inc,20110722,UPDATE 6-Verizon iPhone sales dash hopes; shares fall , * Adds 1.3 mln net subscribers versus analyst view 930 000,normal
VZ,Verizon Communications Inc,20110722,US STOCKS-Dow drops as Caterpillar profit misses view , * Dow off 0.4 pct  S&P off 0.2 pct  Nasdaq up 0.2 pct,normal
VZ,Verizon Communications Inc,20110722,US STOCKS-Markets flat on mixed earnings  Caterpillar slumps , * Dow down 0.1 pct  S&P up 0.1 pct  Nasdaq up 0.4 pct,normal
VZ,Verizon Communications Inc,20110722,US STOCKS-Caterpillar  Microsoft seen leading market lower , * Futures down: Dow 34 pts  S&P 1.4 pt  Nasdaq 10.5 pts,normal
VZ,Verizon Communications Inc,20110722,US STOCKS-Futures flat as Caterpillar earns offset Greece , * Futures: Dow off 3 pts  S&P up 1.2 pts  Nasdaq off 3.5,normal
VZ,Verizon Communications Inc,20110722,CORRECTED - UPDATE 2-Verizon profit  subscribers beat Wall Street view , (Corrects paragraph four to reflect that revenue grew 2.8 percent  not 2.2 percent),normal
VZA,Verizon Communications Inc,20110722,Verizon iPhone sales dash hopes; shares fall ,NEW YORK Verizon Communications may have the iPhone  but the blockbuster smartphone has yet to pay off in its battle against AT&T Inc. | Video ,topStory
VZA,Verizon Communications Inc,20110722,US STOCKS-Chipmakers lift tech shares; Caterpillar hits Dow , * Dow off 0.2 pct  S&P up 0.1 pct  Nasdaq up 0.8 pct,normal
VZA,Verizon Communications Inc,20110722,UPDATE 6-Verizon iPhone sales dash hopes; shares fall , * Adds 1.3 mln net subscribers versus analyst view 930 000,normal
VZA,Verizon Communications Inc,20110722,US STOCKS-Dow drops as Caterpillar profit misses view , * Dow off 0.4 pct  S&P off 0.2 pct  Nasdaq up 0.2 pct,normal
VZA,Verizon Communications Inc,20110722,US STOCKS-Markets flat on mixed earnings  Caterpillar slumps , * Dow down 0.1 pct  S&P up 0.1 pct  Nasdaq up 0.4 pct,normal
VZA,Verizon Communications Inc,20110722,US STOCKS-Caterpillar  Microsoft seen leading market lower , * Futures down: Dow 34 pts  S&P 1.4 pt  Nasdaq 10.5 pts,normal
VZA,Verizon Communications Inc,20110722,US STOCKS-Futures flat as Caterpillar earns offset Greece , * Futures: Dow off 3 pts  S&P up 1.2 pts  Nasdaq off 3.5,normal
VZA,Verizon Communications Inc,20110722,CORRECTED - UPDATE 2-Verizon profit  subscribers beat Wall Street view , (Corrects paragraph four to reflect that revenue grew 2.8 percent  not 2.2 percent),normal
WMT,Wal-Mart Stores Inc,20110722,Women suing Wal-Mart head back to court , * First hearing since landmark U.S. Supreme Court ruling,topStory
WMT,Wal-Mart Stores Inc,20110722,Goldman Sachs fights bias lawsuit  cites Wal-Mart ,NEW YORK Goldman Sachs Group Inc  said a recent landmark decision throwing out a class-action lawsuit against Wal-Mart  means it should not face a wide-ranging case accusing it of systematic bias against women.,normal
WMT,Wal-Mart Stores Inc,20110722,Goldman Sachs fights bias lawsuit  cites Wal-Mart , * Three female ex-employees say were gender bias victims,normal
WMT,Wal-Mart Stores Inc,20110722,UPDATE 2-India closer to opening up multi-brand retailers , * Govt committee recommends opening multi-brand retail to foreigners,normal
WMT,Wal-Mart Stores Inc,20110722,India committee approves opening multi-brand retail to foreign investors-TV , NEW DELHI  July 22 A committee of government secretaries on Friday approved opening up India's multi-brand retail sector to foreign direct investors  two television channels reported  a major step towards opening the sector keenly watched by foreign retail giants.,normal
DIS,Walt Disney Company (The),20110722,Stan Lee reveals details of new comic "Seekers" ,SAN DIEGO Comic book legend Stan Lee on Friday revealed details of his new web-based  digital series "The Seekers " saying it is set in modern times on an Earth in danger of imminent destruction.,topStory
DIS,Walt Disney Company (The),20110722,Stan Lee reveals details of new comic "Seekers" , SAN DIEGO  July 22 Comic book legend Stan Lee on Friday revealed details of his new web-based  digital series "The Seekers " saying it is set in modern times on an Earth in danger of imminent destruction.,normal
DIS,Walt Disney Company (The),20110722,Apple joins Hulu bid talks: report ,LOS ANGELES Apple Inc is in early talks to join the bidding for Hulu  the online video site that Walt Disney Co  News Corp and its other owners have put up for sale  Bloomberg cited two unidentified sources as saying.,normal
DIS,Walt Disney Company (The),20110722,UPDATE 1-Apple joins Hulu bid talks-Bloomberg , LOS ANGELES  July 21 Apple Inc  is in early talks to join the bidding for Hulu  the online video site that Walt Disney Co   News Corp  and its other owners have put up for sale  Bloomberg cited two unidentified sources as saying.,normal
DIS,Walt Disney Company (The),20110722,CORRECTED - Apple joins Hulu bid talks -Bloomberg , LOS ANGELES  July 21 Apple Inc  is in early talks to join the bidding for Hulu  the online video site that Walt Disney Co   News Corp  and its other owners have put up for sale  Bloomberg cited two unidentified sources as saying.,normal
WFT,Weatherford International plc,20110722,Schlumberger quarterly results jump  shares rise ,NEW YORK/SAN FRANCISCO Schlumberger Ltd  beat estimates with a 64 percent jump in profit on strong U.S. demand and deepwater drilling  while international activity showed clear signs of improvement after a long wait.,topStory
WFT,Weatherford International plc,20110722,UPDATE 4-Schlumberger quarterly results jump  shares rise , * Sees deepwater pricing power  international improvement,normal
WBK,Westpac Banking Corporation,20110722,UPDATE 3-Australia's CBA looks to business banking with new CEO , * New CEO Narev  a proven deal-maker  expected to grow business banking   (Adds details  updates shares),topStory
WHR,Whirlpool Corporation,20110722,Feeling the heat on debt  earnings ,NEW YORK New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,topStory
WHR,Whirlpool Corporation,20110722,Wall St Week Ahead-Feeling the heat on U.S. debt  earnings , NEW YORK  July 22 New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the U.S. debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,normal
XRX,Xerox Corporation,20110722,Xerox's lowered cash forecast irks investors ,NEW YORK Xerox Corp  warned it would have less operating cash than expected this year  partly because it has to absorb added costs related to the earthquake in Japan  sending its shares down more than 2 percent.,topStory
XRX,Xerox Corporation,20110722,UPDATE 4-Xerox's lowered cash forecast irks investors , * Shares fall 2 pct as Xerox lowers operating cash outlook,normal
YUM,Yum! Brands Inc,20110722,Low prices help McDonald's beat profit expectations ,LOS ANGELES McDonald's Corp  reported a higher-than-expected quarterly profit on Friday as low prices brought in strong sales in Europe and the United States. The company's share price rose 3.1 percent.,topStory
