AVAV,AeroVironment Inc,20110907,UPDATE 1-AeroVironment Q1 beats Wall Street view , Sept 7 - AeroVironment Inc posted a first-quarter profit as revenue rose 62 percent on higher sales of its drones.,topStory
MBT,Mobile TeleSystems OJSC,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
MCO,Moody&#39;s Corporation,20110907,House panel plans hearing on S&P's U.S. downgrade ,WASHINGTON A key U.S. House subcommittee will hold a hearing this autumn about Standard & Poor's decision last month to downgrade the long-term debt of the United States  a congressional aide said on Wednesday.,topStory
MCO,Moody&#39;s Corporation,20110907,US House panel plans hearing on S&P's US downgrade , WASHINGTON  Sept 7 A key U.S. House subcommittee will hold a hearing this autumn about Standard & Poor's decision last month to downgrade the long-term debt of the United States  a congressional aide said on Wednesday.,normal
MS,Morgan Stanley,20110907,Analysis: Krawcheck ouster fuels Merrill brokers' bank angst ,NEW YORK Bank of America's ouster of Sallie Krawcheck has deprived Merrill Lynch advisers of a vocal advocate and revived worries the commercial banking giant will further tighten its grip on the brokerage.,topStory
MS,Morgan Stanley,20110907,New York prosecutors widen Goldman probe: report ,New York prosecutors are widening their investigation into the manner in which Goldman Sachs  marketed certain mortgage-linked securities before the financial crisis  the Wall Street Journal reported  citing people familiar with the matter.,normal
MS,Morgan Stanley,20110907,UPDATE 1-New York prosecutors widen Goldman probe - WSJ , Sept 6 New York prosecutors are widening their investigation into the manner in which Goldman Sachs  marketed certain mortgage-linked securities before the financial crisis  the Wall Street Journal reported  citing people familiar with the matter.,normal
MS,Morgan Stanley,20110907,New York prosecutors widen Goldman probe - WSJ , Sept 6 New York prosecutors are widening their probe into the manner in which Goldman Sachs marketed certain mortgage-linked securities before the financial crisis  the Wall Street Journal reported  citing people familiar with the matter.,normal
MLI,Mueller Industries Inc,20110907,UPDATE 1-Mueller Industries to lay off 170 workers after plant fire , * Says the impact of fire on financial results to be immaterial,topStory
MUR,Murphy Oil Corporation,20110907,BRIEF-Moody's changes Calumet's outlook to stable from positive , * Moody's changes Calumet's outlook to stable from positive,topStory
NAV,Navistar International Corporation,20110907,UPDATE 2-Navistar cuts 2011 outlook; to buy back shares , * Now sees 2011 adj EPS $5-$6  down from prior forecast $5.50-$6,topStory
NEM,Newmont Mining Corporation,20110907,Indonesia may impose tax or quota on ore exports , JAKARTA  Sept 7 Indonesia may impose a tax or quota on mineral ore exports ahead of a planned regulation to ban all exports of raw minerals by 2014  the industry ministry said on Wednesday.,topStory
NKE,Nike Inc,20110907,Chairman/execs of Belle selling $567 mln stake - IFR , HONG KONG  Sept 7 Chairman and a group of executives of Belle International Holding are selling about $567 million worth of shares in the major Chinese apparel and accessories retailer  according to a term sheet seen by IFR on Wednesday.,topStory
NBL,Noble Energy Inc,20110907,PRESS DIGEST - Cyprus - Sept 7 , Sept 7 Leading reports in Greek Cypriot financial and general press. Reuters has not verified these reports:,topStory
JWN,Nordstrom Inc,20110907,Neon  sportswear likely trends at NY fashion week ,NEW YORK The future of spring/summer fashion is looking bright -- fluorescent  neon bright.,topStory
JWN,Nordstrom Inc,20110907,Neon  sportswear likely trends at NY fashion week , NEW YORK  Sept 7 The future of spring/summer fashion is looking bright -- fluorescent  neon bright.,normal
NSC,Norfolk Souther Corporation,20110907,White House could intervene in rail dispute ,WASHINGTON The White House could intervene in coming weeks to try to resolve contract disputes involving most union workers at the largest freight railroads.,topStory
NSC,Norfolk Souther Corporation,20110907,White House could intervene in rail dispute , WASHINGTON  Sept 6 The White House could intervene in coming weeks to try to resolve contract disputes involving most union workers at the largest freight railroads.,normal
NOC,Northrop Grumman Corporation,20110907,EADS ready to dig deep into cash for M&A: executive ,WASHINGTON Europe's EADS is ready to dig deep into its $16 billion cash pile to drive forward plans to expand in the United States and is in preliminary talks with several companies  a senior executive said on Wednesday. | Video ,topStory
NOC,Northrop Grumman Corporation,20110907,U.S. defense firms face relentless cyberattacks ,WASHINGTON U.S. defense industries are facing relentless  sophisticated foreign attacks on their computer networks  a threat company leaders say poses a risk of significant damage and may require the government to take greater protective action.,normal
NOC,Northrop Grumman Corporation,20110907,Profile: Northrop Grumman CEO Wes Bush ,WASHINGTON Wes Bush  the 50-year-old chief executive of defense contractor Northrop Grumman Corp   hasn't had a lot of time to devote to hobbies in the past year.,normal
NOC,Northrop Grumman Corporation,20110907,Northrop sees global sales opportunities ,WASHINGTON Defense contractor Northrop Grumman Corp   which supplies the Global Hawk surveillance plane  can bolster its international sales in unmanned systems and other areas  its chief executive said on Wednesday. | Video ,normal
NOC,Northrop Grumman Corporation,20110907,Northrop CEO urges more regulation ,WASHINGTON Northrop Grumman Corp's chief executive is making a rare request: more regulation from Washington.,normal
NUE,Nucor Corporation,20110907,Starbucks CEO campaigns to end Washington gridlock ,LOS ANGELES Starbucks Corp Chief Executive Howard Schultz called on Americans on Tuesday to deluge U.S. lawmakers with demands to end the partisan gridlock that he said is paralyzing Washington.,topStory
NS,Nustar Energy LP,20110907,UPDATE 1-NuStar to raise Eagle Ford oil flow to Valero plants , NEW YORK  Sept 7 NuStar Energy LP  said on Tuesday it will modify and construct pipelines to carry Eagle Ford oil and other crudes to two Valero Energy Corp's  Texas refineries  the latest project to tap the growing southeast Texas crude supply.,topStory
P,Pandora Media Inc,20110907,Tech IPOs could lead the way post-Labor Day ,NEW YORK It's been a rough summer for U.S. initial public offerings after the stock market nosedived  but tech issues could see strong demand after bankers and fund managers return from vacation in September.,topStory
BTU,Peabody Energy Corporation,20110907,PRESS DIGEST-Australian Business News - Sept 8 , SYDNEY  Sept 8    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
PMT,PennyMac Mortgage Investment Trust,20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the government has largely left alone.,topStory
PMT,PennyMac Mortgage Investment Trust,20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the U.S. government has largely left alone.,normal
PTR,PetroChina Company Limited,20110907,UPDATE 2-Encana steers clear of PetroChina-type shale deal , * Deals aimed at strengthening balance sheet  (Adds details  stock price  In U.S. dollars unless noted),topStory
PTR,PetroChina Company Limited,20110907,Asia Distillates-Gas oil Sep/Oct timespread nears 4-mth peak , SINGAPORE  Sept 7 Asia's gas oil market strengthened on Wednesday  with the September/October timespread rising to near 4-month highs on the prospect of higher diesel demand from China in the face of expected winter shortages.,normal
PFE,Pfizer Inc,20110907,UPDATE 1-Ranbaxy's US launch of lipitor generic on track - Nikkei , Sept 8 Ranbaxy Laboratories Ltd will release a generic version of the blockbuster cholesterol-lowering drug Lipitor in the United States at the end of November as planned  the Nikkei reported  citing a top official.,topStory
PFE,Pfizer Inc,20110907,Will bargain Bayer attract a buyer after setback? ,FRANKFURT One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,normal
PFE,Pfizer Inc,20110907,Will bargain Bayer attract a buyer after setback? , FRANKFURT  Sept 7 One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,normal
PFE,Pfizer Inc,20110907,CORRECTED - UPDATE 3-Vertex rheumatoid arthritis drug meets study goals , * 66 pct hit ACR20 in 150 mg group vs 29 pct for placebo,normal
PKX,POSCO,20110907,UPDATE 4-India government introduces long-delayed land reform bill , * Legislation seen key to government's electoral chances,topStory
PKX,POSCO,20110907,UPDATE 3-India government introduces long-delayed land reform bill , * Legislation seen key to government's electoral chances,normal
PKX,POSCO,20110907,UPDATE 2-India government introduces long-delayed land reform bill , * Legislation seen key to government's electoral chances,normal
PDS,Precision Drilling Corporation,20110907,TSX may rise ahead of Bank of Canada rate decision , Sept 7 Toronto's main stock index looked set to open higher on Wednesday ahead of the Bank of Canada's rate decision as stronger-than-expected data on the U.S. services sector and Australian growth boosted investor confidence.,topStory
PG,Procter & Gamble Company (The),20110907,Restructuring questions loom for P&G executives ,CHICAGO Top Procter & Gamble Co  executives can expect to be peppered with questions about an impending restructuring when they speak with investors at a major industry conference on Thursday.,topStory
PG,Procter & Gamble Company (The),20110907,Restructuring questions loom for P&G executives , CHICAGO  Sept 7 Top Procter & Gamble Co  executives can expect to be peppered with questions about an impending restructuring when they speak with investors at a major industry conference on Thursday.,normal
RDN,Radian Group Inc,20110907,UPDATE 2-MGIC writes more insurance  delinquencies fall , * Number of delinquent loans drop   (Adds details on cures),topStory
RENN,Renren Inc,20110907,China's Jingdong Mall plans $4-$5 billion U.S. IPO: IFR ,HONG KONG Chinese online retailer Jingdong Mall is set to kick off an IPO process next week that could be the most daring bet yet on U.S. investors' appetite for Chinese stocks.,topStory
RENN,Renren Inc,20110907,UPDATE 3-China's Jingdong Mall plans $4-$5 bln US IPO - IFR , * "Beauty parade" next week in Beijing to pick IPO banks,normal
RIO,Rio Tinto Plc,20110907,PRESS DIGEST-Australian Business News - Sept 8 , SYDNEY  Sept 8    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
RIO,Rio Tinto Plc,20110907,Q+A-What next in Zimbabwe mine ownership showdown? , HARARE/JOHANNESBURG  Sept 7 A showdown looms between foreign mining companies in Zimbabwe and the government over its drive to force them to surrender 51 percent of their local equity stakes to black investors.,normal
RIO,Rio Tinto Plc,20110907,Glencore's 1st sustainability report shows 18 deaths ,LONDON Commodities group Glencore released its first sustainability report on Wednesday showing it paid $780 000 in major environmental fines last year and had 18 fatalities.,normal
RIO,Rio Tinto Plc,20110907,Glencore's 1st sustainability report shows 18 deaths , LONDON  Sept 7 Commodities group Glencore  released its first sustainability report on Wednesday showing it paid $780 000 in major environmental fines last year and had 18 fatalities.,normal
RCI,Rogers Communication Inc,20110907,TSX may rise ahead of Bank of Canada rate decision , Sept 7 Toronto's main stock index looked set to open higher on Wednesday ahead of the Bank of Canada's rate decision as stronger-than-expected data on the U.S. services sector and Australian growth boosted investor confidence.,topStory
RCI,Rogers Communication Inc,20110907,PRESS DIGEST - Canada - Sept 7 , Sept 7 The following are the top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,normal
RY,Royal Bank Of Canada,20110907,CANADA STOCKS-Energy leads TSX rebound as Europe debt fears ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,topStory
RY,Royal Bank Of Canada,20110907,CANADA STOCKS-TSX rebounds as European debt concerns ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,normal
RY,Royal Bank Of Canada,20110907,CANADA STOCKS-TSX rebounds as concern over EU debt crisis eases , TORONTO  Sept 7 Toronto's main stock market index rose on Wednesday after three days of losses  on hopes the European debt crisis might ease after Germany's top court smoothed the way for Berlin's participation in bailout packages.,normal
RBS,Royal Bank Scotland plc (The),20110907,UK banks face costly rewrite of "death plans" , LONDON  Sept 7 Britain's plans to shield taxpayers from the risk of possible future failures by high street banks will trigger a costly and fundamental rewriting of lenders' so-called "living wills.",topStory
RBS,Royal Bank Scotland plc (The),20110907,GE to "vigorously contest" mortgage lawsuit ,BOSTON General Electric Co  said it would "vigorously contest" a lawsuit by the Federal Housing Finance Agency  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
RBS,Royal Bank Scotland plc (The),20110907,UPDATE 1-GE to 'vigorously contest' U.S. mortgage lawsuit , BOSTON  Sept 7 General Electric Co  said it would "vigorously contest" a lawsuit by a U.S. regulator  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
RBS,Royal Bank Scotland plc (The),20110907,NEW ISSUE-India REC plans roadshow for $200 mln Swiss Franc issue , MUMBAI  Sept 7 Indian state-run lender Rural Electrification Corp (REC) is planning a roadshow in late September or early October for a $200 million equivalent Swiss franc bond issue  a top company official told Reuters.,normal
SNY,Sanofi,20110907,Genzyme apologizes for a drug shipment delay , WASHINGTON  Sept 7 Genzyme  the U.S. biotech unit of French drugmaker Sanofi SA   failed to ship rare disease drug Fabrazyme in August despite telling doctors and patients the shipment would be prompt.,topStory
SNY,Sanofi,20110907,Will bargain Bayer attract a buyer after setback? ,FRANKFURT One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,normal
SNY,Sanofi,20110907,Will bargain Bayer attract a buyer after setback? , FRANKFURT  Sept 7 One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,normal
SAP,SAP SE,20110907,PRESS DIGEST-New Zealand newspapers - Sept 8 , WELLINGTON  Sept 8 Following are some of the lead stories from New Zealand metropolitan newspapers on Thursday.,topStory
SAP,SAP SE,20110907,ADR Report-Bank  other ADRs bounce back; energy shares up , NEW YORK  Sept 7 U.S.-listed shares of European banks bounced back on Wednesday as investors saw some signs of progress in the euro zone debt crisis.,normal
SAP,SAP SE,20110907,SAP sees no signs crisis is hitting real economy , FRANKFURT  Sept 7 SAP Chief Financial Officer Werner Brandt said he has no indication that the euro zone debt crisis is having an impact on the world's real economy.,normal
SLB,Schlumberger NV,20110907,UPDATE 1-Baker Hughes targets emerging Chinese oil players ,   * Smaller China oil players best chance for oil svc firms,topStory
SKM,SK Telecom Co Ltd,20110907,BRIEF-Moody's: Korean telecoms competition to rise with 1.8GHz auction , * Moody's: Korean telecoms competition to rise with 1.8GHz auction,topStory
SQM,Sociedad Quimica y Minera SA,20110907,STXNEWS LATAM-Chile stocks up sharply with world bourse rally , Chile stocks closed sharply firmer  joining a global bourse rally as a court ruling backed the German government's efforts to bail out the crisis-racked euro zone. For details  see [ID:nN1E786170],topStory
SNE,Sony Corp Ord,20110907,Netflix to combat piracy as it expands into Latam ,BUENOS AIRES Netflix will fight piracy with quality content that people would pay for  while expanding its online streaming service to Latin America and the Caribbean  the company's chief executive said on Wednesday.,topStory
SNE,Sony Corp Ord,20110907,Exclusive: Simon Fuller bids for publisher Bug Music ,NEW YORK American Idol creator Simon Fuller is among parties in the final stages of bidding for Los Angeles music publisher Bug Music  according to three people familiar with the process.,normal
SNE,Sony Corp Ord,20110907,Simon Fuller bids for LA music publisher Bug Music , NEW YORK  Sept 7 Pop Idol and American Idol creator Simon Fuller is among the parties in the final stages of bidding for Los Angeles music publisher Bug Music  according to a person familiar with the process.,normal
LUV,Southwest Airlines Company,20110907,Days over for Southwest fuel cost advantage-CFO , NEW YORK/CHICAGO  Sept 7 Southwest Airlines   whose fuel hedges were once the envy of the U.S. airline industry  still uses them to manage volatile fuel costs  but the carrier no longer spends far less on fuel than rivals  Southwest's chief financial officer said on Wednesday.,topStory
S,Sprint Corporation,20110907,AT&T could lower T-Mobile bid price if remedies grow: report ,Bangalore AT&T Inc can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,topStory
S,Sprint Corporation,20110907,German stocks - Factors to watch on September 7 , FRANKFURT  Sept 7 The DAX top-30 index  looked set to open 2.5 percent higher on Wednesday  according to premarket data from brokerage Lang & Schwarz at 0615 GMT.  	  The following are some of the factors that may move German stocks (share price indications at 0615 GMT):,normal
S,Sprint Corporation,20110907,AT&T could lower T-Mobile bid price if remedies grow-report , Sept 6 AT&T Inc  can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,normal
STT,State Street Corporation,20110907,BlackRock names Wiedman to head iShares ETF unit , BOSTON  Sept 7 BlackRock Inc   the world's largest asset manager  named Mark Wiedman to head its $632 billion iShares exchange-traded fund unit.,topStory
STO,Statoil ASA,20110907,Daewoo Ship wins $1.1 bln Norway rig order , SEOUL  Sept 7 South Korea's Daewoo Shibuilding & Marine Engineering said on Wednesday that it had won an $1.1 billion deal to build two submersible drilling rigs from Norway's Songa Offshore .,topStory
SYK,Stryker Corporation,20110907,Drugs better than stents at preventing 2nd stroke , * Study looked at Stryker Corp's Wingspan stenting system,topStory
SLF,Sun Life Financial Inc,20110907,PRESS DIGEST - Canada - Sept 7 , Sept 7 The following are the top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
SU,Suncor Energy  Inc,20110907,CANADA STOCKS-Energy leads TSX rebound as Europe debt fears ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,topStory
SU,Suncor Energy  Inc,20110907,CANADA STOCKS-TSX rebounds as European debt concerns ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,normal
SU,Suncor Energy  Inc,20110907,CANADA STOCKS-TSX rebounds as concern over EU debt crisis eases , TORONTO  Sept 7 Toronto's main stock market index rose on Wednesday after three days of losses  on hopes the European debt crisis might ease after Germany's top court smoothed the way for Berlin's participation in bailout packages.,normal
SUN,Sunoco LP,20110907,US Cash Products-Gasoline weakens in Midwest  Northeast , NEW YORK  Sept 7 Group Three gasoline weakened on Wednesday  with differentials to the New York Mercantile Exchange's October RBOB futures contract falling about 3.00 cents a gallon as supply conditions in the region improved  traders said.,topStory
SUN,Sunoco LP,20110907,US Cash Products-Gasoline weakens in Midwest  Northeast , NEW YORK  Sept 7 Group Three gasoline weakened on Wednesday  with differentials to the New York Mercantile Exchange's October RBOB futures contract for prompt material falling about 4.00 cents a gallon and catching up with Chicago differentials as supply conditions in the region improved  traders said.,normal
SUN,Sunoco LP,20110907,COLUMN-Libya is last straw for Sunoco's refineries: John Kemp , (John Kemp is a Reuters market analyst. The views expressed are his own),normal
SVU,SuperValu Inc,20110907,Grocer Supervalu selling 107 fuel centers , LOS ANGELES  Sept 7 Grocer Supervalu Inc  on Wednesday said it has struck four separate deals to sell a total of 107 U.S. fuel centers  moves aimed at generating cash.,topStory
TTM,Tata Motors Ltd,20110907,UPDATE 4-India government introduces long-delayed land reform bill , * Legislation seen key to government's electoral chances,topStory
TTM,Tata Motors Ltd,20110907,UPDATE 3-India government introduces long-delayed land reform bill , * Legislation seen key to government's electoral chances,normal
TTM,Tata Motors Ltd,20110907,UPDATE 2-India government introduces long-delayed land reform bill , * Legislation seen key to government's electoral chances,normal
TTM,Tata Motors Ltd,20110907,WRAPUP 1-India car demand slides  majors mull price hikes , * Rising cost of raw materials forcing automakers to review prices,normal
TTM,Tata Motors Ltd,20110907,UPDATE 1-India Aug car sales down  expected to skid further , * Forecast of 10-12 pct growth might need to be revised down,normal
TTM,Tata Motors Ltd,20110907,India's passenger vehicle sales fall 5.7 pct in August , NEW DELHI  Sept 7 Passenger vehicle sales in India fell 5.7 percent in August   Pawan Goenka  president of industry body Society of Indian Automobile Manufacturers (SIAM) said on Wednesday  as higher interest rates and rising vehicle costs hit demand.,normal
TEF,Telefonica SA,20110907,Spanish stocks - Factors to watch on Wednesday , MADRID  Sept 7 The following Spanish stocks may be affected by newspaper reports and other factors on Wednesday. Reuters has not verified the newspaper reports  and cannot vouch for their accuracy:,topStory
BX,The Blackstone Group LP,20110907,Blackstone boss calls for flat tax for U.S. , NEW YORK  Sept 7 Blackstone Group LP  chief executive Stephen Schwarzman called on Wednesday for a flat tax in the United States to create an "inherent sense of fairness " according to an interview he gave on CNBC.,topStory
BX,The Blackstone Group LP,20110907,Kosmos to list in Ghana by end of year-regulator , * Regulator says commodity exchange seen operational by Sept 2012,normal
BX,The Blackstone Group LP,20110907,Archstone receives bids from big names: report ,Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,normal
BX,The Blackstone Group LP,20110907,Archstone receives bids from big names-WSJ , Sept 6 Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,normal
SCHW,The Charles Schwab Corporation,20110907,TD Ameritrade plays down idea of E*Trade bid ,TORONTO TD Ameritrade Holding Corp can't see obvious merit in buying smaller rival E*Trade Financial  given the current "optimistic" price and doubts about E*Trade assets  the head of the U.S. online discount brokerage said on Wednesday.,topStory
SCHW,The Charles Schwab Corporation,20110907,TD Ameritrade plays down idea of E*Trade bid , * Says "significant issues" exist in E*Trade asset pool,normal
TRI,Thomson Reuters Corp,20110907,EBay hires ex-Thomson Reuters executive Wenig ,SAN FRANCISCO EBay Inc hired former Thomson Reuters Corp executive Devin Wenig as president of its global marketplaces unit  the online commerce and auction site's largest division.,topStory
TRI,Thomson Reuters Corp,20110907,GRAINS-US grains up on supply tightness , SYDNEY  Sept 7 U.S. grains and oilseeds futures posted modest rises in early Asian trade on Wednesday as the market weighed up weather-related concerns against a stronger U.S. dollar.,normal
TIF,Tiffany & Co,20110907,UPDATE 3-Richemont fears slowdown after stellar 5-mth growth , * Sales up 35 pct at constant exchange rates  vs 22 pct in poll,topStory
TIF,Tiffany & Co,20110907,Richemont 5-month sales growth beats poll , ZURICH  Sept 7 Asian appetite for shiny Cartier watches and jewellery helped Richemont   the world's second-largest luxury goods group  post a better than expected 35 percent rise in five-month sales at constant exchange rates.,normal
TD,Toronto Dominion Bank (The),20110907,New Issue-Toronto-Dominion Bank sells $5 bln in notes , Sept 7 Toronto-Dominion  on Wednesday sold $5 billion of two-part covered notes in the 144a private placement market said IFR  a Thomson Reuters service.,topStory
TD,Toronto Dominion Bank (The),20110907,UPDATE 1-IFR-TD Bank sells largest ever dollar covered bond deal , NEW YORK  Sept 7 (IFR) - Toronto-Dominion Bank dispelled any doubts about the depth of demand for covered bonds from US investors  bringing the largest dollar deal ever priced in the asset class on Wednesday.,normal
TD,Toronto Dominion Bank (The),20110907,IFR-TD Bank sells largest ever dollar-based covered bond deal , NEW YORK  Sept 7 (IFR) - Toronto-Dominion Bank dispelled any doubts about the depth of demand for covered bonds from US investors  bringing the largest dollar deal ever priced in the asset class on Wednesday.,normal
TD,Toronto Dominion Bank (The),20110907,TD Ameritrade plays down idea of E*Trade bid ,TORONTO TD Ameritrade Holding Corp can't see obvious merit in buying smaller rival E*Trade Financial  given the current "optimistic" price and doubts about E*Trade assets  the head of the U.S. online discount brokerage said on Wednesday.,normal
TD,Toronto Dominion Bank (The),20110907,TD Ameritrade plays down idea of E*Trade bid , * Says "significant issues" exist in E*Trade asset pool,normal
TD,Toronto Dominion Bank (The),20110907,TD Bank says it wants to be No. 3 in New York City ,TORONTO Toronto-Dominion Bank  is aiming to become the No. 3 retail bank in greater New York City  and sees strong growth opportunities in general in its U.S. business  the bank's chief executive said on Wednesday.,normal
TD,Toronto Dominion Bank (The),20110907,TD Bank says it wants to be No. 3 in New York City , * Canada's No. 2 bank has more branches in US than at home  (In U.S. dollars unless noted),normal
TM,Toyota Motor Corp Ltd Ord,20110907,Exclusive: GM  UAW chiefs meet  talks heat up ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,topStory
TM,Toyota Motor Corp Ltd Ord,20110907,GM CEO  UAW chief meet; contract talks intensify: sources ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
TM,Toyota Motor Corp Ltd Ord,20110907,UPDATE 1-GM CEO  UAW chief meet;contract talks intensify-sources , * Ford talks moving slower-sources  (Adds GM vice chairman comment  additional detail from sources),normal
TM,Toyota Motor Corp Ltd Ord,20110907,GM CEO  UAW chief meet as contract talks intensify-sources , DETROIT  Sept 7 Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
TM,Toyota Motor Corp Ltd Ord,20110907,Guangzhou Auto says Japan JV sales return to normal , XIAMEN  China  Sept 7 Guangzhou Automobile Group Co Ltd (GAC) said on Wednesday that car sales at its Japanese joint ventures have  returned to normal  recovering from supply chain disruptions caused by Japan's massive earthquake and tsunami in March.,normal
TM,Toyota Motor Corp Ltd Ord,20110907,WRAPUP 1-India car demand slides  majors mull price hikes , * Rising cost of raw materials forcing automakers to review prices,normal
TM,Toyota Motor Corp Ltd Ord,20110907,UPDATE 1-India Aug car sales down  expected to skid further , * Forecast of 10-12 pct growth might need to be revised down,normal
TM,Toyota Motor Corp Ltd Ord,20110907,Toyota to raise prices by 1.5-2 pct in India-exec , MUMBAI  Sept 7 Japanese car maker Toyota Motor Corp will raise prices on most models by 1.5 percent to 2 percent with effect from Oct. 1  said Sandeep Singh  deputy managing director of Toyota Kirloskar -- a joint venture between Toyota and India's Kirloskar group.,normal
TM,Toyota Motor Corp Ltd Ord,20110907,China seeks Japan tech in rare earth deals: reports ,TOKYO China told Japanese business leaders that it hoped their companies would bring technology to develop rare-earth products to China  while standing by its controversial decision to limit the metals' exports  Japanese media reported.,normal
TM,Toyota Motor Corp Ltd Ord,20110907,China seeks Japan tech in rare earth deals -media , TOKYO  Sept 7 China told Japanese business leaders that it hoped their companies would bring technology to develop rare-earth products to China  while standing by its controversial decision to limit the metals' exports  Japanese media reported.,normal
TRP,TransCanada Corporation,20110907,Drilling could add 1 million jobs: Oil-funded study ,WASHINGTON The United States could create more than 1 million jobs by 2030 by expanding offshore drilling  limiting federal regulation of shale gas development and quickly approving a Canadian oil sands pipeline  according to a study commissioned by an oil industry group.,topStory
TRP,TransCanada Corporation,20110907,UPDATE 1-Oil-funded study: drilling could add 1 mln US jobs , * More oil  gas drilling could create 1.4 mln jobs - study,normal
TRP,TransCanada Corporation,20110907,Oil-funded study: More drilling would add 1 mln jobs , * Development could yield $800 bln in government revenue,normal
RIG,Transocean Ltd,20110907,UPDATE 1-Transocean sees better market for secondhand rigs , SAN FRANCISCO  Sept 7 Transocean Ltd   has seen a recent pickup in demand for the older rigs it is trying to sell  the world's largest offshore drilling contractor said on Wednesday.,topStory
UBS,UBS AG,20110907,ADR Report-Bank  other ADRs bounce back; energy shares up , NEW YORK  Sept 7 U.S.-listed shares of European banks bounced back on Wednesday as investors saw some signs of progress in the euro zone debt crisis.,topStory
UBS,UBS AG,20110907,Credit Suisse may exit US wealth management - paper , * CS reviewing business portfolio - memo seen by Reuters,normal
UNP,Union Pacific Corporation,20110907,White House could intervene in rail dispute ,WASHINGTON The White House could intervene in coming weeks to try to resolve contract disputes involving most union workers at the largest freight railroads.,topStory
UNP,Union Pacific Corporation,20110907,White House could intervene in rail dispute , WASHINGTON  Sept 6 The White House could intervene in coming weeks to try to resolve contract disputes involving most union workers at the largest freight railroads.,normal
UTX,United Technologies Corporation,20110907,U.S. defense firms face relentless cyberattacks ,WASHINGTON U.S. defense industries are facing relentless  sophisticated foreign attacks on their computer networks  a threat company leaders say poses a risk of significant damage and may require the government to take greater protective action.,topStory
