AKAM,Akamai Technologies Inc,20110824,UPDATE 1-Brightcove files for $50 mln public offering , NEW YORK  Aug 24 Digital media company Brightcove Inc filed with regulators for a public offering of up to $50 million as it seeks to expand its offering of online video and app services for business clients.,topStory
MDT,Medtronic plc,20110824,TEXT-Fitch:Toll Brothers' CDS stumbles another 41% ahead of earnings , (The following statement was released by the ratings agency),topStory
MDT,Medtronic plc,20110824,PRESS DIGEST - New York Times business news - Aug 24 , Aug 24 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
MFG,Mizuho Financial Group Inc,20110824,BRIEF-Moody's cuts Japanese bank-affiliated finance companies , Aug 24 Mitsubishi UFJ Lease and Finance Co.  Ltd    Mitsubishi UFJ NICOS Co.  Ltd.  Sumishin Panasonic Financial Service Co.  Ltd  Orient Corporation,topStory
MCO,Moody&#39;s Corporation,20110824,Vanished Moody's analyst told to pay SEC $34.6 million ,NEW YORK A former Moody's Investors Service analyst who bolted for India and cannot be found was ordered to pay $34.56 million in a U.S. Securities and Exchange Commission lawsuit over his alleged illegal insider trading.,topStory
MCO,Moody&#39;s Corporation,20110824,Vanished Moody's analyst told to pay SEC $34.6 mln , NEW YORK  Aug 24 A former Moody's Investors Service analyst who bolted for India and cannot be found was ordered to pay $34.56 million in a U.S. Securities and Exchange Commission lawsuit over his alleged illegal insider trading.,normal
MCO,Moody&#39;s Corporation,20110824,UPDATE 1-Goldman  Citi sign up Moody's to rate $1.5 bln CMBS - report , Aug 23 Goldman Sachs Group Inc and Citigroup have engaged Moody's Investors Service to rate their $1.5 billion commercial mortgage-backed securities  a Dow Jones Newswires report said  citing people close to the deal.,normal
MS,Morgan Stanley,20110824,TEST-Fitch revises 16 classes of Morgan Stanley 2007-13 , (The following statement was released by the rating agency),topStory
MS,Morgan Stanley,20110824,Bank bets on a quiet holiday deepened August rout , LONDON  Aug 24 Forget short-selling. The villain of the piece in this summer's market slide is called a variance swap -- effectively a bet on a quiet holiday period.,normal
MS,Morgan Stanley,20110824,Clients pressure Europe bourses on clearing choice , * Interoperability increases "risks" - Deutsche Boerse,normal
NYT,New York Times Company (The),20110824,Carlos Slim buys more shares in NY Times and Saks ,NEW YORK Mexican billionaire Carlos Slim Helu made another move to increase his stakes in newspaper company New York Times Co and upscale retailer Saks Inc.,topStory
NYT,New York Times Company (The),20110824,Carlos Slim buys more shares in NY Times  Saks , NEW YORK  Aug 24 Mexican billionaire Carlos Slim Helu made another move to increase his stakes in newspaper company New York Times Co  and upscale retailer Saks Inc .,normal
NSC,Norfolk Souther Corporation,20110824,FACTBOX - U.S. East Coast energy sites brace for Irene , Aug 24 Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday.,topStory
NS,Nustar Energy LP,20110824,Analysis: Rails  not pipes  may tame twisted oil market ,NEW YORK U.S. crude oil shipments by railroad could help to end gaping price distortions in world oil markets faster than most traders have been expecting.,topStory
PCG,Pacific Gas & Electric Co,20110824,Regulators weighs more rules for natural gas pipelines ,WASHINGTON U.S. regulators sought public input on Wednesday about the need for increased oversight of the country's natural gas pipelines  as part of a push to strengthen safety after several deadly accidents.,topStory
PCG,Pacific Gas & Electric Co,20110824,U.S. govt weighs more rules for natgas pipelines , * Transportation Dept may tighten oversight of older lines,normal
BTU,Peabody Energy Corporation,20110824,Japan regulator clears Peabody-Arcelor bid for Australia's Macarthur Coal , SYDNEY  Aug 25 Japan's competition regulator has cleared a $5 billion hostile bid for Australia's Macarthur Coal  by Peabody Energy and ArcelorMittal   the joint bidders said in a statement released to Australia's stock exchange on Thursday.,topStory
BTU,Peabody Energy Corporation,20110824,Australia's Macarthur Coal touts growth  bid talks ,MELBOURNE Australia's Macarthur Coal   battling a $5 billion takeover offer  played up its growth prospects on Wednesday and said it was continuing talks on potential counteroffers  nudging its shares higher.,normal
BTU,Peabody Energy Corporation,20110824,UPDATE 2-Australia's Macarthur Coal touts growth  bid talks , * Warns costs to go up 15 pct in FY2012 on flood impact,normal
BTU,Peabody Energy Corporation,20110824,Australia's Macarthur Coal CEO declines comment on bid talks , MELBOURNE  Aug 24 Macarthur Coal Chief Executive Nicole Hollows said on Wednesday she would not take any questions about the Australian coal miner's defence against the $5 billion takeover offer from Peabody Energy and ArcelorMittal .,normal
PTR,PetroChina Company Limited,20110824,UPDATE 2-CNOOC hits record H1 profit  cuts output target , * Unlikely to match performance in second half-analysts   (Updates with quotes  details),topStory
PTR,PetroChina Company Limited,20110824,CNOOC posts record H1 net  cuts production target ,BEIJING/HONG KONG China's top offshore oil and gas producer CNOOC Ltd  on Wednesday reported a 51.4 percent rise in first-half net profit  beating analysts forecasts  on higher crude oil prices and increased production volume.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110824,UPDATE 1-Petrobras July oil output falls 3.8 pct from June , * CEO says authorities have boosted safety requirements   (Adds CEO comments),topStory
PM,Philip Morris International Inc,20110824,Big tobacco to take Australia packaging fight to higher court ,CANBERRA Cigarette giant British American Tobacco (BAT) plans to appeal an Australian court ruling that handed the tobacco industry a setback in its campaign against the world's first ban on branded cigarette packaging.,topStory
PM,Philip Morris International Inc,20110824,Big tobacco to take Australia packaging fight to higher court , CANBERRA  Aug 24 Cigarette giant British American Tobacco (BAT) plans to appeal an Australian court ruling that handed the tobacco industry a setback in its campaign against the world's first ban on branded cigarette packaging.,normal
PHI,PLDT Inc,20110824,Philippines - Market factors to watch - Aug 24 , MANILA  Aug 24 Here are news stories and press reports which may influence local financial markets on Wednesday:,topStory
PNC,PNC Financial Services Group Inc (The),20110824,IFR-Slump in bank preferreds dashes hopes for H2 issuance , NEW YORK  Aug 24 (IFR) - Recent volatility has crushed US bank preferred share prices and dashed hopes that as much as $10bn worth of new deals could be issued by banks by year-end as Tier 1 capital securities.,topStory
PNC,PNC Financial Services Group Inc (The),20110824,IFR-Slump in bank preferreds dashes hopes for H2 issuance , NEW YORK  Aug 24 (IFR) - Recent volatility has crushed US bank preferred share prices and dashed hopes that as much as $10bn worth of new deals could be issued by banks by year-end as Tier 1 capital securities.,normal
PKX,POSCO,20110824,Australia's Macarthur Coal touts growth  bid talks ,MELBOURNE Australia's Macarthur Coal   battling a $5 billion takeover offer  played up its growth prospects on Wednesday and said it was continuing talks on potential counteroffers  nudging its shares higher.,topStory
PKX,POSCO,20110824,UPDATE 2-Australia's Macarthur Coal touts growth  bid talks , * Warns costs to go up 15 pct in FY2012 on flood impact,normal
PPL,PPL Corporation,20110824,U.S. inspecting Virginia nuclear reactor after quake ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after an earthquake centered near plant knocked both reactors offline  the company said.,topStory
PPL,PPL Corporation,20110824,UPDATE 1-US inspecting Virginia nuclear reactor after quake , * NRC has not decided whether to hold special inspection,normal
PPL,PPL Corporation,20110824,PPL Pa. Susquehanna 2 reactor back online , Aug 23 PPL Corp said its 1 140-megawatt Unit 2 at the Susquehanna nuclear power station in Pennsylvania came back online and resumed generating electricity for the regional power grid late on Tuesday.,normal
PJH,Prudential Financial Inc,20110824,UPDATE 1-Prudential Financial gets approval to set up China life insurance JV , * Predential and Fosun partnered on private equity in January,topStory
PJH,Prudential Financial Inc,20110824,Prudential Financial gets approval to set up China life insurance JV , SHANGHAI  Aug 24 U.S. financial group Prudential Financial has received regulatory approval to set up a life insurance venture in China with a unit of Chinese conglomerate Fosun Group.,normal
PRH,Prudential Financial Inc,20110824,UPDATE 1-Prudential Financial gets approval to set up China life insurance JV , * Predential and Fosun partnered on private equity in January,topStory
PRH,Prudential Financial Inc,20110824,Prudential Financial gets approval to set up China life insurance JV , SHANGHAI  Aug 24 U.S. financial group Prudential Financial has received regulatory approval to set up a life insurance venture in China with a unit of Chinese conglomerate Fosun Group.,normal
PRU,Prudential Financial Inc,20110824,UPDATE 1-Prudential Financial gets approval to set up China life insurance JV , * Predential and Fosun partnered on private equity in January,topStory
PRU,Prudential Financial Inc,20110824,Prudential Financial gets approval to set up China life insurance JV , SHANGHAI  Aug 24 U.S. financial group Prudential Financial has received regulatory approval to set up a life insurance venture in China with a unit of Chinese conglomerate Fosun Group.,normal
PHM,PulteGroup Inc,20110824,Toll Bros orders weak; wealthy homebuyers hesitant ,NEW YORK Luxury homebuilder Toll Brothers Inc reported tepid quarterly order growth and a rise in cancellations and warned that stock market volatility and economic uncertainty continue to weigh on homebuyer confidence.,topStory
PHM,PulteGroup Inc,20110824,UPDATE 4-Toll Bros orders weak; wealthy homebuyers hesitant , * New orders up 2 pct  below Street; cancellations rise  (Recasts; adds analyst comment  share rise  byline),normal
PHM,PulteGroup Inc,20110824,CORRECTED-UPDATE 1-Toll Brothers profit rises; narrows FY order outlook , (Corrects paragraphs 6 and 7 to say revenue and deleveries fell  not rose),normal
RTN,Raytheon Company,20110824,UAE said to trim planned US missile-defense purchase ,WASHINGTON The United Arab Emirates has trimmed what had been billed as a possible $7 billion purchase of an advanced U.S. missile defense system but there are no major obstacles to its completion  Lockheed Martin Corp's lead executive on the deal said Wednesday.,topStory
RTN,Raytheon Company,20110824,UAE said to trim planned US missile-defense purchase , WASHINGTON  Aug 24 The United Arab Emirates has trimmed what had been billed as a possible $7 billion purchase of an advanced U.S. missile defense system but there are no major obstacles to its completion  Lockheed Martin Corp's  lead executive on the deal said on Wednesday.,normal
RF,Regions Financial Corporation,20110824,UPDATE 1-Regions elects former MaterCard exec to board , CHARLOTTE  N.C.  Aug 24 Regions Financial Corp  appointed former MasterCard Inc  executive Ruth Ann Marshall as a director for the Southeastern regional bank  the company said on Wednesday.,topStory
RENN,Renren Inc,20110824,China's Renren signs agreement with Microsoft's MSN ,SHANGHAI Chinese social-networking site Renren said on Wednesday it has signed an agreement with Microsoft's joint venture instant messaging firm  MSN  to cooperate in areas of instant messaging and social networking.,topStory
RENN,Renren Inc,20110824,China's Renren signs agreement with Microsoft's MSN , SHANGHAI  Aug 24 Chinese social-networking site Renren said on Wednesday it has signed an agreement with Microsoft's joint venture instant messaging firm  MSN  to cooperate in areas of instant messaging and social networking.,normal
RIO,Rio Tinto Plc,20110824,UPDATE 1-Rio Tinto boosts stake in Ivanhoe to 48.5 pct , TORONTO  Aug 24 Rio Tinto  is raising its stake in Ivanhoe Mines  by a further 2 percent by exercising its right to acquire shares in the exploration company led by well known mining financier Robert Friedland.,topStory
RIO,Rio Tinto Plc,20110824,BHP warns on rising costs as profits break records ,MELBOURNE/LONDON BHP Billiton Ltd/Plc   delivered a record second-half profit on Wednesday  driven by soaring prices for iron ore  allowing it to award a dividend hike on top of its hefty expansion plans.,normal
RIO,Rio Tinto Plc,20110824,UPDATE 4-BHP warns on rising costs as profits break records , * Shares up 1.9 percent vs 2.3 percent sector rise   (Updates with quotes  details  shares),normal
RIO,Rio Tinto Plc,20110824,BHP warns on costs as H2 profits break records ,MELBOURNE/LONDON BHP Billiton   delivered a record second-half profit on Wednesday  driven by soaring prices for iron ore  allowing it to award a dividend hike on top of its hefty expansion plans.,normal
RCI,Rogers Communication Inc,20110824,Canadian wireless startup takes maverick approach ,TORONTO When the Canadian government auctioned off wireless airwaves in 2008  most carriers had no interest in bidding for the so-called G band - "orphan" frequencies used nowhere else in the world.,topStory
RCI,Rogers Communication Inc,20110824,Canadian wireless startup takes maverick approach , * Cheap airwaves enable low-cost wireless service model,normal
RY,Royal Bank Of Canada,20110824,CANADA STOCKS-TSX ekes out gain despite gold selloff , * Banks up 1.5 percent  gold miners off 3 percent  (Updates to close  adds details  quotes),topStory
RY,Royal Bank Of Canada,20110824,CANADA STOCKS-Sliding golds drag TSX lower , * Gold miners plunge nearly 4 percent  banks up 0.6 percent  (Updates to afternoon),normal
RY,Royal Bank Of Canada,20110824,CANADA STOCKS-TSX flat as weak golds outweigh stronger banks , * Seven of the 10 main sectors firmer  golds weigh  (Updates with details  commentary),normal
RBS,Royal Bank Scotland plc (The),20110824,UK bank insurance mis-selling complaints jump in H1 , LONDON  Aug 24 Complaints against controversial loan insurance by customers at two of Britain's top banks rose by 25-30 percent in the first half of this year from the previous six months and may rise further in the current period.,topStory
RBS,Royal Bank Scotland plc (The),20110824,PRESS DIGEST - British business press - Aug 24 , Bank of America was fighting rumours on Tuesday night that it may have to raise about $50 billion in new capital to bolster its finances amid growing concerns about global financial liquidity.,normal
RCL,Royal Caribbean Cruises Ltd,20110824,Irene could be "big threat" to Northeast ,NASSAU Powerful Hurricane Irene battered the Bahamas on Wednesday on a track to the North Carolina coast that forecasters say could threaten the densely populated U.S. Northeast  including New York  starting on Sunday. | Video ,topStory
RCL,Royal Caribbean Cruises Ltd,20110824,UPDATE 6-U.S. says Irene could be "big threat" to Northeast , * Warning of risk to New England  Long Island from Sunday,normal
RCL,Royal Caribbean Cruises Ltd,20110824,UPDATE 6-Hurricane Irene threatens U.S. East Coast , * "Very large storm" seen moving up U.S. Atlantic seaboard,normal
SNY,Sanofi,20110824,Sanofi arm to buy OTC biz of India's Universal Medicare ,MUMBAI Aventis Pharma   a unit of France's Sanofi   said on Wednesday that it will acquire unlisted Universal Medicare's nutraceuticals business to boost its consumer healthcare and wellness segment in India.,topStory
SNY,Sanofi,20110824,UPDATE 1-Sanofi arm to buy OTC biz of India's Universal Medicare , * About 750 employees of Universal Medicare to move to Aventis Pharma,normal
SSL,Sasol Ltd,20110824,UPDATE 1-Sasol reports fire at Secunda plant  under control , * Sasol reports one injury   (Adds injury  investigation ongoing),topStory
SSL,Sasol Ltd,20110824,Sasol reports fire at Secunda plant  under control , JOHANNESBURG  Aug 24 South African petrochemicals group Sasol said on Wednesday that a fire broke out at its Secunda coal-to-liquids plant in the north-eastern Mpumalanga province  but that the situation was under control.,normal
SDRL,Seadrill Limited,20110824,AKSJE - Opera faller etter Q2-tall på positiv børs , OSLO  24 aug Oslo fulgte de europeiske børsene opp fra start onsdag etter en svært positiv utvikling i USA tirsdag ettermiddag  og i Asia gjennom natten.,topStory
SKM,SK Telecom Co Ltd,20110824,Hulu seen drawing bids from Yahoo  others: sources ,NEW YORK The deadline for initial bids in the auction for Hulu was extended from Wednesday until the end of the week to allow interested parties more time to examine the online video site's financial information  according to people familiar with the situation.,topStory
SKM,SK Telecom Co Ltd,20110824,Hulu seen drawing bids from Yahoo  others -sources , NEW YORK  Aug 24 The deadline for initial bids in the auction for Hulu was extended from Wednesday until the end of the week to allow interested parties more time to examine the online video site's financial information  according to people familiar with the situation.,normal
SNE,Sony Corp Ord,20110824,Applied Materials sees weak solar sales adding to PC woes ,BANGALORE Applied Materials warned that fourth-quarter revenue could fall as much as 30 percent  hurt by plummeting microchip and solar-cell demand  joining a growing list of U.S. companies hammered by a widening economic slowdown.,topStory
SNE,Sony Corp Ord,20110824,ADR Report-Japan weighs on foreign shares on ratings move , NEW YORK  Aug 24 U.S.-traded shares of overseas companies fell on Wednesday  weighed down by Asian stocks as local markets slipped.,normal
SNE,Sony Corp Ord,20110824,UPDATE 1-Applied Materials Q3 sales rises 11 pct , Aug 24 Chip-manufacturing equipment maker Applied Materials posted an 11 percent rise in quarterly sales.,normal
SCCO,Southern Copper Corporation,20110824,Strong 7.0-magnitude quake shakes Peruvian Amazon ,LIMA A strong earthquake struck a remote Amazon region of Peru on Wednesday  shaking buildings far away in the capital and in neighboring Brazil  although no injuries or damage were reported.,topStory
SCCO,Southern Copper Corporation,20110824,UPDATE 5-Strong 7.0-magnitude quake shakes Peruvian Amazon , * Buildings shake in Lima  Brazil; oil operations normal,normal
SCCO,Southern Copper Corporation,20110824,UPDATE 2-Mining  energy operations OK after Peru quake , * Peru is world's No. 2  copper producer  No. 6 in gold  (Recasts  updates with quotes  details throughout),normal
SCCO,Southern Copper Corporation,20110824,Duke Energy natural gas plant operating in Peru , LIMA  Aug 24 U.S.-based Duke Energy's  gas plant in Peru's Amazon was operating normally after a 7.0-magnitude earthquake struck Pucallpa  near the Brazilian border  a company spokesman said on Wednesday.,normal
S,Sprint Corporation,20110824,Sprint to start selling iPhone 5 mid-October: report ,NEW YORK Sprint Nextel will start selling the next version of the Apple iPhone in mid-October  according to a report in the Wall Street Journal that cited unnamed sources.,topStory
S,Sprint Corporation,20110824,Canadian wireless startup takes maverick approach ,TORONTO When the Canadian government auctioned off wireless airwaves in 2008  most carriers had no interest in bidding for the so-called G band - "orphan" frequencies used nowhere else in the world.,normal
S,Sprint Corporation,20110824,Canadian wireless startup takes maverick approach , * Cheap airwaves enable low-cost wireless service model,normal
S,Sprint Corporation,20110824,PRESS DIGEST - Wall Street Journal - Aug 24 , Aug 24 The following were the top stories in The Wall Street Journal on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
S,Sprint Corporation,20110824,RPT-US quake bolsters calls for public safety wireless network , * Quake rattles East Coast  disrupts cell phone service,normal
S,Sprint Corporation,20110824,Quake bolsters calls for public safety wireless network ,WASHINGTON Disruption of cell phone service by a rare East Coast earthquake on Tuesday prompted renewed calls for Congress and regulators to provide a dedicated wireless network for emergency workers.,normal
STO,Statoil ASA,20110824,UPDATE 3-Irene shuts Bahamas oil storage  U.S. refiners prepare , * East Coast refiners initiating storm preparations  (Updates with Colonial pipeline),topStory
STO,Statoil ASA,20110824,Factbox:  East Coast energy facilities prepare for Irene ,Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday. | Video ,normal
STO,Statoil ASA,20110824,FACTBOX-U.S. East Coast energy facilities prepare for Irene , Aug 24 Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday.,normal
STO,Statoil ASA,20110824,AKSJE - Opera faller etter Q2-tall på positiv børs , OSLO  24 aug Oslo fulgte de europeiske børsene opp fra start onsdag etter en svært positiv utvikling i USA tirsdag ettermiddag  og i Asia gjennom natten.,normal
STO,Statoil ASA,20110824,Statoil finds more oil near Gullfaks South in North Sea , OSLO  Aug 24 Norwegian oil firm Statoil  has struck oil and gas near its Gullfaks South production area in the North Sea  the Norwegian Petroleum Directorate said.,normal
SMFG,Sumitomo Mitsui Financial Group Inc,20110824,Nikkei slips as Moody's downgrade spurs profit-taking , * Japan investors shrug off downgrade  some foreigners take profits -analyst,topStory
SMFG,Sumitomo Mitsui Financial Group Inc,20110824,Nikkei slips as Moody's downgrade spurs profit-taking , TOKYO  Aug 24 The Nikkei stock average inched down on Wednesday as investors digested the long-term implications of Moody's Investors Service's downgrade of Japan's sovereign debt rating  erasing gains made earlier on speculation of more U.S. easing.,normal
SU,Suncor Energy  Inc,20110824,Factbox: Syria's energy sector ,The European Union is expected to tighten sanctions on the Syrian energy sector next week to increase pressure on President Bashar al-Assad after a U.S. ban on trading Syrian oil products began last week.,topStory
SUN,Sunoco LP,20110824,FACTBOX - U.S. East Coast energy sites brace for Irene , Aug 24 Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday.,topStory
SUN,Sunoco LP,20110824,UPDATE 1-Sunoco Philadelphia refinery crude unit hit by fire ,  HOUSTON  Aug 24 A crude distillation unit at Sunoco Inc's  335 000 barrel per day Philadelphia refinery was operating at reduced levels following a fire there Wednesday morning  the company said.,normal
SUN,Sunoco LP,20110824,Sunoco says Philadelphia crude unit at reduced rates , HOUSTON  Aug 24 Sunoco Inc  said a crude distillation unit at its 335 000 barrel per day (bpd) Philadelphia refinery was running at reduced rates following a Wednesday morning fire.,normal
SUN,Sunoco LP,20110824,Sunoco Philadelphia refinery crude unit shut -sources , HOUSTON  Aug 24 A 135 000-barrel-per-day (bpd) crude distillation unit was shut after a Wednesday morning fire at Sunoco Inc's  335 000 bpd Philadelphia refinery  according to sources familiar with refinery operations.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110824,Applied Materials sees weak solar sales adding to PC woes ,BANGALORE Applied Materials warned that fourth-quarter revenue could fall as much as 30 percent  hurt by plummeting microchip and solar-cell demand  joining a growing list of U.S. companies hammered by a widening economic slowdown.,topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20110824,UPDATE 1-Applied Materials Q3 sales rises 11 pct , Aug 24 Chip-manufacturing equipment maker Applied Materials posted an 11 percent rise in quarterly sales.,normal
TEF,Telefonica SA,20110824,France Telecom appeals against Slovak licence fee , BRATISLAVA  Aug 24 Orange Slovakia  a unit of France Telecom   appealed on Wednesday against a 40.7 million euro ($58.6 mln) fee imposed by the regulator for a 10-year extension of its licence.,topStory
TU,TELUS Corporation,20110824,Canadian wireless startup takes maverick approach ,TORONTO When the Canadian government auctioned off wireless airwaves in 2008  most carriers had no interest in bidding for the so-called G band - "orphan" frequencies used nowhere else in the world.,topStory
TU,TELUS Corporation,20110824,Canadian wireless startup takes maverick approach , * Cheap airwaves enable low-cost wireless service model,normal
TEVA,Teva Pharmaceutical Industries Limited,20110824,Par Pharma to buy generic drugmaker for $410 million ,Par Pharmaceutical Cos Inc  said it will buy privately held Anchen Pharmaceuticals for $410 million in cash to expand its generic drugs portfolio.,topStory
BX,The Blackstone Group LP,20110824,Vanished Moody's analyst told to pay SEC $34.6 million ,NEW YORK A former Moody's Investors Service analyst who bolted for India and cannot be found was ordered to pay $34.56 million in a U.S. Securities and Exchange Commission lawsuit over his alleged illegal insider trading.,topStory
BX,The Blackstone Group LP,20110824,Vanished Moody's analyst told to pay SEC $34.6 mln , NEW YORK  Aug 24 A former Moody's Investors Service analyst who bolted for India and cannot be found was ordered to pay $34.56 million in a U.S. Securities and Exchange Commission lawsuit over his alleged illegal insider trading.,normal
TRI,Thomson Reuters Corp,20110824,Exclusive: Privacy lawsuit targets comScore ,SAN FRANCISCO/BOSTON Online data tracking service comScore Inc siphons confidential information including passwords  credit card numbers and Social Security numbers from unsuspecting users  according to a lawsuit filed on Tuesday.,topStory
TIF,Tiffany & Co,20110824,Insight: Luxury retail not part of India's success story ,MUMBAI When Nita Ambani went shopping for 25 000 pieces of high-end Japanese crockery  she did not go to the Noritake store in her posh neighborhood of southern Mumbai.,topStory
TIF,Tiffany & Co,20110824,INSIGHT-Luxury retail not part of India's success story , * Net worth of high net worth individuals to surpass $5 trln by 2016,normal
TWX,Time Warner Inc,20110824,Wall Street rises as investors flee gold; Apple falls late ,NEW YORK U.S. stocks posted strong gains for a second day on Wednesday as investors jumped back into beaten-down financial shares and backed away from safer assets like gold in volatile trading. | Video ,topStory
TWX,Time Warner Inc,20110824,US STOCKS-Wall St rises as investors flee gold;Apple falls late , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple's stock falling following late news that co-founder Steve Jobs resigns as CEO and adjusts stock indexes' settlement figures),normal
TWX,Time Warner Inc,20110824,US STOCKS-Wall St up as investors flee gold;Apple CEO quits , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple shares halted after bell  co-founder Steve Jobs resigns as CEO),normal
TWX,Time Warner Inc,20110824,US STOCKS-Wall St up as investors flee gold;Apple CEO quits , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple shares halted after bell  co-founder Steve Jobs resigns as CEO),normal
TWX,Time Warner Inc,20110824,US STOCKS-Wall Street gains at gold's expense , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
TKR,Timken Company (The),20110824,UPDATE 1-Timken considers $225 mln investment at Faircrest steel plant , Aug 24 Timken Co   a U.S. steel and industrial bearings maker  said it was considering a $225 million investment at its Canton  Ohio-based Faircrest steel plant  to increase capacity and expand product line.,topStory
TOL,Toll Brothers Inc,20110824,US STOCKS-Wall St higher after CBO report  durables data , * Indexes up: Dow 0.9 pct  S&P 1.1 pct  Nasdaq 0.9 pct,topStory
TOL,Toll Brothers Inc,20110824,Toll Bros orders weak; wealthy homebuyers hesitant ,NEW YORK Luxury homebuilder Toll Brothers Inc reported tepid quarterly order growth and a rise in cancellations and warned that stock market volatility and economic uncertainty continue to weigh on homebuyer confidence.,normal
TOL,Toll Brothers Inc,20110824,US STOCKS-Futures point to flat open after rally , * Futures: Dow off 14 pts  S&P off 1.8 pts  Nasdaq up 1.5,normal
TOL,Toll Brothers Inc,20110824,UPDATE 4-Toll Bros orders weak; wealthy homebuyers hesitant , * New orders up 2 pct  below Street; cancellations rise  (Recasts; adds analyst comment  share rise  byline),normal
TOL,Toll Brothers Inc,20110824,US STOCKS-Futures off after rally  focus on Bernanke speech , * Bank of America off premarket  extending recent slide,normal
TOL,Toll Brothers Inc,20110824,TEXT-Fitch:Toll Brothers' CDS stumbles another 41% ahead of earnings , (The following statement was released by the ratings agency),normal
TOL,Toll Brothers Inc,20110824,CORRECTED-UPDATE 1-Toll Brothers profit rises; narrows FY order outlook , (Corrects paragraphs 6 and 7 to say revenue and deleveries fell  not rose),normal
TD,Toronto Dominion Bank (The),20110824,UPDATE 2-Canadian consumer confidence slips for 4th month , * Job creation  household finances major worries  (Adds TD Economic's warning of recession risk),topStory
TD,Toronto Dominion Bank (The),20110824,CANADA STOCKS-Sliding golds drag TSX lower , * Gold miners plunge nearly 4 percent  banks up 0.6 percent  (Updates to afternoon),normal
TD,Toronto Dominion Bank (The),20110824,CANADA STOCKS-TSX flat as weak golds outweigh stronger banks , * Seven of the 10 main sectors firmer  golds weigh  (Updates with details  commentary),normal
TOT,Total SA,20110824,Factbox: Syria's energy sector ,The European Union is expected to tighten sanctions on the Syrian energy sector next week to increase pressure on President Bashar al-Assad after a U.S. ban on trading Syrian oil products began last week.,topStory
TOT,Total SA,20110824,UPDATE 2-Tullow sees key Uganda deal completing in September , * H1 profits soar 321 percent on Jubilee production  oil price,normal
TM,Toyota Motor Corp Ltd Ord,20110824,BRIEF-Moody's review of six Aa3 Japanese corporates , *Moody's continues review of six Aa3 Japanese corporates following sovereign downgrade,topStory
TM,Toyota Motor Corp Ltd Ord,20110824,PRESS DIGEST - New York Times business news - Aug 24 , Aug 24 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
TRP,TransCanada Corporation,20110824,U.S. green groups write Obama to oppose oil pipeline ,WASHINGTON Ten U.S. environmental groups came out in support of hundreds of protesters arrested at the White House since Saturday for opposing a proposed $7 billion pipeline that would greatly expand imports of crude extracted from Canadian oil sands.,topStory
TRP,TransCanada Corporation,20110824,US green groups write Obama to oppose oil pipeline , WASHINGTON  Aug 24 Ten U.S. environmental groups came out in support of hundreds of protesters arrested at the White House since Saturday for opposing a proposed $7 billion pipeline that would greatly expand imports of crude extracted from Canadian oil sands.,normal
TRP,TransCanada Corporation,20110824,Regulators weighs more rules for natural gas pipelines ,WASHINGTON U.S. regulators sought public input on Wednesday about the need for increased oversight of the country's natural gas pipelines  as part of a push to strengthen safety after several deadly accidents.,normal
TRP,TransCanada Corporation,20110824,U.S. govt weighs more rules for natgas pipelines , * Transportation Dept may tighten oversight of older lines,normal
TRP,TransCanada Corporation,20110824,Analysis: Rails  not pipes  may tame twisted oil market ,NEW YORK U.S. crude oil shipments by railroad could help to end gaping price distortions in world oil markets faster than most traders have been expecting.,normal
UBS,UBS AG,20110824,UPDATE 2-Switzerland  UK agree deal on untaxed accounts , * Deal follows pattern of German-Swiss agreement  (Adds accountants' comments  Treasury statement),topStory
UBS,UBS AG,20110824,Swiss government seeks tax law change for CoCos , ZURICH  Aug 24 The Swiss government proposed on Wednesday changing its tax law to help banks issue CoCos  a type of bond crucial to plans to boost their capital and make them more resistant to future crises.,normal
UBS,UBS AG,20110824,UPDATE 3-UBS AG opts to stay in Connecticut  spurns NYC , * Stamford will retain 2 000 high-paying UBS jobs (Recasts  adds details  paragraph: 15),normal
