SHLM,A Schulman Inc,20110825,UPDATE 2-A. Schulman cuts profit target  to close plant , * Stock drops 3.5 percent  (Adds CEO comments  stock drop),topStory
PPL,PPL Corporation,20110825,PPL Pa. Susquehanna 2 reactor ramps up to 81 pct power , Aug 25 PPL Corp's 1 140-megawatt Unit 2 at the Susquehanna nuclear power station in Pennsylvania ramped up to 81 percent power by early Thursday from 21 percent power Wednesday  the U.S. Nuclear Regulatory Commission said in a report.,topStory
PPL,PPL Corporation,20110825,Dominion sends seismic data for analysis ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after the largest earthquake to hit the U.S. East Coast in six decades knocked both reactors offline  the company said.,normal
PPL,PPL Corporation,20110825,UPDATE 2-Dominion sends seismic data for analysis , * NRC has not decided whether to hold special inspection  (Adds company comment  byline),normal
PVG,Pretium Resources Inc,20110825,TSX may open little changed ahead of Fed chairman , Aug 25 Toronto's main stock index looked set to open little changed on Thursday as investors sought clarity over how firmly the U.S. Federal Reserve chairman might signal plans for renewed economic stimulus in a key speech on Friday.,topStory
PGR,Progressive Corporation (The),20110825,Buffett news boosts new issue possibilities ,NEW YORK  Aug 25 (IFR) - Warren Buffett's investment in Bank of America today has boosted hopes that not only will the new issue calendar come to life again before next week's Labor Day  but that U.S. banks might also start issuing again in early September.,topStory
PJH,Prudential Financial Inc,20110825,FUNDVIEW-Aviva funds tgt $824 mln of property buys , LONDON  Aug 25 British insurer Aviva's  asset management arm has about 500 million pounds ($824 million) to spend over four UK-focused funds  respectively targeting ground rents  student and social housing  and commercial property.,topStory
PRH,Prudential Financial Inc,20110825,FUNDVIEW-Aviva funds tgt $824 mln of property buys , LONDON  Aug 25 British insurer Aviva's  asset management arm has about 500 million pounds ($824 million) to spend over four UK-focused funds  respectively targeting ground rents  student and social housing  and commercial property.,topStory
PRU,Prudential Financial Inc,20110825,FUNDVIEW-Aviva funds tgt $824 mln of property buys , LONDON  Aug 25 British insurer Aviva's  asset management arm has about 500 million pounds ($824 million) to spend over four UK-focused funds  respectively targeting ground rents  student and social housing  and commercial property.,topStory
PEG,Public Service Enterprise Group Incorporated,20110825,UPDATE 1-U.S. energy sector braces for direct hit from Irene , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy companies braced on Thursday for a potentially devastating Hurricane Irene that is barreling toward the most populated part of the United States.,topStory
PEG,Public Service Enterprise Group Incorporated,20110825,Factbox: U.S. East Coast energy sites brace for Irene ,Oil terminals  refineries  pipelines and nuclear power plants from the Bahamas to Rhode Island braced for Hurricane Irene on Thursday.,normal
PEG,Public Service Enterprise Group Incorporated,20110825,FACTBOX-U.S. East Coast energy sites brace for Irene , Aug 25 Oil terminals  refineries  pipelines and nuclear power plants from the Bahamas to Rhode Island braced for Hurricane Irene on Thursday.,normal
PEG,Public Service Enterprise Group Incorporated,20110825,U.S. East Coast energy firms brace for Irene impact , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy firms on the U.S. East Coast braced on Thursday for a potentially devastating Hurricane Irene that could make landfall this weekend in North Carolina.,normal
RRC,Range Resources Corporation,20110825,RPT-New Jersey issues one-year moratorium on fracking , * Governor says more studies needed  (Repeats to broaden distribution),topStory
RRC,Range Resources Corporation,20110825,New Jersey issues one-year moratorium on fracking ,HOUSTON New Jersey on Thursday issued a one-year ban on hydraulic fracturing  citing the need for more study of the technology used to produce oil and gas from shale formations.,normal
RJF,Raymond James Financial Inc,20110825,Wealth managers lost 14 000 advisers in 2010: report ,NEW YORK The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,topStory
RJF,Raymond James Financial Inc,20110825,REFILE-Wealth managers lost 14 000 advisers in 2010-report , NEW YORK  Aug 25 The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,normal
RF,Regions Financial Corporation,20110825,CORRECTED - FACTBOX-Biggest changes in NYSE short interest ,(Corrects to remove Hartford Financial  from largest increases list  as increase in short interest was not in common shares but in company warrants),topStory
RF,Regions Financial Corporation,20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,normal
RGS,Regis Corporation,20110825,UPDATE 1-Regis Q4 profit beats Street , * Sees FY12 operational income $1.16-$1.32 vs est $1.25   (Follows alerts),topStory
RELX,RELX PLC,20110825,Bloomberg to buy legal research firm for $990 million ,NEW YORK Bloomberg LP plans to buy legal tax and regulatory research company BNA for about $990 million as it shores up its legal business in a direct aim at rivals Thomson Reuters   and Reed Elsevier  .,topStory
RELX,RELX PLC,20110825,UPDATE 2-Bloomberg to buy legal research firm for $990 mln , * Deal is expected to close this year  (Adds analyst comment),normal
RY,Royal Bank Of Canada,20110825,Canada clients less happy with investment advisers ,TORONTO Canadian full-service investment firms have a lot of room for improvement when it comes to communicating with their clients  who are  on average  less satisfied with their firms than they were a year ago  according to a study released on Thursday.,topStory
RY,Royal Bank Of Canada,20110825,Canada clients less happy with investment advisers , * 65 pct of clients had no contact with firms in past year,normal
RY,Royal Bank Of Canada,20110825,UPDATE 4-Canada's National Bank profit rises  shares fall , * Shares down 2.9 pct  (Adds CEO comments  details  updates shares),normal
RY,Royal Bank Of Canada,20110825,Dealtalk: Zarlink looks enticing but white-knight bid elusive ,TORONTO Specialty chipmaker Zarlink Semiconductor  may have what it takes to tempt new takeover offers as it fights a hostile C$550 million bid from Microsemi Corp but would-be buyers have yet to show their cards.,normal
RY,Royal Bank Of Canada,20110825,DEALTALK-Zarlink looks enticing but white-knight bid elusive ,   *Zarlink seeks buyers to fend off hostile Microsemi bid,normal
SDRL,Seadrill Limited,20110825,REFILE-Oslo Børs løftes fjerde dag på rad med selskapstall i fokus , * EMGS dagens vinner  får storkontrakt med Petrobras,topStory
SDRL,Seadrill Limited,20110825,UPDATE 1-Seadrill sees strong demand  Q2 lags fcast , OSLO  Aug 25 Oslo-listed offshore driller Seadrill said it continued to see strong demand for its oil rigs as it reported second-quarter core earnings below forecasts.,normal
SDRL,Seadrill Limited,20110825,TABLE-Seadrill Q2 EBIT up  lags forecast , OSLO  25 aug Three months to end-June             	 (millions of U.S. dollars unless stated),normal
SDRL,Seadrill Limited,20110825,NORDIC STOCKS - Factors to watch on Aug 25 , HELSINKI  Aug 25 The following stocks may be affected by newspaper reports and other factors on Thursday:,normal
SIG,Signet Jewelers Limited,20110825,Signet Jewelers profit rises on higher prices ,NEW YORK Signet Jewelers Ltd   reported a higher-than-expected quarterly profit as U.S. shoppers flocked to both its mid-tier Kay Jewelers and upscale Jared chains despite higher prices.,topStory
SIG,Signet Jewelers Limited,20110825,UPDATE 2-Signet Jewelers profit rises on higher prices , * Q2 comp sales up 12.2 pct in U.S.  up 1.4 pct in Britain,normal
SKM,SK Telecom Co Ltd,20110825,Hulu seen drawing bids from Yahoo  others: sources ,NEW YORK The deadline for initial bids in the auction for Hulu was extended from Wednesday until the end of the week to allow interested parties more time to examine the online video site's financial information  according to people familiar with the situation.,topStory
SKM,SK Telecom Co Ltd,20110825,SK Telecom says no plan to bid for Hulu , SEOUL  Aug 25 South Korea's top mobile carrier  SK Telecom   said on Thursday that it had no plans to bid for U.S. online video site Hulu.,normal
SNE,Sony Corp Ord,20110825,INSIGHT-UPDATE 4-Jobs exit opens door for nimble Apple rivals , * All battling for supremacy in booming smartphone market  (Adds analyst and executive comments  background),topStory
SNE,Sony Corp Ord,20110825,OmniVision sees Q2 below estimates  shares dive ,BANGALORE OmniVision Technologies Inc  forecast second-quarter results well below estimates  hinting at a loss of market share in its key smartphone image sensor business  sending its shares down 25 percent in extended trade.,normal
SNE,Sony Corp Ord,20110825,Insight: Jobs exit opens door for nimble Apple rivals ,SEOUL The resignation of Apple Inc CEO Steve Jobs opens the door for rivals Samsung Electronics and HTC to battle for smartphone supremacy in salesrooms and courtrooms globally. | Video ,normal
SNE,Sony Corp Ord,20110825,Apple fans pay tribute to "industry icon" Jobs ,SAN FRANCISCO/SHANGHAI (Reuters)- From San Francisco to Seoul to Sydney  fans of Apple Inc paid tribute to Steve Jobs after he resigned as CEO  calling him an icon for the entire technology industry  not just the company he co-founded.,normal
SNE,Sony Corp Ord,20110825,UPDATE 3-Apple fans pay tribute to "industry icon" Jobs , SAN FRANCISCO/SHANGHAI  Aug 25 (Reuters)- From San Francisco to Seoul to Sydney  fans of Apple Inc paid tribute to Steve Jobs after he resigned as CEO  calling him an icon for the entire technology industry  not just the company he co-founded.,normal
SNE,Sony Corp Ord,20110825,. ,.	  ,normal
SNE,Sony Corp Ord,20110825,. ,.	  ,normal
SNE,Sony Corp Ord,20110825,RIM unveils new cloud-based music service ,Canada's Research In Motion Ltd will unveil a new cloud-based social music sharing service called BBM Music  as companies begin to bet on entertainment delivered over the Internet that incorporates social networking features.,normal
SNE,Sony Corp Ord,20110825,UPDATE 1-RIM unveils new cloud-based music service , Aug 25 Canada's Research In Motion Ltd  will unveil a new cloud-based social music sharing service called BBM Music  as companies begin to bet on entertainment delivered over the Internet that incorporates social networking features.,normal
STO,Statoil ASA,20110825,Factbox: U.S. East Coast energy sites brace for Irene ,Oil terminals  refineries  pipelines and nuclear power plants from the Bahamas to Rhode Island braced for Hurricane Irene on Thursday.,topStory
STO,Statoil ASA,20110825,FACTBOX-U.S. East Coast energy sites brace for Irene , Aug 25 Oil terminals  refineries  pipelines and nuclear power plants from the Bahamas to Rhode Island braced for Hurricane Irene on Thursday.,normal
STO,Statoil ASA,20110825,UPDATE 2-Japan to import Norway LNG first time since 2008 , * Kyushu Electric in talks to buy its first Norwegian LNG   (Adds details  imports data),normal
STO,Statoil ASA,20110825,Japan to import Norway LNG first time since 2008 , TOKYO  Aug 25 Japan will import liquefied natural gas from Norway for the first time since 2008  with the Arctic Discoverer tanker expected to arrive at the Oita LNG terminal in southwestern Japan on Sept. 10  an industry source familiar with the matter said on Thursday.,normal
SU,Suncor Energy  Inc,20110825,Factbox: Syria's energy sector ,The European Union is expected to tighten sanctions on the Syrian energy sector next week to increase pressure on President Bashar al-Assad after a U.S. ban on trading Syrian oil products began last week.,topStory
SUN,Sunoco LP,20110825,UPDATE 1-U.S. energy sector braces for direct hit from Irene , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy companies braced on Thursday for a potentially devastating Hurricane Irene that is barreling toward the most populated part of the United States.,topStory
SUN,Sunoco LP,20110825,U.S. East Coast energy firms brace for Irene impact , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy firms on the U.S. East Coast braced on Thursday for a potentially devastating Hurricane Irene that could make landfall this weekend in North Carolina.,normal
SUN,Sunoco LP,20110825,FACTBOX-U.S. East Coast energy sites brace for Irene , Aug 25 Oil terminals  refineries and nuclear plants from the Bahamas to Rhode Island were bracing for Hurricane Irene on Wednesday.,normal
TI,Telecom Italia SPA,20110825,Italy govt says had no plans to extend energy tax , RIMINI  Italy  Aug 25 Italy's government has never considered extending a tax on energy companies to highway operators and telecoms companies  Italy's infrastructure minister Altero Matteoli said on Thursday.,topStory
TI,Telecom Italia SPA,20110825,Italy business group slams energy tax  urges VAT hike , ROME  Aug 25 Italy's main business association urged the government on Thursday to scrap an austerity measure that raises a tax on energy companies and called for an increase in value added tax (VAT) instead.,normal
TS,Tenaris SA,20110825,Italian Stocks - Factors to watch on Aug 25 , MILAN  Aug 25 The following factors could affect Italian markets on Thursday.,topStory
SCHW,The Charles Schwab Corporation,20110825,Schwab sues 11 major banks for manipulating Libor , NEW YORK  Aug 25 Charles Schwab Corp   the discount brokerage and money manager  has filed two lawsuits accusing 11 major banks of conspiring to manipulate Libor  which is used to set interest rates on hundreds of trillions of dollars of securities.,topStory
TRV,The Travelers Companies Inc,20110825,Irene losses start to mount as storm aims at NYC ,NEW YORK Hurricane Irene is likely to cause more insured losses in the Bahamas than 1999's devastating Hurricane Floyd  catastrophe modeler AIR Worldwide said on Thursday  even as the storm increasingly tracks toward a weekend landfall in the greater New York City area.,topStory
TRV,The Travelers Companies Inc,20110825,Irene losses start to mount as storm aims at NYC ,NEW YORK Hurricane Irene is likely to cause more insured losses in the Bahamas than 1999's devastating Hurricane Floyd  catastrophe modeler AIR Worldwide said on Thursday  even as the storm increasingly tracks toward a weekend landfall in the greater New York City area.,normal
TRV,The Travelers Companies Inc,20110825,Irene losses start to mount as storm aims at NYC , NEW YORK  Aug 25 Hurricane Irene is likely to cause more insured losses in the Bahamas than 1999's devastating Hurricane Floyd  catastrophe modeler AIR Worldwide said on Thursday  even as the storm increasingly tracks toward a weekend landfall in the greater New York City area.,normal
TRI,Thomson Reuters Corp,20110825,Bloomberg to buy legal research firm for $990 million ,NEW YORK Bloomberg LP plans to buy legal tax and regulatory research company BNA for about $990 million as it shores up its legal business in a direct aim at rivals Thomson Reuters   and Reed Elsevier  .,topStory
TRI,Thomson Reuters Corp,20110825,UPDATE 2-Bloomberg to buy legal research firm for $990 mln , * Deal is expected to close this year  (Adds analyst comment),normal
TRI,Thomson Reuters Corp,20110825,CNH Tracker-Beijing's plans to develop mkt may narrow spreads , HONG KONG  Aug 25 Yields on offshore yuan bonds may edge up  closer to rates on the mainland after Beijing unveiled plans to develop the offshore yuan market and ease the flow of money between the two  attracting more investors to the CNH market.,normal
TWX,Time Warner Inc,20110825,US STOCKS-Wall St gains as gold rush ends; Apple's CEO quits ,    * Apple stock falls after co-founder Steve Jobs quits as CEO  * Bank of America leads banks higher on heavy volume  * Gold ETF drops  gold miners down  * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with U.S. stock futures falling after news that Apple's Steve Jobs has resigned as CEO),topStory
TD,Toronto Dominion Bank (The),20110825,Canada clients less happy with investment advisers ,TORONTO Canadian full-service investment firms have a lot of room for improvement when it comes to communicating with their clients  who are  on average  less satisfied with their firms than they were a year ago  according to a study released on Thursday.,topStory
TD,Toronto Dominion Bank (The),20110825,Canada clients less happy with investment advisers , * 65 pct of clients had no contact with firms in past year,normal
TOT,Total SA,20110825,Total to merge refining and petrochemicals: report ,PARIS French oil company Total  is preparing a reorganization to merge its refinery and petrochemical activities  the newspaper Les Echos reported  citing several trade union sources.,topStory
TOT,Total SA,20110825,UPDATE 1-Total to merge refining and petrochemicals -paper , * Chevron merged petrochem/refining arms last year  (Adds Chevron restructuring last year  paragraphs 6-7),normal
TOT,Total SA,20110825,Total to merge refinery and petrochemicals -paper , PARIS  Aug 25 French oil company Total  is preparing a reorganisation to merge its refinery and petrochemical activities  the newspaper Les Echos reported  citing several trade union sources.,normal
TOT,Total SA,20110825,ADR Report-Foreign shares slide on German jitters , NEW YORK  Aug 25 U.S.-traded shares of overseas companies fell across the board on Thursday as talk of an imminent ban on short-selling in Germany  later denied  rattled equity investors.,normal
TOT,Total SA,20110825,UPDATE 2-Shell sticks to Syrian oil  Maersk walks away , ,normal
TOT,Total SA,20110825,Factbox: Syria's energy sector ,The European Union is expected to tighten sanctions on the Syrian energy sector next week to increase pressure on President Bashar al-Assad after a U.S. ban on trading Syrian oil products began last week.,normal
TOT,Total SA,20110825,Maersk cancels Syria loading due to U.S. sanctions ,LONDON Maersk canceled a deal to load naphtha at Syria's Banias refinery because of U.S. sanctions  a company spokesman said on Thursday.,normal
TOT,Total SA,20110825,Maersk cancels Syria loading due to U.S. sanctions , LONDON  Aug 25 Maersk  cancelled a deal to load naphtha at Syria's Banias refinery because of U.S. sanctions  a company spokesman said on Thursday.,normal
TOT,Total SA,20110825,Maersk tanker does not stop in Syria due to safety , LONDON  Aug 25 A Maersk  oil product tanker did not make a scheduled stop at Syria's Banias port to load naphtha due to safety concerns  a company spokesman told Reuters on Thursday.,normal
TOT,Total SA,20110825,Total will not lift naphtha from Syrian refinery , LONDON  Aug 25 French oil major Total  has not lifted a cargo of naphtha from Syria's Banias refinery this week  traders said on Thursday.,normal
TM,Toyota Motor Corp Ltd Ord,20110825,GM  LG to jointly develop electric cars ,DETROIT General Motors Co and LG Corp have struck a deal to develop electric cars together  a first-of-its-kind alliance between the top U.S. automaker and a leading Korean conglomerate that represents a major bet on battery technology.,topStory
TM,Toyota Motor Corp Ltd Ord,20110825,UPDATE 2-GM  LG to jointly develop electric cars ,   * Deal expands existing battery supply contract for Volt,normal
TRP,TransCanada Corporation,20110825,Regulators weigh more rules for natural gas pipelines ,WASHINGTON U.S. regulators sought public input on Wednesday about the need for increased oversight of the country's natural gas pipelines  as part of a push to strengthen safety after several deadly accidents.,topStory
TRP,TransCanada Corporation,20110825,US review to find Canada pipeline impact "limited" - report , WASHINGTON  Aug 24 The U.S. State Department's final environmental review of a proposed Canada-to-Texas oil  pipeline will affirm an earlier finding that the project will have "limited adverse environmental impacts " The Washington Post reported on Wednesday.,normal
UBS,UBS AG,20110825,UBS  Morgan Stanley Smith Barney add new advisers , NEW YORK  Aug 25 UBS Wealth Management Americas  a unit of UBS AG   on Thursday said it hired Morgan Stanley Smith Barney adviser Brian Zalewski in Chicago.,topStory
UBS,UBS AG,20110825,UBS hires Barclays' Pierce to run U.S. MLP banking , NEW YORK  Aug 25 UBS AG   said it hired banker Robert Pierce away from Barclays Plc's  Barclays Capital to run its midstream energy and master limited partnership investment banking business in the Americas.,normal
UGI,UGI Corporation,20110825,Regulators weigh more rules for natural gas pipelines ,WASHINGTON U.S. regulators sought public input on Wednesday about the need for increased oversight of the country's natural gas pipelines  as part of a push to strengthen safety after several deadly accidents.,topStory
UAL,United Continental Holdings Inc,20110825,Delta unveils order for 100 Boeing narrowbodies ,ATLANTA/CHICAGO Delta Air Lines Inc  said on Thursday it ordered 100 Boeing Co  Next-Generation 737-900ER airplanes valued at $8.5 billion as it looks to replace older aircraft with fuel-efficient models.,topStory
UAL,United Continental Holdings Inc,20110825,UPDATE 3-Delta unveils order for 100 Boeing narrowbodies , * Order valued at $8.5 billion  (Adds analyst comment  Boeing orders),normal
UTX,United Technologies Corporation,20110825,PRESS DIGEST - Financial Times - Aug 25 , Google has reached a $500 million settlement with U.S. prosecutors to resolve a criminal investigation into its accepting advertisements from companies selling unlicensed pharmaceuticals. http://www.ft.com/cms/s/0/513e081e-ce2b-11e0-99ec-00144feabdc0.html#axzz1ViM8qAfg,topStory
USG,USG Corporation,20110825,UPDATE 1-USG says unit to close 8 branches  Nevada custom door business , Aug 25 Building products maker USG Corp  said its unit would shut eight distribution branches and its Nevada custom door and frames business by the end of the third quarter  as it continues to be hit by a weak U.S. housing and construction market.,topStory
VLO,Valero Energy Corporation,20110825,US Cash Products-Harbor gasoline up as Irene approaches , HOUSTON  Aug 25 - New York Harbor gasoline markets jumped by nearly a penny per gallon or more on Thursday on higher prompt and forward buying interest as Hurricane Irene approached the U.S. East Coast.,topStory
VLO,Valero Energy Corporation,20110825,Total to merge refining and petrochemicals: report ,PARIS French oil company Total  is preparing a reorganization to merge its refinery and petrochemical activities  the newspaper Les Echos reported  citing several trade union sources.,normal
VLO,Valero Energy Corporation,20110825,UPDATE 1-Total to merge refining and petrochemicals -paper , * Chevron merged petrochem/refining arms last year  (Adds Chevron restructuring last year  paragraphs 6-7),normal
VLO,Valero Energy Corporation,20110825,UPDATE 1-Three Texas City refineries hit by power blip , (Wraps together earlier stories on power interruption  adds company comments  details  background),normal
VLO,Valero Energy Corporation,20110825,US Cash Products-Harbor gasoline up as Irene approaches , HOUSTON  Aug 25 New York Harbor F4 RBOB differentials for second-half September and later delivery climbed a penny per gallon on Thursday as Hurricane Irene approached the U.S. East Coast.,normal
VLO,Valero Energy Corporation,20110825,Valero says Texas City refinery power restored , HOUSTON  Aug 25 Valero Energy Corp  said power had been restored and all main production units were in operation at its 225 000 barrel per day (bpd) Texas City  Texas  refinery following a Thursday morning power interruption.,normal
VLO,Valero Energy Corporation,20110825,BP  Valero Texas City refineries flare on power blip , HOUSTON  Aug 25 A power blip on Thursday caused flaring at BP Plc's   and Valero Energy Corp's  refineries in Texas City  Texas  the city's emergency management director said.,normal
VLO,Valero Energy Corporation,20110825,U.S. refiner Valero opens London trading office , LONDON  Aug 25 U.S. refiner Valero Energy Corp has opened a trading office in London's Canary Wharf following the completion of its acquisition of Chevron's Pembroke refinery on August 1   a Valero spokesperson said.,normal
VZ,Verizon Communications Inc,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),topStory
VZ,Verizon Communications Inc,20110825,Verizon buys CloudSwitch to boost Terremark ,NEW YORK Verizon Communications said on Thursday that it had bought privately held software developer CloudSwitch to boost its business services division.,normal
VZ,Verizon Communications Inc,20110825,UPDATE 1-Verizon buys CloudSwitch to boost Terremark , NEW YORK  Aug 25 Verizon Communications  said on Thursday that it had bought privately held software developer CloudSwitch to boost its business services division.,normal
VZ,Verizon Communications Inc,20110825,Analysis: Network gear makers stumble  but growth still there ,As sales of smartphones soar and companies shift data to cloud computing  the outlook for the makers of the switches  routers and other gear to manage networks may not be as gloomy as recent share market performance suggests.,normal
VZ,Verizon Communications Inc,20110825,TREASURIES-Prices gain on U.S. unemployment worries , * Investors look ahead to Bernanke speech on Friday  (Adds analysts' comments  updates prices),normal
VZA,Verizon Communications Inc,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),topStory
VZA,Verizon Communications Inc,20110825,Verizon buys CloudSwitch to boost Terremark ,NEW YORK Verizon Communications said on Thursday that it had bought privately held software developer CloudSwitch to boost its business services division.,normal
VZA,Verizon Communications Inc,20110825,UPDATE 1-Verizon buys CloudSwitch to boost Terremark , NEW YORK  Aug 25 Verizon Communications  said on Thursday that it had bought privately held software developer CloudSwitch to boost its business services division.,normal
VZA,Verizon Communications Inc,20110825,Analysis: Network gear makers stumble  but growth still there ,As sales of smartphones soar and companies shift data to cloud computing  the outlook for the makers of the switches  routers and other gear to manage networks may not be as gloomy as recent share market performance suggests.,normal
VZA,Verizon Communications Inc,20110825,TREASURIES-Prices gain on U.S. unemployment worries , * Investors look ahead to Bernanke speech on Friday  (Adds analysts' comments  updates prices),normal
WTI,W&T Offshore Inc,20110825,UPDATE 1-W&T Offshore sees higher Q3 production  ups FY output view , Aug 25 Gas-focused exploration and production company W&T Offshore Inc forecast higher third-quarter production  helped by the acquisition of the Fairway Field and Yellowhammer plant from Royal Dutch Shell .,topStory
WMT,Wal-Mart Stores Inc,20110825,CORRECTED: Spreads widen as corp bonds lag Treasuries ,NEW YORK  Aug 24 (IFR) - While corporate bond coupons have been shrinking fast  they haven't been able to keep pace with the precipitous decline of Treasury rates.,topStory
WMT,Wal-Mart Stores Inc,20110825,CORRECTED-UPDATE 3-Massmart to sacrifice margin for market share , (Corrects transaction costs in para 14 to 408.8 mln rand from 2 billion rand),normal
WMT,Wal-Mart Stores Inc,20110825,Big Lots Q2 beats Street  raises FY outlook ,Big Lots Inc's  quarterly profit beat Wall Street expectations on strong demand for its discounted products  encouraging the close-out retailer to raise its full-year earnings forecast.,normal
WMT,Wal-Mart Stores Inc,20110825,UPDATE 1-Big Lots Q2 beats Street  raises FY outlook , Aug 25 Big Lots Inc's quarterly profit beat Wall Street expectations on strong demand for its discounted products  encouraging the close-out retailer to raise its full-year earnings forecast.,normal
WMT,Wal-Mart Stores Inc,20110825,Massmart eyes 20 pct SAfrican market share in 5 years , JOHANNESBURG  Aug 25 South Africa's Massmart    a unit of retailer Wal-Mart   said on Thursday it was aiming at doubling its food retail market share in Africa's biggest economy over the next five years.,normal
WMT,Wal-Mart Stores Inc,20110825,SAfrica's Massmart says sold sole Makro store in Zimbabwe , JOHANNESBURG  Aug 25 Retailer Massmart   the South African unit of Wal-Mart   said on Thursday it had been forced to sell its sole Makro store in Zimbabwe to meet Harare's indigenisation laws.,normal
WMT,Wal-Mart Stores Inc,20110825,Massmart ready to sacrifice margins to drive market share -CEO , JOHANNESBURG  Aug 25 South African retailer Massmart   majority owned by  Wal-Mart   is ready to sacrifice its margins in the short term as it fights to gain a bigger slice of the domestic retail market  its chief executive officer said on Thursday.,normal
DIS,Walt Disney Company (The),20110825,Analysis: Where does Jobs stand among America's iconic CEOs? ,NEW YORK The question is not whether Steve Jobs is an iconic CEO  but where Apple Inc's  co-founder ranks in the pantheon of business leaders who have carved out a place in history.,topStory
DIS,Walt Disney Company (The),20110825,UPDATE 9-Steve Jobs quits as Apple CEO  Cook takes over , * Questions swirl over Jobs' health. He becomes chairman,normal
DIS,Walt Disney Company (The),20110825,Steve Jobs to stay on Disney board: source ,NEW YORK Steve Jobs  who resigned as chief executive officer of Apple Inc on Wednesday  plans to keep his seat on the board of directors of Walt Disney Co  a source close to Disney said on Wednesday.,normal
DIS,Walt Disney Company (The),20110825,SK Telecom says no plan to bid for Hulu , SEOUL  Aug 25 South Korea's top mobile carrier  SK Telecom   said on Thursday that it had no plans to bid for U.S. online video site Hulu.,normal
WFC,Wells Fargo & Company,20110825,CORRECTED - FACTBOX-Biggest changes in NYSE short interest ,(Corrects to remove Hartford Financial  from largest increases list  as increase in short interest was not in common shares but in company warrants),topStory
WFC,Wells Fargo & Company,20110825,UBS  Morgan Stanley Smith Barney add new advisers , NEW YORK  Aug 25 UBS Wealth Management Americas  a unit of UBS AG   on Thursday said it hired Morgan Stanley Smith Barney adviser Brian Zalewski in Chicago.,normal
WFC,Wells Fargo & Company,20110825,Wealth managers lost 14 000 advisers in 2010: report ,NEW YORK The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,normal
WFC,Wells Fargo & Company,20110825,REFILE-Wealth managers lost 14 000 advisers in 2010-report , NEW YORK  Aug 25 The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,normal
WFC,Wells Fargo & Company,20110825,Under fire  N.Y. AG wins plaudits in mortgage probe ,NEW YORK The New York attorney general's booting from a panel of state officials negotiating a settlement of mortgage abuses may shore up his political base and enforcement agenda.,normal
WFC,Wells Fargo & Company,20110825,Under fire  N.Y. AG wins plaudits in mortgage probe , NEW YORK  Aug 25 The New York attorney general's booting from a panel of state officials negotiating a settlement of mortgage abuses may shore up his political base and enforcement agenda.,normal
WFC,Wells Fargo & Company,20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,normal
WFC,Wells Fargo & Company,20110825,Analysis: Mortgage probe split puts banks in tactical bind ,WASHINGTON Large U.S. banks defending themselves against a mass of state and federal mortgage probes face a difficult tactical decision following New York state's exit from settlement talks on Tuesday.,normal
WMB,Williams Companies Inc (The),20110825,Dealtalk: Barclays M&A team rises from Lehman's ashes ,NEW YORK Skip McGee's most fulfilling moment as an investment banker came in 2002  when his team at Lehman Brothers helped Williams Cos  avert bankruptcy.,topStory
WMB,Williams Companies Inc (The),20110825,DEALTALK-Barclays M&A team rises from Lehman's ashes , * Challenge now to tap bank's ties with firms to M&A roles,normal
