ATVI,Activision Blizzard Inc,20110921,EA wants Facebook's users  $3 billion in digital sales ,NEW YORK Electronic Arts Inc may never recover its Silicon Valley swagger. But maybe it doesn't have to  its top executive says.,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of its North American business in 2008.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20110921,DealTalk: Could BRIC banks ride to Europe's rescue? ,LONDON Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20110921,DEALTALK-Could BRIC banks ride to Europe's rescue? , LONDON  Sept 21 Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20110921,MOVES-BlackRock  Aon Hewitt  Standard Chartered , Sept 21 The following financial service industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20110921,Barclays poaches Deutsche's equities team in S.Korea , HONG KONG  Sept 21 Barclays Capital (Barcap) has hired nine staff for its South Korean equities team  the company said in a statement on Wednesday. Eight of the nine staff previously worked with Deutsche Bank AG   said Barcap  investment banking arm of British bank Barclays Plc .,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20110921,UPDATE 4-Lehman to drop appeals over Barclays sale , * Will not appeal follow-up ruling over employee bonuses,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,Obama says American jobs can help the world ,NEW YORK U.S. President Barack Obama sought support for his job creation plan at a philanthropic summit on Wednesday  saying improving the prospects of the world's richest economy was good for the world.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,Obama says American jobs can help the world , * Corporate leaders say social good now a core strategy,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of its North American business in 2008.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,DealTalk: Could BRIC banks ride to Europe's rescue? ,LONDON Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,DEALTALK-Could BRIC banks ride to Europe's rescue? , LONDON  Sept 21 Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,MOVES-BlackRock  Aon Hewitt  Standard Chartered , Sept 21 The following financial service industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20110921,Barclays poaches Deutsche's equities team in S.Korea , HONG KONG  Sept 21 Barclays Capital (Barcap) has hired nine staff for its South Korean equities team  the company said in a statement on Wednesday. Eight of the nine staff previously worked with Deutsche Bank AG   said Barcap  investment banking arm of British bank Barclays Plc .,normal
FLAT,iPath US Treasury Flattener ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,topStory
FLAT,iPath US Treasury Flattener ETN,20110921,UPDATE 4-Lehman to drop appeals over Barclays sale , * Will not appeal follow-up ruling over employee bonuses,normal
FLAT,iPath US Treasury Flattener ETN,20110921,Obama says American jobs can help the world ,NEW YORK U.S. President Barack Obama sought support for his job creation plan at a philanthropic summit on Wednesday  saying improving the prospects of the world's richest economy was good for the world.,normal
FLAT,iPath US Treasury Flattener ETN,20110921,Obama says American jobs can help the world , * Corporate leaders say social good now a core strategy,normal
FLAT,iPath US Treasury Flattener ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,normal
FLAT,iPath US Treasury Flattener ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of its North American business in 2008.,normal
FLAT,iPath US Treasury Flattener ETN,20110921,DealTalk: Could BRIC banks ride to Europe's rescue? ,LONDON Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
FLAT,iPath US Treasury Flattener ETN,20110921,DEALTALK-Could BRIC banks ride to Europe's rescue? , LONDON  Sept 21 Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
FLAT,iPath US Treasury Flattener ETN,20110921,MOVES-BlackRock  Aon Hewitt  Standard Chartered , Sept 21 The following financial service industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
FLAT,iPath US Treasury Flattener ETN,20110921,Barclays poaches Deutsche's equities team in S.Korea , HONG KONG  Sept 21 Barclays Capital (Barcap) has hired nine staff for its South Korean equities team  the company said in a statement on Wednesday. Eight of the nine staff previously worked with Deutsche Bank AG   said Barcap  investment banking arm of British bank Barclays Plc .,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,UPDATE 4-Lehman to drop appeals over Barclays sale , * Will not appeal follow-up ruling over employee bonuses,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,Obama says American jobs can help the world ,NEW YORK U.S. President Barack Obama sought support for his job creation plan at a philanthropic summit on Wednesday  saying improving the prospects of the world's richest economy was good for the world.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,Obama says American jobs can help the world , * Corporate leaders say social good now a core strategy,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of its North American business in 2008.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,DealTalk: Could BRIC banks ride to Europe's rescue? ,LONDON Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,DEALTALK-Could BRIC banks ride to Europe's rescue? , LONDON  Sept 21 Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,MOVES-BlackRock  Aon Hewitt  Standard Chartered , Sept 21 The following financial service industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20110921,Barclays poaches Deutsche's equities team in S.Korea , HONG KONG  Sept 21 Barclays Capital (Barcap) has hired nine staff for its South Korean equities team  the company said in a statement on Wednesday. Eight of the nine staff previously worked with Deutsche Bank AG   said Barcap  investment banking arm of British bank Barclays Plc .,normal
STPP,iPath US Treasury Steepener ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,topStory
STPP,iPath US Treasury Steepener ETN,20110921,UPDATE 4-Lehman to drop appeals over Barclays sale , * Will not appeal follow-up ruling over employee bonuses,normal
STPP,iPath US Treasury Steepener ETN,20110921,Obama says American jobs can help the world ,NEW YORK U.S. President Barack Obama sought support for his job creation plan at a philanthropic summit on Wednesday  saying improving the prospects of the world's richest economy was good for the world.,normal
STPP,iPath US Treasury Steepener ETN,20110921,Obama says American jobs can help the world , * Corporate leaders say social good now a core strategy,normal
STPP,iPath US Treasury Steepener ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of Lehman's North American business in 2008 to avoid an unnecessary strain on its remaining assets.,normal
STPP,iPath US Treasury Steepener ETN,20110921,Lehman to drop appeals over Barclays sale ,NEW YORK Lehman Brothers Holdings Inc  said it will drop its appeal of a bankruptcy court's ruling upholding Barclays Plc's  purchase of its North American business in 2008.,normal
STPP,iPath US Treasury Steepener ETN,20110921,DealTalk: Could BRIC banks ride to Europe's rescue? ,LONDON Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
