ACIW,ACI Worldwide Inc,20110726,UPDATE 3-ACI Worldwide offers to buy S1 Corp; Fundtech deal in doubt , * Says offer gives more value than S1's Fundtech merger plan,topStory
NFLX,Netflix Inc,20110726,US STOCKS-Wariness on debt issue keeps volume thin; 3M down , * Indexes: Dow off 0.5 pct  S&P 0.1 pct  Nasdaq up 0.2 pct,normal
NFLX,Netflix Inc,20110726,Wall Street raises targets  but Netflix shares dive ,LOS ANGELES Shares of top video rental company Netflix Inc fell more than 9 percent on Tuesday  a day after the Wall Street darling shocked investors by projecting a pause in its normally explosive subscriber growth. | Video ,normal
NFLX,Netflix Inc,20110726,US STOCKS-Industrials off after 3M results; Nasdaq  S&P flat , * Indexes: Dow off  0.5 pct  S&P off 0.2 pct  Nasdaq flat,normal
NWSA,News Corporation,20110726,UK's Osborne had 16 meetings with Murdoch execs ,LONDON British finance minister George Osborne has met executives from Rupert Murdoch companies 16 times since the general election in May 2010  according to data published on Tuesday.,topStory
NWSA,News Corporation,20110726,UPDATE 1-UK's Osborne had 16 meetings with Murdoch execs , * Culture Secretary to publish minutes of meetings-reports   (adds media commentator's quote  details),normal
NWSA,News Corporation,20110726,UK's Osborne had 16 meetings with Murdoch execs , LONDON  July 26 Britain's finance minister George Osborne has met executives from Rupert Murdoch companies 16 times since the general election in May 2010  according to data published on Tuesday.,normal
NWSA,News Corporation,20110726,PRESS DIGEST - Wall Street Journal - July 26 , July 26 The following were the top stories in The Wall Street Journal on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
NWSA,News Corporation,20110726,RPT-Saudi billionaire backs News Corp structure-report , LONDON  July 25 News Corp's  major shareholder Prince Alwaleed bin Tala has rebuffed calls to change the company's dual-class structure or leadership  the Financial Times reported in its Tuesday edition.,normal
NWSA,News Corporation,20110726,PRESS DIGEST - Financial Times - July 26 , News Corp shareholder Prince Alwaleed bin Talal has rebuffed calls to change the company's dual-class share structure or leadership in the wake of the phone-hacking affair. http://www.ft.com/cms/s/0/101b1844-b60d-11e0-8bed-00144feabdc0.html#axzz1T3bCNK00,normal
PCAR,PACCAR Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON U.S. industrial companies sounded warning alarms about U.S. consumer spending on Tuesday  citing high unemployment  a depressed housing market and the risk of a U.S. debt default.,topStory
PCAR,PACCAR Inc,20110726,UPDATE 3-Paccar results miss Street view  shares tumble , * Posts Q2 EPS of $0.65  below $0.69 Wall Street forecast,normal
QCOM,QUALCOMM Incorporated,20110726,Economic jitters threaten holiday chip cheer ,SAN FRANCISCO Makers of chips for TVs  game consoles and other consumer electronics aren't expecting much for Christmas  but insatiable demand for high-end gadgets like Apple's iPad will likely deliver some cheer.,topStory
QCOM,QUALCOMM Incorporated,20110726,Economic jitters threaten holiday chip cheer , SAN FRANCISCO  July 26 Makers of chips for TVs  game consoles and other consumer electronics aren't expecting much for Christmas  but insatiable demand for high-end gadgets like Apple's  iPad will likely deliver some cheer.,normal
QCOM,QUALCOMM Incorporated,20110726,UPDATE 2-ARM cautious on Christmas holiday sales , * Sees sequential rise in industry revenue in current quarter,normal
ROSE,Rosehill Resources Inc,20110726,UPDATE 1-Rosetta Resources production hit due to operational snag , * Prodn hit at Gates Ranch assets of Eagle Ford Shale  Texas,topStory
RYAAY,Ryanair Holdings plc,20110726,Ryanair sees small airlines going bust on high oil ,ROME Oil prices above $110 a barrel could force small regional European carriers to go bankrupt this winter  the chief executive of Europe's largest low-cost airline Ryanair  said on Tuesday.,topStory
RYAAY,Ryanair Holdings plc,20110726,Ryanair sees small airlines going bust on high oil , * Consolidation  bankruptcies seen in airline industry-CEO,normal
RYAAY,Ryanair Holdings plc,20110726,PRESS DIGEST - Ireland - July 26 , DUBLIN  July 26 - These are some of the leading stories in Ireland's newspapers on Tuesday. Reuters has not verified these stories and cannot vouch for their accuracy:,normal
SOHU,Sohucom Inc,20110726,Baidu sees strong third quarter on China ads ,LOS ANGELES/SHANGHAI China's top search engine Baidu Inc forecast revenue well ahead of Wall Street's expectations as large advertisers increased spending  sending its shares up around 7 percent.,topStory
SOHU,Sohucom Inc,20110726,UPDATE 4-Baidu sees strong Q3 on China ads; shares jump , * Sees higher costs in H2  more social network products,normal
SBUX,Starbucks Corporation,20110726,Calorie labels change some diners' habits: study ,WASHINGTON New York City's requirement that fast-food restaurants post calorie counts on menus led one in six customers to notice the information and buy foods with fewer calories  according to new research released on Tuesday.,topStory
SBUX,Starbucks Corporation,20110726,Calorie labels change some diners' habits-study , WASHINGTON  July 26 New York City's requirement that fast-food restaurants post calorie counts on menus led one in six customers to notice the information and buy foods with fewer calories  according to new research released on Tuesday.,normal
SBUX,Starbucks Corporation,20110726,UPDATE 1-Dunkin' Brands IPO prices at $19 per share , LOS ANGELES  July 26 Dunkin' Brands sold $422.75 million worth of shares at $19 apiece in its initial public offering  an underwriter told Reuters on Tuesday.,normal
SBUX,Starbucks Corporation,20110726,Dunkin' Brands may raise more than $400 million in IPO ,LOS ANGELES Dunkin' Brands Group this week plans to raise up to $400.5 million in an initial public offering that would help fuel the U.S. expansion of its Dunkin' Donuts coffee brand.,normal
TROW,T Rowe Price Group Inc,20110726,UPDATE 4-T. Rowe reports stronger earnings as assets rise , * Shares rise 0.15 percent  (Adds valuation information  updates shares to close),topStory
TROW,T Rowe Price Group Inc,20110726,Strong bond inflows boost asset managers' results ,BOSTON Several large U.S. asset managers reported solid quarterly results on Tuesday as an influx of cash to fixed-income funds helped offset somewhat reduced flows to stock funds amid investor uncertainty.,normal
TROW,T Rowe Price Group Inc,20110726,WRAPUP 3-Strong bond inflows boost asset managers' results , * Invesco bond and money funds outdraw its equities funds,normal
TTWO,Take-Two Interactive Software Inc,20110726,CORRECTED - CORRECTED-Zynga partners with Tencent to debut first mainland Ch ,  (Clarifies in headline and first paragraph that game launch is first in mainland China. Adds reference to Hong Kong game launch in paragraph five),topStory
VRTX,Vertex Pharmaceuticals Incorporated,20110726,UPDATE 3-Vertex 4-drug hepatitis C combo shows promise , * Half of patients on treatment rid of virus in 12 weeks,topStory
VOD,Vodafone Group Plc,20110726,Senator Al Franken urges rejection of AT&T T-Mobile deal ,WASHINGTON Senator Al Franken called on federal regulators on Tuesday to reject AT&T Inc's proposed buy of rival T-Mobile  saying it would mean pricier wireless and could cost thousands of jobs.,topStory
VOD,Vodafone Group Plc,20110726,UPDATE 2-U.S. Senator urges rejection of AT&T T-Mobile deal , * Key antitrust senator Kohl recently also criticized deal  (Adds statement from T-Mobile),normal
VOD,Vodafone Group Plc,20110726,RadioShack shuns T-Mobile for Verizon ,NEW YORK RadioShack Corp disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
VOD,Vodafone Group Plc,20110726,UPDATE 7-RadioShack shuns T-Mobile for Verizon  shares soar , NEW YORK  July 26 RadioShack Corp  disconnected an unprofitable wireless partnership with T-Mobile and replaced it with much bigger Verizon Wireless  sending shares of the U.S. consumer electronics chain up 19 percent.,normal
VOD,Vodafone Group Plc,20110726,CORRECTED - UPDATE 5-RadioShack shuns T-Mobile for Verizon; shares soar , (Corrects adjusted earnings per share to 31 cents from 24 cents in second bulletpoint),normal
VOD,Vodafone Group Plc,20110726,UPDATE 2-KPN's Q2 net profit down 11 pct on weak home front , * Shares up 1.96 percent  vs Amsterdam index up 0.15 pct,normal
VOD,Vodafone Group Plc,20110726,UPDATE 1-KPN's Q2 net profit down 11 pct on weak home front , AMSTERDAM  July 26 Dutch telecoms firm KPN  on Tuesday reported a worse-than-expected 11 percent fall in second-quarter net profit  hit by competition in the domestic mobile phone market and said Dutch market conditions remain difficult.,normal
MMM,3M Company,20110726,Economic jitters threaten holiday chip cheer ,SAN FRANCISCO Makers of chips for TVs  game consoles and other consumer electronics aren't expecting much for Christmas  but insatiable demand for high-end gadgets like Apple's iPad will likely deliver some cheer.,topStory
MMM,3M Company,20110726,Economic jitters threaten holiday chip cheer , SAN FRANCISCO  July 26 Makers of chips for TVs  game consoles and other consumer electronics aren't expecting much for Christmas  but insatiable demand for high-end gadgets like Apple's  iPad will likely deliver some cheer.,normal
MMM,3M Company,20110726,Debt talks buffet stocks  but chipmakers shine ,NEW YORK The stalemate in debt talks dragged down stocks for a second day on Tuesday  and light volume showed investors remained reluctant to make bets despite another round of healthy earnings. | Video ,normal
MMM,3M Company,20110726,US STOCKS-Debt talks buffet stocks  but chipmakers shine , * Dow off 0.7 pct  S&P off 0.4 pct  Nasdaq off 0.1 pct,normal
MMM,3M Company,20110726,US STOCKS-Debt headwinds buffet stocks  but chipmakers shine , * Dow off 0.7 pct  S&P off 0.4 pct  Nasdaq off 0.1 pct,normal
MMM,3M Company,20110726,US STOCKS-S&P 500 near flat while debt issue drags on , * Dow off 0.4 pct  S&P off 0.1 pct  Nasdaq up 0.2 pct,normal
MMM,3M Company,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON U.S. industrial companies sounded warning alarms about U.S. consumer spending on Tuesday  citing high unemployment  a depressed housing market and the risk of a U.S. debt default.,normal
MMM,3M Company,20110726,US STOCKS-Wariness on debt issue keeps volume thin; 3M down , * Indexes: Dow off 0.5 pct  S&P 0.1 pct  Nasdaq up 0.2 pct,normal
MMM,3M Company,20110726,US STOCKS-Industrials off after 3M results; Nasdaq  S&P flat , * Indexes: Dow off  0.5 pct  S&P off 0.2 pct  Nasdaq flat,normal
MMM,3M Company,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
ABT,Abbott Laboratories,20110726,UPDATE 1-US FTC conditions Perrigo's buy of Paddock Labs , * Approval conditioned on no 'pay for delay' for AndroGel,topStory
ABT,Abbott Laboratories,20110726,RPT-PREVIEW-Report could sway U.S. FDA device review process , WASHINGTON  July 25 The Institute of Medicine is poised to advise the U.S. drug regulator how it can refine its medical device approval process to get products to market quickly while protecting patients.,normal
AMG,Affiliated Managers Group Inc,20110726,Strong bond inflows boost asset managers' results ,BOSTON Several large U.S. asset managers reported solid quarterly results on Tuesday as an influx of cash to fixed-income funds helped offset somewhat reduced flows to stock funds amid investor uncertainty.,topStory
AMG,Affiliated Managers Group Inc,20110726,WRAPUP 3-Strong bond inflows boost asset managers' results , * Invesco bond and money funds outdraw its equities funds,normal
AMG,Affiliated Managers Group Inc,20110726,UPDATE 2-AMG profit jumps on inflows  shares rise , * Shares up 4.2 pct  (Adds EPS guidance  updates shares),normal
AKS,AK Steel Holding Corporation,20110726,Steelmakers warn of weak outlooks ,NEW YORK Many of the world's leading steelmakers warn that profits in the second half of this year will be hurt because of the slow economic recovery  along with lower steel prices and higher raw material costs.,topStory
AKS,AK Steel Holding Corporation,20110726,UPDATE 3-AK Steel misses Q2 estimates  warns on Q3 , * Warns Q3 prices to be lower  raw material costs higher,normal
