AEIS,Advanced Energy Industries Inc,20110804,Analysis: SMA Solar faces profit margin struggle ,FRANKFURT Europe's biggest solar company is unlikely to meet profit margin forecasts this year  analysts say  as demand in its largest markets collapses and global competitors start to force down prices.,topStory
NWSA,News Corporation,20110804,Paul McCartney says appears to be phone hacking victim ,LOS ANGELES Former Beatle Paul McCartney said on Thursday that he appears to be a victim of the newspaper phone hacking scandal in Britain and will be talking to police when he finishes a U.S. tour.,topStory
NWSA,News Corporation,20110804,Paul McCartney says appears to be phone hacking victim , * Says expects to learn more when he talks to U.K. police,normal
NWSA,News Corporation,20110804,Insight: CEOs warned: mind the pay gap ,LONDON A stuttering economy and anemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,normal
NWSA,News Corporation,20110804,UPDATE 1-UK lawmakers pressure Piers Morgan on hacking claims , * Ex-wife of Beatle Paul McCartney claims her phone hacked,normal
NWSA,News Corporation,20110804,INSIGHT-CEOs warned: mind the pay gap , LONDON  Aug 4 A stuttering economy and anaemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,normal
NWSA,News Corporation,20110804,UK lawmakers call for Piers Morgan hacking quiz , LONDON  Aug 4 British lawmakers on Thursday called for U.S. talk show host Piers Morgan to return to Britain to answer questions about phone-hacking after allegations made by the ex-wife of former Beatle Paul McCartney.,normal
NTRS,Northern Trust Corporation,20110804,BNY Mellon imposes fee on rapidly growing deposits ,NEW YORK Bank of New York Mellon Corp told some of its biggest depositors this week it does not want their money.,topStory
NTRS,Northern Trust Corporation,20110804,UPDATE 4-BNY Mellon imposes fee on rapidly growing deposits , * Fees apply to accounts of more than $50 million  (Adds analyst comment and details on fee amounts),normal
NTRS,Northern Trust Corporation,20110804,Northern Trust says not charging for deposits , BOSTON  Aug 4 Custody bank Northern Trust  said it has not imposed new fees on customer deposits  unlike competitor Bank of New York Mellon Corp.,normal
ZEUS,Olympic Steel Inc,20110804,A ,A	  ,topStory
GOLD,Randgold Resources Limited,20110804,UPDATE 2-Randgold's profits triple  says output still rising , * Shares up 3.7 pct to highest level this year   (Adds interview with CEO  share price  analyst comment),topStory
ROST,Ross Stores Inc,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
ROST,Ross Stores Inc,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
SWIR,Sierra Wireless Inc,20110804,UPDATE 1-Sierra Wireless Q2 loss narrower than expected; shares up , Aug 4 Canada's Sierra Wireless   reported a narrower-than-expected quarterly loss  and said it expects third-quarter revenue to improve as it launches new products for Canada's expanding 4G network.,topStory
SBUX,Starbucks Corporation,20110804,Busy NYC Starbucks block sockets to free up seats ,LOS ANGELES  Aug 4  - Some busy Starbucks coffee shops in New York City have started blocking electrical outlets to discourage laptop users from hogging space  and to free up seats for other customers.,topStory
SBUX,Starbucks Corporation,20110804,Busy NYC Starbucks block sockets to free up seats , LOS ANGELES  Aug 4 (Reuters Life) - Some busy Starbucks coffee shops in New York City have started blocking electrical outlets to discourage laptop users from hogging space  and to free up seats for other customers.,normal
TSEM,Tower Semiconductor Ltd,20110804,UPDATE 2-TowerJazz's Q2 profit beats estimates , * Q2 non-GAAP earnings per share $0.15 vs forecast of $0.12,topStory
VOD,Vodafone Group Plc,20110804,Investors flee bad telecom smartphone bets ,NEW YORK Smartphones may have good looks and a lot of whiz-bang features  but this week they just have a bad reputation.,topStory
VOD,Vodafone Group Plc,20110804,Senators cite benefits of AT&T  T-Mobile deal ,WASHINGTON Two Republican senators urged U.S. officials to consider the benefits of AT&T Inc's $39 billion bid to acquire Deutsche Telekom AG's T-Mobile USA.,normal
VOD,Vodafone Group Plc,20110804,U.S. senators cite benefits of AT&T  T-Mobile deal , * Lee  Cornyn disagree with calls to block AT&T merger,normal
VOD,Vodafone Group Plc,20110804,Hungary invites bids for 900 MHz mobile frequency , BUDAPEST  Aug 4 Hungary has launched an international auction to sell the right to use its 900 MHz mobile frequency for 15 years  the National Media and Infocommunications Authority said on Thursday.,normal
VOD,Vodafone Group Plc,20110804,Hutchison H1 undershoots due to 3G  port charge ,HONG KONG Li Ka-shing's ports-to-telecoms conglomerate Hutchison Whampoa  fell short of forecasts for first half profits on Thursday  dragged back by its 3G business and a bigger-than-expected charge on a major asset sale.,normal
VOD,Vodafone Group Plc,20110804,UPDATE 3-Hutchison H1 undershoots due to 3G  port charge , * H1 profit soars but lags f'cast  spinoff gains at HK$44.3 bln,normal
VOD,Vodafone Group Plc,20110804,UPDATE 11-Hitachi  Mitsubishi edge towards groundbreaking merger , * Uncertainty remains  planned Thursday announcement scrapped-source,normal
WYNN,Wynn Resorts Limited,20110804,Melco Crown applies for dual listing in Hong Kong , HONG KONG  Aug 4 Casino owner Melco Crown Entertainment Ltd has applied to the Hong Kong stock exchange for a dual listing in the Chinese territory  it said on Thursday.,topStory
ZBRA,Zebra Technologies Corporation,20110804,UPDATE 1-Zebra Technologies Q2 profit beats narrowly , * Sees Q3 EPS $0.57-$0.64  revenue $245-$255 mln   (Follows alerts),topStory
ZUMZ,Zumiez Inc,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
ZUMZ,Zumiez Inc,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
ZUMZ,Zumiez Inc,20110804,WRAPUP 1-US chains win shoppers  July sales with discounts , * Some worry if retailers had to discount more than usual  (Adds Costco),normal
ZUMZ,Zumiez Inc,20110804,WRAPUP 1-US chains win shoppers  July sales with discounts , * Some worry if retailers had to discount more than usual  (Adds Costco),normal
MMM,3M Company,20110804,Analysis: Shaky economy has companies wary of spending ,BOSTON/NEW YORK Weakening demand in the United States and Europe has spooked some in corporate America  prompting big companies to throttle back their spending just as U.S. government looks for ways to cut its own outlays.,topStory
ABT,Abbott Laboratories,20110804,Ex-Orioles player settles insider-trading charges ,WASHINGTON/NEW YORK Former Baltimore Orioles third baseman Doug DeCinces agreed to pay $2.5 million to settle insider trading charges filed by the U.S. Securities and Exchange Commission Thursday.,topStory
ABT,Abbott Laboratories,20110804,UPDATE 3-Ex-Orioles player settles insider-trading charges , * SEC also settles with three DeCinces associates  (Adds details from complaint  case citation),normal
ANF,Abercrombie & Fitch Company,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
ANF,Abercrombie & Fitch Company,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
ACN,Accenture plc,20110804,UPDATE 1-Sapient Q2 profit beats Street view , Aug 4 Business and technology consultancy Sapient Corp reported a better-than-expected quarterly profit  helped by growth in service revenue  and forecast a strong third quarter.,topStory
ACM,AECOM,20110804,UPDATE 1-Aecom cuts FY EPS outlook on cost-reduction plans , * Shares down 3 pct in pre-market trade   (Follows alerts),topStory
AET,Aetna Inc,20110804,CVS Caremark cuts sales view  shares fall ,CHICAGO CVS Caremark Corp  trimmed its 2011 sales forecast and narrowed its profit target  sending its shares down more than 3 percent on Thursday even though it posted a better-than-expected quarterly profit.,topStory
AET,Aetna Inc,20110804,UPDATE 4-CVS Caremark cuts sales view  shares fall , * Confident on year  narrows FY EPS view to $2.75-$2.81,normal
AEM,Agnico Eagle Mines Limited,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Adds analyst comment  details),topStory
AEM,Agnico Eagle Mines Limited,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Updates to close  adds analyst comment  details),normal
AEM,Agnico Eagle Mines Limited,20110804,CANADA STOCKS-TSX sinks 3 pct on growth fears  weakest since Oct , * All sectors drop on economic woes  materials lead  (Updates prices  adds further details),normal
AEM,Agnico Eagle Mines Limited,20110804,CANADA STOCKS-TSX off 3.5 pct  weakest since Oct on growth fears , * U.S. stocks also drop about 3 pct  (Recasts  adds analyst comment  further details),normal
AEM,Agnico Eagle Mines Limited,20110804,CANADA STOCKS-TSX drops more than 3 pct as global markets tumble ,   * TSX down down 391.74 points  or 3.06 pct  at 12 424.29,normal
AGI,Alamos Gold Inc,20110804,UPDATE 2-Alamos Q2 profit rises on higher gold prices  backs FY view , * Says on track to meet 2011 production view   (Adds details on 2012 output view  FY target  production details),topStory
LNT,Alliant Energy Corporation,20110804,UPDATE 1-NRG Energy posts higher profit; CFO resigns , * Alliant Q2 rev $819.5 mln vs est $768.1 mln   (Follows alerts),topStory
ALLY,Ally Financial Inc,20110804,Ally delays IPO plans to September: sources ,NEW YORK Ally Financial has delayed its $6 billion initial public offering until at least September as plunging stock markets dashed the auto and mortgage lender's hopes to launch an offering this summer  sources familiar with the situation said.,topStory
