ACIW,ACI Worldwide Inc,20110915,UPDATE 4-Fundtech drops S1 for 'superior' PE offer , * GTCR's $23.33/shr cash offer at 33 pct premium to Fundtech Wed close,topStory
VZA,Verizon Communications Inc,20110915,Fifteen U.S. lawmakers ask Obama to OK AT&T merger , * Lawmakers cite jobs as reason to seek merger's approval,normal
WDR,Waddell & Reed Financial Inc,20110915,Citic Securities to sell up to $1.94 bln of shares in HK offer ,HONG KONG Citic Securities Co Ltd   China's largest publicly traded brokerage  could raise up to $1.94 billion with a Hong Kong share offering to fund expansion in international markets  IFR reported on Friday.,topStory
WDR,Waddell & Reed Financial Inc,20110915,UPDATE 2-Citic Securities to sell up to $1.94 bln of shares in HK offer -IFR , * Citic to offer 995.3 million shares at HK$12.84 to HK$15.2 each -IFR,normal
WDR,Waddell & Reed Financial Inc,20110915,UPDATE 2-Citic Securities' $2 bln HK offer fully covered-sources , * Orders from anchor investors help fully cover $2 bln deal,normal
WDR,Waddell & Reed Financial Inc,20110915,CORRECTED-UPDATE 1-Citic Securities $2 bln HK offer fully covered-sources , (Corrects to say Citic Securities is based in Shenzhen  not Shanghai),normal
DIS,Walt Disney Company (The),20110915,Hollywood rolls out red carpet for Cowell's "X Factor" ,LOS ANGELES There aren't many reality TV shows that stage their own world premiere.,topStory
DIS,Walt Disney Company (The),20110915,Hollywood rolls out red carpet for Cowell's "X Factor" , * "X Factor" gets flashy premiere fitting for splashy show,normal
WFC,Wells Fargo & Company,20110915,Insight: BofA cuts foretell downturn in branch banking ,To see why Bank of America Corp can cut 30 000 jobs from its consumer banking business  just stop by one of the 14 000 new automatic teller machines it has installed over the last three years.,topStory
WFC,Wells Fargo & Company,20110915,UPDATE 1-INSIGHT-BofA cuts foretell downturn in branch banking , * BofA's acquisition spree creates layoff opportunities  (Adds detail on branch closures),normal
WFC,Wells Fargo & Company,20110915,INSIGHT-BofA cuts foretell a downturn in branch banking , * BofA's acquisition spree creates layoff opportunities,normal
WFC,Wells Fargo & Company,20110915,Wells sues JPMorgan over 800 mortgage loans ,JPMorgan Chase & Co  was sued by Wells Fargo & Co   which seeks to force it to buy back more than 800 soured mortgage loans that it oversees as trustee.,normal
WFC,Wells Fargo & Company,20110915,Wells sues JPMorgan over 800 mortgage loans , * Wells Fargo says JPMorgan's EMC unit breached warranties,normal
WFC,Wells Fargo & Company,20110915,SEC says no probes hurt by destroyed records ,WASHINGTON A past practice of destroying certain pre-investigative materials has not harmed any current or future investigations by the Securities and Exchange Commission  the U.S. agency's enforcement chief said on Wednesday.,normal
WBK,Westpac Banking Corporation,20110915,CORRECTED-Australia govt unveils covered bonds legislation , (Corrects Australia bank ratings to AA in second paragraph),topStory
BTG,B2Gold Corp,20110915,UPDATE 1-B2Gold finds more high-grade gold in Nicaragua , Sept 15 Canada's B2Gold Corp said high-grade gold zone at Jabali in its La Libertad property has increased and it has started environmental studies and metallurgical test work.,topStory
GTE,Gran Tierra Energy Inc,20110915,UPDATE 1-Gran Tierra inks deal with Statoil unit , Sept 15 Canadian oil exploration and production company Gran Tierra Energy Inc said it has signed partnership agreements with Norwegian Statoil's  Brazilian division for two properties located in the Camamu-Almada Basin.,topStory
SEB,Seaboard Corporation,20110915,Swedish banks say solid despite market turbulence , STOCKHOLM  Sept 15 Swedish bank executives at a conference reassured investors about their performance in recent volatile market conditions  while the central bank said on Thursday it would make clear its recommendations for bank capital levels in November.,topStory
SVM,Silvercorp Metals Inc,20110915,Silvercorp pushes on with buyback  shares rise ,TORONTO Embattled miner Silvercorp   caught in a storm of anonymous fraud allegations  said on Thursday its shares are undervalued and it is pushing ahead with its share repurchase plan.,topStory
SVM,Silvercorp Metals Inc,20110915,UPDATE 4-Silvercorp pushes on with buyback  shares rise ,   * Says has repurchased nearly 4 mln common shares so far,normal
