ACOR,Acorda Therapeutics Inc,20110725,UPDATE 1-Biogen wins conditional approval for MS drug in EU , * Study to evaluate safety  efficacy over the long term,topStory
TKC,Turkcell Iletisim Hizmetleri AS,20110725,Cukurova to appeal court ruling raising Altimo's Turkcell stake , ISTANBUL  Jul 25 Turkey's Cukurova Group  which controls the country's largest mobile phone company Turkcell    said on Monday that it will appeal immediately against a court ruling awarding a higher stake in Turkcell to Russia's Altimo.,topStory
UBS,UBS AG,20110725,FACTBOX-Singapore GIC's portfolio at a glance , SINGAPORE  July 26 Singapore's biggest sovereign wealth fund GIC [GIC.UL] cut its exposure to developed countries and raised its holdings of emerging market equities during its financial year ended March 2011. [ID:nN1E76O1YY],topStory
UBS,UBS AG,20110725,NEWSMAKER-Deutsche Bank's Jain sees execution as his forte , FRANKFURT  July 25 Deutsche Bank  crowned India-born investment banking chief Anshu Jain and German banker Juergen Fitschen co-chief executives on Monday  ending a drawn-out succession process.,normal
UBS,UBS AG,20110725,UPDATE 1-Singapore wealth fund GIC turns to China  Brazil  Korea , * Says US  Europe face long-term problems in tackling debt,normal
UBS,UBS AG,20110725,UBS names Americas head of leveraged finance , NEW YORK  July 25 UBS AG   said on Monday it named Michael Konigsberg  a former banker for Barclays Plc  affiliate Barclays Capital  as its Americas head of leveraged finance.,normal
UBS,UBS AG,20110725,Moelis hires M&A banker Gregg Polle , NEW YORK  July 25 Investment bank Moelis & Co said on Monday that it had hired Gregg Polle as a managing director responsible for providing strategic advice to clients globally across a number of industries.,normal
UBS,UBS AG,20110725,REFILE-Slow trading to trigger UBS cost cuts , (Refiles to add dropped billion from second bullet point),normal
UAL,United Continental Holdings Inc,20110725,Airlines raise fares as taxes lapse ,ATLANTA Many U.S. airlines have raised fares in recent days to take advantage of a lapse in U.S. ticket tax collection after Congress failed last week to fully fund the Federal Aviation Administration budget  but passengers are not likely to notice any price difference.,topStory
UAL,United Continental Holdings Inc,20110725,UPDATE 2-U.S. airlines raise fares as taxes lapse , * For most travelers  ticket prices not likely to change,normal
UAL,United Continental Holdings Inc,20110725,COLUMN-Why do airlines fight rules to help the environment? , -- Peter Goldmark  a former publisher of the International Herald Tribune  is a columnist for Newsday. From 2003 to 2010 he ran the Climate and Air program for Environmental Defense Fund. The opinions expressed are his own. --,normal
UAL,United Continental Holdings Inc,20110725,U.S. airlines raise fares to scoop up tax lapse , * For most travelers  ticket prices likely won't change,normal
UPS,United Parcel Service Inc,20110725,COLUMN-LNG poised to become a transportation fuel: Kimmerle ,  -- Chris Kimmerle is a Reuters market analyst. The views expressed are his own.--,topStory
X,United States Steel Corporation,20110725,UPDATE 3-U.S. Steel profit  revenue miss Street , * CEO expects operating profit to slip in Q3  (Adds analyst comments  updates share price),topStory
UTX,United Technologies Corporation,20110725,UPDATE 1-Embraer picks IAE as engine supplier for cargo plane , * Announcement comes amid worries over commercial aircraft,topStory
UTX,United Technologies Corporation,20110725,Market Chatter -- Corporate finance press digest , BANGALORE  July 25The following corporate finance-related stories were reported by media on Monday:,normal
UTX,United Technologies Corporation,20110725,United Tech mulls sale of rocket business - WSJ , July 25 United Technologies Corp is considering a partial sale or other strategic option for its rocket engine business  the Wall Street Journal said  citing a company executive.,normal
UTX,United Technologies Corporation,20110725,Companies churn out profits but not jobs ,NEW YORK The sluggish pace of hiring may be hobbling the U.S. economy  but it's not been holding back big U.S. companies' profits thanks to growth overseas and cost controls at home. And that's bad news for the more than 14 million Americans without jobs.,normal
UHS,Universal Health Services Inc,20110725,HCA results miss expectations ,CHICAGO Hospital operator HCA Holdings Inc  said quarterly profit and revenue fell short of expectations because of a decline in complex surgical cases performed at its facilities  sending shares down 15 percent.,topStory
UHS,Universal Health Services Inc,20110725,UPDATE 4-HCA results miss expectations  shares plunge , * Hospital operator says performed fewer complex surgeries,normal
VRX,Valeant Pharmaceuticals International Inc,20110725,CANADA STOCKS-TSX may open lower on U.S debt concerns; RIM news , July 25 Toronto's main stock index looked set to open lower on Monday  hurt by news of major job cuts at Research In Motion Ltd  and an impasse in U.S. debt ceiling talks that fueled worries of a U.S. default.,topStory
VRX,Valeant Pharmaceuticals International Inc,20110725,UPDATE 1-Valeant gets regulatory OK for insomnia drug in Canada , July 25 Specialty drugmaker Valeant Pharmaceuticals International Inc  said Canadian health regulators approved its insomnia drug  Sublinox.,normal
VLO,Valero Energy Corporation,20110725,US Cash Products-Midwest refinery problem boosts Aug gasoline , NEW YORK  July 25 Chicago gasoline differentials rose 3.50 cents a gallon on Monday as increased buying inflated values following reports of regional refinery problems.,topStory
VR,Validus Holdings Ltd,20110725,Validus goes hostile on $3.2 billion Transatlantic bid ,NEW YORK Reinsurer Validus Holdings Ltd  took its $3.2 billion offer to buy Transatlantic Holdings Inc  directly to shareholders on Monday after rejecting its rival's conditions for merger talks.,topStory
VR,Validus Holdings Ltd,20110725,UPDATE 5-Validus goes hostile on $3.2 bln Transatlantic bid , * Shares fall in early trading  both bids at discount  (Updates shares  deal values),normal
GRA,WR Grace & Co,20110725,W.R. Grace cleared to bid in secret auction , WILMINGTON  Del.  July 25 Chemicals maker W.R. Grace and Co  received bankruptcy court approval on Monday to participate in an auction that could "significantly" bolster its business  according to court documents.,topStory
WMT,Wal-Mart Stores Inc,20110725,COLUMN-LNG poised to become a transportation fuel: Kimmerle ,  -- Chris Kimmerle is a Reuters market analyst. The views expressed are his own.--,topStory
WMT,Wal-Mart Stores Inc,20110725,South African Markets - Factors to watch on July 25 , JOHANNESBURG  July 25 The following company announcements  scheduled economic indicators  debt and currency market moves and political events may affect South African markets on Monday.,normal
WMT,Wal-Mart Stores Inc,20110725,S.Africa not seeking to block Wal-Mart-paper , JOHANNESBURG  July 25 South Africa is not seeking to overturn competition regulators' approval of Wal-Mart  buying control of local retailer Massmart   but wants tougher conditions for the deal  the Business Day newspaper reported on Monday.,normal
WM,Waste Management Inc,20110725,COLUMN-LNG poised to become a transportation fuel: Kimmerle ,  -- Chris Kimmerle is a Reuters market analyst. The views expressed are his own.--,topStory
WFT,Weatherford International plc,20110725,Swiss stocks - Factors to watch on July 25 , ZURICH  July 25 Swiss shares were set to open lower on Monday  in tandem with European benchmark indexes  as hopes faded for a political deal to avert a U.S. default  dampening appetite for risky assets.,topStory
WBK,Westpac Banking Corporation,20110725,PRESS DIGEST-Australian Business News - July 26 , Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
XRX,Xerox Corporation,20110725,Canon lifts forecast after rapid quake recovery ,TOKYO Canon Inc posted better-than-expected quarterly profits and raised its annual forecast after it staged a rapid recovery from supply chain woes sparked by the March 11 earthquake.,topStory
XRX,Xerox Corporation,20110725,UPDATE 2-Canon lifts forecast after rapid quake recovery , * Quarterly profit down 30 pct  but higher than expected,normal
YGE,Yingli Green Energy Holding Company Limited,20110725,DuPont buys solar tech company Innovalight ,LOS ANGELES Chemical company DuPont said on Monday it bought solar technology start-up Innovalight Inc in a move to help double sales to the solar industry to $2 billion by 2014.,topStory
YGE,Yingli Green Energy Holding Company Limited,20110725,UPDATE 3-DuPont buys solar tech company Innovalight , * Innovalight silicon ink boosts efficiency of solar cells,normal
NSU,Nevsun Resources Ltd,20110725,Gold mining shares are better bets than gold - Franklin Templeton , SINGAPORE  July 25 Investors who are bullish on gold should consider buying shares of gold miners to gain the additional returns from greater efficiency in extracting the metal as well as the discovery of new mines  a Franklin Templeton fund manager said on Monday.,topStory
