ATVI,Activision Blizzard Inc,20110902,United States loses video game jobs to Quebec ,MONTREAL Outside  the sun is shining  but it is dark in the production room where more than 150 Ubisoft artists  animators and engineers are racing to finish the latest edition of "Assassin's Creed " one of this holiday's hotly anticipated games.,topStory
BTU,Peabody Energy Corporation,20110902,UPDATE 2-Peabody lowers outlook on Aussie coal mine mishap , * Stock drops over 4 percent  (Rewrites; adds force majeure and analyst comments  background  stock moves  byline),topStory
PTR,PetroChina Company Limited,20110902,Exclusive: China curbs Iran energy work ,BEIJING China has put the brakes on oil and gas investments in Iran  drawing ire from Tehran over a pullback that officials and executives said reflected Beijing's efforts to appease Washington and avoid U.S. sanctions on its big energy firms.,topStory
PTR,PetroChina Company Limited,20110902,Asia Distillates-September regrade falls to 7-week low , SINGAPORE  Sept 2 Asian jet fuel's premium to gas oil fell to a 7-week low on Friday  as the diesel market strengthened after the product's East-to-West arbitrage window opened.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110902,UPDATE 1-Petrobras shuts some ops in U.S. Gulf due to TS Lee , Sept 2 Petrobras   said Friday it had shut operations and evacuated personnel at Cottonwood's wells as a precaution for the Tropical Storm Lee that currently threatened the Louisiana coast with torrential rains and flooding.,topStory
PFE,Pfizer Inc,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
PFE,Pfizer Inc,20110902,Bayer  J&J clot drug seen winning U.S. panel nod ,WASHINGTON/NEW YORK An experimental stroke preventer from Bayer and Johnson & Johnson is likely to win a recommendation from U.S. health advisers next week  but not without concern over risks seen when patients come off the drug.,normal
PFE,Pfizer Inc,20110902,PREVIEW-UPDATE 1-Bayer  J&J clot drug seen winning US panel nod ,   * Bayer  J&J's Xarelto in new class of stroke preventers,normal
PFE,Pfizer Inc,20110902,PREVIEW-Bayer anti-clot drug seen winning US panel nod ,   * Bayer  J&J's Xarelto in new class of stroke preventers,normal
PFE,Pfizer Inc,20110902,Pfizer extends offer for Icagen again ,CHICAGO Pfizer Inc  extended the expiration date of its tender offer for Icagen Inc.  until tonight 6 p.m. EDT.,normal
PFE,Pfizer Inc,20110902,UPDATE 1-Pfizer extends offer for Icagen again , CHICAGO  Sept 2 Pfizer Inc  extended the expiration date of its tender offer for Icagen Inc.  until tonight 6 p.m. EDT.,normal
PFE,Pfizer Inc,20110902,Astra's Crestor drug fails to beat Pfizer's Lipitor ,LONDON/ZURICH AstraZeneca Plc's key cholesterol drug Crestor failed to beat Pfizer Inc's Lipitor in a head-to-head clinical study  limiting any protection the British company will get as its U.S. rival faces competition from cheap generic copies.,normal
PFE,Pfizer Inc,20110902,UPDATE 1-Astra's Crestor drug fails to beat Pfizer's Lipitor , LONDON  Sept 2 AstraZeneca's key cholesterol drug Crestor has failed to beat Pfizer's  Lipitor in a head-to-head clinical study  limiting any boost the British company will get as its U.S. rival prepares for competition from cheap generic copies.,normal
PHI,PLDT Inc,20110902,Philippines - Market factors to watch - Sept 2 , MANILA  Sept 2 Here are news stories and press reports which may influence local financial markets on Friday:,topStory
PKX,POSCO,20110902,CORRECTED-UPDATE 1-China Baosteel group buys $1.95 bln stake in Brazil CBMM , (Corrects third paragraph to show Moreira Salles family stake in CBMM is 70 percent  not 30 percent),topStory
PKX,POSCO,20110902,China's Shougang  Anshan Steel in CBMM niobium consortium , * Anshan Steel and Shougang Steel are among five investors,normal
PG,Procter & Gamble Company (The),20110902,Clorox can wait for Icahn to fail: traders ,PHILADELPHIA Traders who bet on deals are putting low odds on billionaire investor Carl Icahn making any inroads at Clorox Co .,topStory
RTN,Raytheon Company,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
RENN,Renren Inc,20110902,China state paper urges Internet rethink to gag foes ,BEIJING China's Communist Party control is at risk unless the government takes firmer steps to stop Internet opinion being shaped by increasingly organized political foes  a team of party writers warned in a commentary published on Friday.,topStory
RENN,Renren Inc,20110902,UPDATE 1-China state paper urges Internet rethink to gag foes , BEIJING  Sept 2 China's Communist Party control is at risk unless the government takes firmer steps to stop Internet opinion being shaped by increasingly organised political foes  a team of party writers warned in a commentary published on Friday.,normal
RIO,Rio Tinto Plc,20110902,African mining investment prospects improving , * Overall risk of investing in African countries seen lower,topStory
RHI,Robert Half International Inc,20110902,Waiting for good news? So are employers ,NEW YORK If you take one open job  and one ideal job candidate  how many rounds of interviews will it take for that person to get hired?,topStory
RHI,Robert Half International Inc,20110902,Waiting for good news? So are U.S. employers , * Staffing stocks broadly lower in U.S.  European trading,normal
RY,Royal Bank Of Canada,20110902,PRESS DIGEST - CANADA - Sept 2 , Sept 2 The following are top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
RBS,Royal Bank Scotland plc (The),20110902,Indigestion fears as covered issuers pile in , LONDON  Sep 1 (IFR) - The covered bond market revival could be jeopardised by overeager banks executing large deals and poor secondary performance  bankers said this week.,topStory
SNY,Sanofi,20110902,Two U.S. children develop flu from pigs: CDC ,CHICAGO Two U.S. children were infected with flu viruses that originated in pigs in the past two months  and an analysis of both viruses showed they had picked up genetic material from the 2009 pandemic influenza A H1N1 virus  government researchers said on Friday.,topStory
SNY,Sanofi,20110902,Two U.S. children develop flu from pigs -CDC , * No sustained human-to-human transmission seen so far-CDC,normal
SNY,Sanofi,20110902,French and Benelux stocks-Factors to watch on Sept 2 , PARIS  Sept 2 Below are company-related news and leading stories from French and Benelux media which could have an impact on the region's markets or individual stocks.,normal
SAP,SAP SE,20110902,German stocks - Factors to watch on September 2 , FRANKFURT  Sept 2 The DAX top-30 index  looked set to open 1.9 percent lower on Friday  according to premarket data from brokerage Lang & Schwarz at 0610 GMT.,topStory
SAP,SAP SE,20110902,PRESS DIGEST - Wall Street Journal - Sept 2 , Sept 2 The following were the top stories in The Wall Street Journal on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
SAP,SAP SE,20110902,PRESS DIGEST - New York Times business news - Sept 2 , Sept 2 The following were the top stories in The New York Times business pages on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
SJR,Shaw Communications Inc,20110902,PRESS DIGEST - CANADA - Sept 2 , Sept 2 The following are top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
SKM,SK Telecom Co Ltd,20110902,Hynix due diligence extended by 1 wk -lead shareholder , SEOUL  Sept 2 Hynix Semiconductor's  creditors-turned-shareholders decided to extend bidders' due diligence by one week  following a request by bidder STX Corp    the lead shareholder said on Friday.,topStory
SNE,Sony Corp Ord,20110902,Netflix shares fall after stumble with Starz ,LOS ANGELES/BANGALORE High-flying Netflix Inc saw its shares fall 8.6 percent on Friday after failing to secure a chunk of movie content for the online service it touts as the future of its popular video rental business.,topStory
SNE,Sony Corp Ord,20110902,UPDATE 4-Netflix shares fall after stumble with Starz , * Shares drop 8.6 pct to $213.11 after Starz deal collapse,normal
SNE,Sony Corp Ord,20110902,Microsoft to win from Google Motorola buy -Acer , BERLIN  Sept 2 Microsoft will be the winner in Google's acquisition of Motorola Mobility  as the deal makes Google a direct rival to its phone-making clients  a senior executive from Acer Inc  said on Friday.,normal
SNE,Sony Corp Ord,20110902,IFA-TV makers hope for boost in H2 , BERLIN  Sept 2 TV makers put on a brave face at IFA  Europe's biggest consumer electronics show in Berlin  reassuring themselves that new products and brisk holiday business would compensate a weak first six months of the year.,normal
SNE,Sony Corp Ord,20110902,Sony tablets face tough sell on price  hardware ,TOKYO/NEW YORK Sony's new tablet computers failed to excite gadget reviewers and analysts who criticized the pricing and quality of the devices  underscoring the battle Sony faces regaining its consumer electronics crown. | Video ,normal
SNE,Sony Corp Ord,20110902,Starz to pull content from Netflix as talks fail ,LOS ANGELES/NEW YORK Starz Entertainment will pull all of its movies and television shows from Netflix Inc's streaming service early next year  depriving Netflix customers from online viewing of new releases out of two major Hollywood studios.,normal
SNE,Sony Corp Ord,20110902,UPDATE 4-Starz to pull content from Netflix as talks fail , * Netflix shares fall 8.7 pct after-hours  (Adds details on negotiations),normal
S,Sprint Corporation,20110902,AT&T prepares two-track plan to save T-Mobile deal ,NEW YORK AT&T Inc is expected to soon present a proposed solution to U.S. antitrust regulators to salvage its planned $39 billion acquisition of smaller rival T-Mobile USA  according to people close to the matter. | Video ,topStory
S,Sprint Corporation,20110902,Court battle looms between U.S. and AT&T  T-Mobile ,NEW YORK/WASHINGTON The Justice Department made a bold move when it sued to block AT&T Inc's $39 billion acquisition of T-Mobile. Now comes the hard part: going to court. | Video ,normal
S,Sprint Corporation,20110902,White House says played no role in AT&T decision ,WASHINGTON The White House had no role in the U.S. Justice Department's decision to sue to block AT&T Inc's $39 billion purchase of T-Mobile USA  a spokesman said on Thursday.,normal
S,Sprint Corporation,20110902,AT&T prepares two-track plan to save T-Mobile deal , * AT&T wants meeting with DoJ to propose solution -sources,normal
SU,Suncor Energy  Inc,20110902,CANADA STOCKS-TSX slips as U.S. jobs growth stalls  golds gain , * Eight of 10 sectors weaker  materials rise on gold  (Adds details  comments),topStory
SU,Suncor Energy  Inc,20110902,CORRECTED - CANADA STOCKS-TSX drops as U.S. jobs growth stalls , *Eight of 10 sectors weaker  materials group rises on gold  (Corrects the number of sectors that were weaker in bullet point and 9th paragraph),normal
SU,Suncor Energy  Inc,20110902,CANADA STOCKS-TSX drops on US jobs data  golds cushion fall , *Nine of 10 sectors weaker  materials group rises on gold  (Updates with details  comments),normal
SU,Suncor Energy  Inc,20110902,PRESS DIGEST - CANADA - Sept 2 , Sept 2 The following are top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,normal
SUN,Sunoco LP,20110902,Sunoco restarts 2nd Philadelphia crude unit -filing , HOUSTON  Sept 2 Sunoco Inc's  335 000 barrel per day (bpd) Philadelphia refinery restarted the 135 000 bpd crude distillation unit in the Point Breeze section of the refinery on Thursday  according to a notice filed with Philadelphia pollution regulators.,topStory
SVU,SuperValu Inc,20110902,US Labor Day soda prices up from last year-report , NEW YORK  Sept 2 U.S. advertised soda prices are up more than expected for the Labor Day holiday weekend  according to a survey  which bodes well for profits at Coca-Cola Co   PepsiCo Inc  and Dr Pepper Snapple Group Inc .,topStory
TS,Tenaris SA,20110902,UPDATE 1-Russia TMK H1 net profit beats forecast , Sept 2 TMK   Russia's largest maker of steel pipes for the energy sector  said first half net profit reached $258 million  up from $67 million last year  exceeding analysts estimates thanks to higher volume output and prices.,topStory
BX,The Blackstone Group LP,20110902,UPDATE 1-Barcap poaches Morgan Stanley banker-sources , * Key hire to win private equity mandates as competition rises in Asia,topStory
BX,The Blackstone Group LP,20110902,UPDATE 1-Barcap poaches Morgan Stanley banker-sources , * Key hire to win private equity mandates as competition rises in Asia,normal
BX,The Blackstone Group LP,20110902,GlaxoSmithKline to sell non-core products: report ,LONDON GlaxoSmithKline  has taken a group of private equity funds and strategic bidders through to a second round of the sale of its non-core over-the-counter products  the Financial Times reported on Friday.,normal
BX,The Blackstone Group LP,20110902,GlaxoSmithKline to sell non-core products - FT , LONDON  Sept 2 GlaxoSmithKline  has taken a group of private equity funds and strategic bidders through to a second round of the sale of its non-core over-the-counter products  the Financial Times reported on Friday.,normal
TWX,Time Warner Inc,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
TD,Toronto Dominion Bank (The),20110902,PRESS DIGEST - CANADA - Sept 2 , Sept 2 The following are top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
TOT,Total SA,20110902,EU agrees oil embargo as Syrians march against Assad ,AMMAN The European Union decided to impose sanctions on Syrian oil exports on Friday  saying President Bashar al-Assad was massacring his own countrymen. | Video ,topStory
TOT,Total SA,20110902,UPDATE 2-EU agrees on Syria oil embargo  other sanctions , SOPOT  Poland  Sept 2 European Union governments agreed on Friday to ban imports of Syrian oil and extended sanctions to seven new Syrian individuals and entities to intensify pressure on President Bashar al-Assad's government.,normal
TOT,Total SA,20110902,WRAPUP 3-EU agrees oil embargo as Syrians march against Assad , (Updates toll  adds state news agency says security forces killed  activist comment),normal
TOT,Total SA,20110902,Libya says 5 foreign oil firms working to restore ops , PARIS  Sept 2 Five international oil companies have returned to Libya and are working on getting operations running again  the head of the ruling interim council's stabilisation team  Aref Ali Nayed  said on Friday.,normal
TM,Toyota Motor Corp Ltd Ord,20110902,UPDATE 2-GM  UAW talking about skilled trade buyouts , * GM targets cut in "skilled" jobs at some plants-sources,topStory
TM,Toyota Motor Corp Ltd Ord,20110902,GM  UAW talking about skilled trade buyouts ,DETROIT General Motors Co  and the United Auto Workers union are discussing buyouts for higher-wage  skilled trade workers as contract talks between the union and all three Detroit automakers intensify  people familiar with negotiations said.,normal
TM,Toyota Motor Corp Ltd Ord,20110902,RPT-WRAPUP 4-U.S. August auto sales defy consumer caution , * GM sales up 18 percent on year  below some expectations,normal
TM,Toyota Motor Corp Ltd Ord,20110902,UPDATE 2-Toyota Australia factory workers on strike , * Pay increases and timing at centre of dispute   (Adds union comment),normal
TM,Toyota Motor Corp Ltd Ord,20110902,Toyota says Australia factory workers out on strike , SYDNEY/TOKYO  Sept 2 More than 3 000 workers at a Toyota Motor Co plant in Australia walked off the job for 24 hours on Friday as part of a series of rolling strikes sparked by a pay dispute  Australian Associated Press said.,normal
TRP,TransCanada Corporation,20110902,TransCanada aims to make up for waning gas volumes , CALGARY  Alberta  Sept 2 TransCanada Corp  has made another attempt to restructure how tolls are calculated on its natural gas mainline  the company's historic foundation  as it tries to keep the huge network viable as conventional gas volumes dwindle.,topStory
TRP,TransCanada Corporation,20110902,UPDATE 1-Enbridge pipe has 2nd China-related backer -report , * Hearings on pipeline scheduled to start in January  (Adds Enbridge comment),normal
TRP,TransCanada Corporation,20110902,Enbridge pipe has 2nd China-related backer-report , CALGARY  Alberta  Sept 2 MEG Energy Corp   a small oil sands developer partly owned by China's CNOOC Ltd   is among financial backers of a planned pipeline to Canada's West Coast from Alberta  a newspaper reported on Friday.,normal
TRP,TransCanada Corporation,20110902,CANADA STOCKS-TSX seen sliding after weak U.S. jobs data , Sept 2 Toronto's main stock index was set to open sharply lower on Friday after U.S. jobs data signaled the frail state of the world's largest economy  offsetting possible gains from rising gold prices.,normal
UBS,UBS AG,20110902,COLUMN-Quinn Emanuel rides an MBS tsunami: Alison Frankel , -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,topStory
UBS,UBS AG,20110902,Analysis: More global anxiety ups ante on SNB to cap franc ,ZURICH/LONDON A flare-up of the euro zone debt crisis and faltering global growth are piling pressure on the Swiss National Bank to take further steps to try to stop the Swiss franc from heading back toward parity with the euro.,normal
VLO,Valero Energy Corporation,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
VLO,Valero Energy Corporation,20110902,U.S. Cash Crude-LLS  Mars spread narrows , NEW YORK  Sept 2 The spread between Light Louisiana Sweet  and Mars Sour  narrowed on Friday as oil companies shut production ahead of the tropical depression hanging over the Gulf of Mexico on Friday.,normal
VZ,Verizon Communications Inc,20110902,Waiting for good news? So are employers ,NEW YORK If you take one open job  and one ideal job candidate  how many rounds of interviews will it take for that person to get hired?,topStory
VZ,Verizon Communications Inc,20110902,Waiting for good news? So are U.S. employers , * Staffing stocks broadly lower in U.S.  European trading,normal
VZ,Verizon Communications Inc,20110902,Court battle looms between U.S. and AT&T  T-Mobile ,NEW YORK/WASHINGTON The Justice Department made a bold move when it sued to block AT&T Inc's $39 billion acquisition of T-Mobile. Now comes the hard part: going to court. | Video ,normal
VZ,Verizon Communications Inc,20110902,White House says played no role in AT&T decision ,WASHINGTON The White House had no role in the U.S. Justice Department's decision to sue to block AT&T Inc's $39 billion purchase of T-Mobile USA  a spokesman said on Thursday.,normal
VZA,Verizon Communications Inc,20110902,Waiting for good news? So are employers ,NEW YORK If you take one open job  and one ideal job candidate  how many rounds of interviews will it take for that person to get hired?,topStory
VZA,Verizon Communications Inc,20110902,Waiting for good news? So are U.S. employers , * Staffing stocks broadly lower in U.S.  European trading,normal
VZA,Verizon Communications Inc,20110902,Court battle looms between U.S. and AT&T  T-Mobile ,NEW YORK/WASHINGTON The Justice Department made a bold move when it sued to block AT&T Inc's $39 billion acquisition of T-Mobile. Now comes the hard part: going to court. | Video ,normal
VZA,Verizon Communications Inc,20110902,White House says played no role in AT&T decision ,WASHINGTON The White House had no role in the U.S. Justice Department's decision to sue to block AT&T Inc's $39 billion purchase of T-Mobile USA  a spokesman said on Thursday.,normal
WDR,Waddell & Reed Financial Inc,20110902,RPT-UPDATE 1-US regulators seek high-frequency secret sauce , * FINRA  SEC examiners want algo trading strategies  code,topStory
WMT,Wal-Mart Stores Inc,20110902,Murdoch and son get big bonuses  James declines ,NEW YORK News Corp awarded Rupert Murdoch and his son James big compensation increases  though James declined his bonus  citing controversy over a phone hacking scandal at the UK newspaper unit that he oversees.,topStory
DIS,Walt Disney Company (The),20110902,Netflix shares fall after stumble with Starz ,LOS ANGELES/BANGALORE High-flying Netflix Inc saw its shares fall 8.6 percent on Friday after failing to secure a chunk of movie content for the online service it touts as the future of its popular video rental business.,topStory
DIS,Walt Disney Company (The),20110902,UPDATE 4-Netflix shares fall after stumble with Starz , * Shares drop 8.6 pct to $213.11 after Starz deal collapse,normal
DIS,Walt Disney Company (The),20110902,Starz to pull content from Netflix as talks fail ,LOS ANGELES/NEW YORK Starz Entertainment will pull all of its movies and television shows from Netflix Inc's streaming service early next year  depriving Netflix customers from online viewing of new releases out of two major Hollywood studios.,normal
DIS,Walt Disney Company (The),20110902,UPDATE 4-Starz to pull content from Netflix as talks fail , * Netflix shares fall 8.7 pct after-hours  (Adds details on negotiations),normal
WFC,Wells Fargo & Company,20110902,IFR-Wells Fargo redeems $5.8bn of TruPs at expense of investors , NEW YORK  Sept 2 (IFR) - US investors got a taste of losses to come this week when Wells Fargo & Company on Thursday triggered regulatory event calls to redeem $5.8bn of high yielding Trust Preferred (TruPs) and other securities.,topStory
WBK,Westpac Banking Corporation,20110902,ANZ ends global Tier 1 drought , SYDNEY  September 2 (IFR) - ANZ has broken the global Tier issuance drought with the launch of a 1.25 billion Australian dollar ($1.34 billion) retail-targeted convertible preference shares issue. The deal is the first by one of Australia's major four banks in almost two years. It is also the first issue since the country's regulator released interim guidelines on what features additional Tier one needs to include in order to be grandfathered once Basel III comes into place.,topStory
WMB,Williams Companies Inc (The),20110902,FACTBOX-US Gulf refiners eye storm; half crude output cut , Sept 2 Newly upgraded to Tropical Storm Lee on Friday  a growing tropical weather system in the Gulf of Mexico threatened heavy rains that could flood Louisiana and Mississippi refinery operations.,topStory
AUY,Yamana Gold Inc,20110902,CANADA STOCKS-TSX slips as U.S. jobs growth stalls  golds gain , * Eight of 10 sectors weaker  materials rise on gold  (Adds details  comments),topStory
AUY,Yamana Gold Inc,20110902,CORRECTED - CANADA STOCKS-TSX drops as U.S. jobs growth stalls , *Eight of 10 sectors weaker  materials group rises on gold  (Corrects the number of sectors that were weaker in bullet point and 9th paragraph),normal
SVM,Silvercorp Metals Inc,20110902,CANADA STOCKS-TSX slips as U.S. jobs growth stalls  golds gain , * Eight of 10 sectors weaker  materials rise on gold  (Adds details  comments),topStory
SVM,Silvercorp Metals Inc,20110902,UPDATE 5-China-focused Silvercorp denies fraud  stock sinks , * Shares drop as much as 16 percent on TSX  (Adds investor comment  details on share buyback; updates  stock price move),normal
