AVAV,AeroVironment Inc,20110923,Drone makers seek out new targets ,Almost a century after the first pilot-less plane was test launched from the back of a truck in the English village of Upavon  unmanned aircraft vehicles (UAV)  or drones  are smarter  more lethal ... and seeking new growth drivers.,topStory
IX,Orix Corp Ads,20110923,TEXT-Fitch places OAIS Auto Financial Services on RWE , (The following statement was released by the rating agency),normal
ORA,Ormat Technologies Inc,20110923,SolarCity latest to see loan loss post Solyndra ,LOS ANGELES/WASHINGTON Solar panel installer SolarCity said on Friday it was the second company in as many days that will not get finalization of U.S. government loan aid by a September 30 deadline.,topStory
ORA,Ormat Technologies Inc,20110923,UPDATE 2-SolarCity latest to see US loan loss post Solyndra , * Ethanol  wind and geothermal companies get approval  (Adds SolarCity CEO comments  background  DOE loan guarantees approved on Friday  bylines),normal
P,Pandora Media Inc,20110923,After Facebook event  a dot-com boom-scaled party ,SAN FRANCISCO When somebody who has been played by Justin Timberlake in a Hollywood movie decides to throw a party  the expectations are pretty high.,topStory
P,Pandora Media Inc,20110923,After Facebook event  a dot-com boom-scaled party , SAN FRANCISCO  Sept 23 When somebody who has been played by Justin Timberlake in a Hollywood movie decides to throw a party  the expectations are pretty high.,normal
PTR,PetroChina Company Limited,20110923,China oil refiners lost $751 mln in July - NDRC , BEIJING  Sept 23 China's oil refining industry recorded a loss of 4.8 billion yuan ($751 million) in July because of high crude prices and rising selling costs  the National Development and Reform Commission said on Friday.,topStory
PTR,PetroChina Company Limited,20110923,CNPC to start 100 000-bpd CDU in Ningxia from late Oct , BEIJING  Sept 23 China National Petroleum Corp (CNPC) will start operating a new 100 000 barrels-per-day (bpd) crude oil unit in its Ningxia refinery from late October  China Petroleum Daily  a company newspaper  reported on Friday.,normal
PFE,Pfizer Inc,20110923,EU agency backs wider use of Pfizer's Prevenar 13 ,European regulators recommended approval of Pfizer Inc's Prevenar 13 vaccine for immunization of adults aged 50 years and older against pneumococcal disease.,topStory
PFE,Pfizer Inc,20110923,UPDATE 2-EU agency backs wider use of Pfizer's Prevenar 13 , * Pfizer shares down 0.6 percent  (Adds details  updates share price),normal
PFE,Pfizer Inc,20110923,U.S. FDA guidance on biosimilars may be imminent , * Long-awaited rules may pave way for U.S. biosimilar market,normal
PFE,Pfizer Inc,20110923,Roche expects $10 billion sales for HDL drug ,NEW YORK The research chief of Roche Holding AG  said the company's experimental drug to raise "good" HDL cholesterol has the potential to generate annual sales of $10 billion and may have advantages over a rival medicine being developed by Merck & Co Inc .,normal
PFE,Pfizer Inc,20110923,EU agency backs wider use of Pfizer's Prevenar , Sept 23 European regulators recommended approval of Pfizer Inc's   Prevenar 13 vaccine for immunization of adults 50 years of age and older against pneumococcal disease.,normal
PNM,PNM Resources Inc (Holding Co),20110923,UPDATE 1-UK's Centrica buys Texas energy retailer for $270 mln , * Deal to increase number of its Texas customers to more than 830 000,topStory
PNM,PNM Resources Inc (Holding Co),20110923,UPDATE 1-PNM Resources to sell First Choice Power for $270 mln , Sept 23 PNM Resources said it plans to sell Texas-based electricity provider First Choice Power to Direct Energy for $270 million  as it looks to return to its core pure-play electric utility business.,normal
PKX,POSCO,20110923,INSIGHT-India Inc balks at new land bill  calls for balance , * Bill to push up costs by 350 pct for big plots - analysts  cos,topStory
PG,Procter & Gamble Company (The),20110923,How to play it: Don't be a volatility ostrich ,THE ISSUE: Since the beginning of August  the Dow industrial average has had nine days with 300-point-plus losses. In the entire year before it  there were only two. How can investors manage in such a period of high volatility?,topStory
RF,Regions Financial Corporation,20110923,FACTBOX-BofA races to sell assets , Sept 23 Bank of America Corp's   push to shed assets and build its capital base is in high gear.,topStory
RENN,Renren Inc,20110923,IPO VIEW-China Web IPO flow to US threatened by crackdown , * Review comes amid accounting scandals  protest worries,topStory
RIO,Rio Tinto Plc,20110923,UPDATE 3-Rossing Namibia workers strike  reject offer , * Rossing says parts of mine still operating   (Adds Rossing comment  details throughout),topStory
RIO,Rio Tinto Plc,20110923,Parts of Rossing mine still operating despite strike , WINDHOEK  Sept 23 Parts of Rio Tinto's   Rossing uranium mine in Namibia were still operating on Friday despite a strike at the mine  a spokesman for the company said.,normal
RIO,Rio Tinto Plc,20110923,Workers at Rio Tinto's Rossing mine start strike -union , WINDHOEK  Sept 23 Workers at Rio Tinto's   Rossing mine in Namibia on Friday started an indefinite strike at the uranium mine after rejecting management's latest offer that was meant to settle a dispute over production incentives  a union official said.,normal
RIO,Rio Tinto Plc,20110923,Rossing Uranium has offered workers deal - union , WINDHOEK  Sept 23 Namibia's Rossing Uranium  a unit of mining giant Rio Tinto   has offered its workers a deal in a labour dispute over production bonuses  just before the scheduled start of a strike  a Mineworkers Union of Namibia (MUN)official said on Friday.,normal
RY,Royal Bank Of Canada,20110923,CANADA STOCKS-TSX in bear zone as resources pull it to 2011 low ,   * TSX falls 99.64 points  or 0.86 percent  at 11 462.87,topStory
RY,Royal Bank Of Canada,20110923,CANADA STOCKS-TSX in bear zone as resources pull it to 2011 low , * Eight of 10 sectors higher; materials  energy weigh  (Updates to close  adds analyst's comment  details),normal
RY,Royal Bank Of Canada,20110923,Thomson Reuters sells risk unit to Vista ,LONDON Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
RY,Royal Bank Of Canada,20110923,CANADA STOCKS-Commodities drive TSX to 2011 low  bear territory , TORONTO  Sept 23 Toronto's main stock index hit its lowest level since July  2010 on Friday  pushing the market into bear territory  as investors sold riskier assets on growing fears of a Greek debt default and global recession.,normal
RY,Royal Bank Of Canada,20110923,UPDATE 1-Thomson Reuters sells risk unit to Vista , LONDON  Sept 23     Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
RY,Royal Bank Of Canada,20110923,Thomson Reuters sells risk unit to Vista Equity Partners , LONDON  Sept 23 Thomson Reuters said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
RBS,Royal Bank Scotland plc (The),20110923,UPDATE 2-Costly bank hole looms as Greeks mull crisis plans , LONDON  Sept 23 Europe's banks could face a capital shortfall of hundreds of billions of euros if Greece forces them to slash the value of its debt by 50 percent and other troubled euro zone countries like Italy and Ireland follow suit.,topStory
RBS,Royal Bank Scotland plc (The),20110923,Dim Sum fever cools on currency moves , HONG KONG  Sept 23 (IFR) - The extreme volatility in global financial markets finally weighed on the offshore yuan bond market this week as Malaysia's Khazanah Nasional was forced to delay its Dim Sum debut.,normal
RBS,Royal Bank Scotland plc (The),20110923,BRIEF-Moody's asgn rtg to B-ARENA NV/SA  Compartment No 2 RMBS , *Moody's assigns definitive ratings to Belgian RMBS issued by B-ARENA NV/SA  Compartment No 2,normal
SNY,Sanofi,20110923,Special Report: How to win business in Libya ,BENGHAZI  Libya In August  as rebels fought forces loyal to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,topStory
SNY,Sanofi,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
SAP,SAP SE,20110923,HP names Whitman CEO  Apotheker out ,SAN FRANCISCO Hewlett-Packard Co named former eBay Inc Chief Executive Meg Whitman its president and CEO  replacing the harshly criticized Leo Apotheker in a bid to restore investor confidence in the iconic Silicon Valley company. | Video ,topStory
SAP,SAP SE,20110923,UPDATE 6-HP names Whitman CEO  Apotheker out , * Lane moves to executive chairman from non-executive role,normal
SRE,Sempra Energy,20110923,SolarCity latest to see loan loss post Solyndra ,LOS ANGELES/WASHINGTON Solar panel installer SolarCity said on Friday it was the second company in as many days that will not get finalization of U.S. government loan aid by a September 30 deadline.,topStory
SRE,Sempra Energy,20110923,UPDATE 2-SolarCity latest to see US loan loss post Solyndra , * Ethanol  wind and geothermal companies get approval  (Adds SolarCity CEO comments  background  DOE loan guarantees approved on Friday  bylines),normal
SNE,Sony Corp Ord,20110923,Suspected LulzSec hacker arrested in Sony studio breach ,LOS ANGELES A suspected member of the clandestine hacking group LulzSec was arrested in Arizona on Thursday on charges of taking part in an extensive computer breach of the Sony Pictures Entertainment film studio  the FBI said.,topStory
SO,Southern Company (The),20110923,House passes bill to block EPA clean air rules ,WASHINGTON The House of Representatives passed a bill on Friday to block regulations that force industry to reduce unhealthy air emissions  such as mercury from coal-fired power plants  but the White House has promised to veto the measure and keep new clean air rules in place.,topStory
SO,Southern Company (The),20110923,UPDATE 1-US House passes bill to block EPA clean air rules , * Would delay finalized Cross State Air Pollution Rule  (Adds details on EPA rules  the bill's chances in Senate),normal
SOJA,Southern Company (The),20110923,House passes bill to block EPA clean air rules ,WASHINGTON The House of Representatives passed a bill on Friday to block regulations that force industry to reduce unhealthy air emissions  such as mercury from coal-fired power plants  but the White House has promised to veto the measure and keep new clean air rules in place.,topStory
SOJA,Southern Company (The),20110923,UPDATE 1-US House passes bill to block EPA clean air rules , * Would delay finalized Cross State Air Pollution Rule  (Adds details on EPA rules  the bill's chances in Senate),normal
SOJB,Southern Company (The),20110923,House passes bill to block EPA clean air rules ,WASHINGTON The House of Representatives passed a bill on Friday to block regulations that force industry to reduce unhealthy air emissions  such as mercury from coal-fired power plants  but the White House has promised to veto the measure and keep new clean air rules in place.,topStory
SOJB,Southern Company (The),20110923,UPDATE 1-US House passes bill to block EPA clean air rules , * Would delay finalized Cross State Air Pollution Rule  (Adds details on EPA rules  the bill's chances in Senate),normal
STO,Statoil ASA,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
STO,Statoil ASA,20110923,Oslo bourse closed  no indication of when reopening , OSLO  Sept 23 The Oslo Stock Exchange is closed for trading and it is unclear when it will resume operations  the bourse said on Friday.,normal
STO,Statoil ASA,20110923,Outage at Norway's Troll field slightly delayed , OSLO  Sept 23 The planned maintenance outage at the Troll A platform due to start on Saturday will be delayed by a few hours  operator Statoil told the Nordic power bourse.,normal
STO,Statoil ASA,20110923,UPDATE 1-Lundin gets fresh positive results from Avaldsnes field , STOCKHOLM  Sept 23 Swedish oil explorer and producer Lundin Petroleum said on Friday it would soon publish a revised estimate of oil resources in its Avaldsnes field after fresh positive results from a sidetrack of an appraisal well.,normal
STO,Statoil ASA,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
STO,Statoil ASA,20110923,Lundin finds oil in appraisal wells near Avaldsnes , OSLO  Sept 23 Lundin Petroleum has discovered oil in appraisal drillings 5.5 kilometres southeast of the Avaldsnes discovery  in the North Sea  the Norwegian Petroleum Directorate (NPD) said on Friday.,normal
SU,Suncor Energy  Inc,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
SU,Suncor Energy  Inc,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
STI,SunTrust Banks Inc,20110923,UPDATE 1-US Treasury to get $30.1 mln from SunTrust warrants , WASHINGTON  Sept 23 The U.S. Treasury on Friday said it will take in $30.06 million in net proceeds from the sale of 17.9 million stock warrants in SunTrust Banks Inc. .,topStory
STI,SunTrust Banks Inc,20110923,US Treasury to get $30.1 mln from SunTrust warrants ,  WASHINGTON  Sept 23 The U.S. Treasury said on Friday it will take in $30.06 million in net proceeds from the sale of 17.9 million stock warrants in SunTrust Banks Inc. .,normal
TGT,Target Corporation,20110923,UPDATE 1-Target selects more stores  makes grocery deal , * Retailer will open 125 to 135 stores in Canada from 2013,topStory
TTM,Tata Motors Ltd,20110923,INSIGHT-India Inc balks at new land bill  calls for balance , * Bill to push up costs by 350 pct for big plots - analysts  cos,topStory
TI,Telecom Italia SPA,20110923,PUNTO 1-Asta frequenze  oggi +189 4 mln  incasso totale 3 9 mld , (Riscrive e aggiunge risultati finali forniti da Ministero),topStory
TI,Telecom Italia SPA,20110923,Asta frequenze  oggi rilanci per 160/200 mln - fonte , ROMA  23 settembre L'asta per i 18 blocchi di frequenze ancora disponibili nelle bande 1800 e 2600 MHZ ha fruttato al Tesoro rilanci complessivi superiori ai 160 milioni e sotto i 200 milioni  portando il totale poco sotto i 4 miliardi.,normal
TI,Telecom Italia SPA,20110923,Italian stocks - Factors to watch on Sept 23 , MILAN  Sept 23 The following factors could affect Italian markets on Friday.,normal
TDC,Teradata Corporation,20110923,DEALTALK-Queuing for CoreLogic: one sale or several? , Sept 23 At least seven firms  mainly private equity  have shown interest in data and analytics company CoreLogic Inc   attracted by its growth businesses and relatively cheap valuations.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110923,EU mergers and takeovers (Sept 23) , BRUSSELS  Sept 23 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,topStory
TEVA,Teva Pharmaceutical Industries Limited,20110923,Teva offers EU watchdog concessions for Cephalon buy , BRUSSELS  Sept 23 Teva Pharmaceutical Industries Ltd  has offered concessions in a bid to ease EU regulatory concerns over its plan to buy U.S. speciality drugmaker Cephalon Inc.   the European Commission said.,normal
TXT,Textron Inc,20110923,Drone makers seek out new targets ,Almost a century after the first pilot-less plane was test launched from the back of a truck in the English village of Upavon  unmanned aircraft vehicles (UAV)  or drones  are smarter  more lethal ... and seeking new growth drivers.,topStory
BX,The Blackstone Group LP,20110923,UPDATE 1-Malaysia's Khazanah in talks to buy Turkey's Acibadem stake-sources , * Deutsche Bank is advising Integrated Healthcare-source,topStory
SCHW,The Charles Schwab Corporation,20110923,Money funds look for yield boost from Fed action ,The Federal Reserve's efforts to rebalance its bond portfolio could restore at least some revenue for money market mutual funds that have suffered from low interest rates on their short-term securities  industry specialists said.,topStory
TRV,The Travelers Companies Inc,20110923,Mortgages at risk if U.S. flood program expires ,NEW YORK The federal program that insures homes against flood damage expires next Friday and is at risk of not being renewed  even as an early fall storm threatens to inundate much of the northeastern United States yet again.,topStory
TRV,The Travelers Companies Inc,20110923,Mortgages at risk if U.S. flood program expires , NEW YORK  Sept 23 The federal program that insures homes against flood damage expires next Friday and is at risk of not being renewed  even as an early fall storm threatens to inundate much of the northeastern United States yet again.,normal
TRI,Thomson Reuters Corp,20110923,UPDATE 1-Thomson Reuters sells risk unit to Vista , LONDON  Sept 23     Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,topStory
TRI,Thomson Reuters Corp,20110923,Thomson Reuters sells risk unit to Vista Equity Partners , LONDON  Sept 23 Thomson Reuters said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
TIF,Tiffany & Co,20110923,Tom Ford opens women's store in luxury-loving Russia , MOSCOW  Sept 23 - Fashion designer Tom Ford has opened his first women's clothes store in Moscow  giving a confidence boost to Russia's reviving luxury goods market.,topStory
TJX,TJX Companies Inc (The),20110923,Specialty retail now better placed to handle recession ,Specialty retailers are much better equipped for a downturn than three years ago and would see meaningfully less volatility  if fears of another recession turn into reality  UBS said  resuming coverage of the sector.,topStory
TOL,Toll Brothers Inc,20110923,KB Home signals recovery as new orders jump ,KB Home   the fifth-largest homebuilder  saw a 40 percent jump in quarterly orders  suggesting a possible recovery in the housing market after a slump that has lasted half a decade.,topStory
TD,Toronto Dominion Bank (The),20110923,FACTBOX-BofA races to sell assets , Sept 23 Bank of America Corp's   push to shed assets and build its capital base is in high gear.,topStory
TOT,Total SA,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
TOT,Total SA,20110923,UPDATE 1-Total says Al-Jurf field in Libya has restarted , * Total had expected production to restart this weekend,normal
TOT,Total SA,20110923,Europe Distillates-Gasoil premium erased , LONDON  Sept 23 Gasoil barge premiums to Brent futures in North-West Europe were erased on Friday  as steep backwardation saw demand for products slip.,normal
TOT,Total SA,20110923,Al-Jurf field in Libya to restart this weekend -Total , PARIS  Sept 23 France's oil major Total  said on Friday production at its Al-Jurf offshore field in Libya would restart this weekend and that crude shipments were likely to resume in around two weeks  a company spokesman said.,normal
TOT,Total SA,20110923,Outage at Norway's Troll field slightly delayed , OSLO  Sept 23 The planned maintenance outage at the Troll A platform due to start on Saturday will be delayed by a few hours  operator Statoil told the Nordic power bourse.,normal
TOT,Total SA,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
TOT,Total SA,20110923,Shell Nigeria oil sales to end with operator deal , ABUJA  Sept 23 Shell's  Nigerian oil block sales are heading for a messy conclusion due to a tussle over who operates the fields  sources close to the deals said  highlighting the complex nature of doing business in Africa's largest energy industry.,normal
TM,Toyota Motor Corp Ltd Ord,20110923,UPDATE 1-Ford sees better sales  wary about economy , DEARBORN  Mich  Sept 23 U.S. auto industry sales in September are running slightly ahead of the pace seen through the first eight months of the year  but Ford Motor Co  remains wary of the weak economy  the automaker's U.S. sales analyst said on Friday.,topStory
TRP,TransCanada Corporation,20110923,Big-name celebs irk Ottawa in pipeline debate ,TORONTO Canada's energy minister shot back on Friday at Hollywood celebrities protesting a plan to build a $7 billion oil pipeline to Texas from Alberta in the first public indication that the protests are getting under Ottawa's skin.,topStory
TRP,TransCanada Corporation,20110923,UPDATE 1-Big-name celebs irk Ottawa in pipeline debate ,   * Keystone XL pipeline to pump up to 700 000 bpd to Texas,normal
TRP,TransCanada Corporation,20110923,REFILE-Big-name celebs irk Ottawa in pipeline debate , (Refiles to correct the spelling of "Daryl" in the third bullet point),normal
UBS,UBS AG,20110923,UBS board considers investment bank's fate ,SINGAPORE/ZURICH The board of UBS  extended on Friday its meeting amid the glamour of Singapore's Grand Prix event to decide the future of its scandal-hit investment bank and CEO Oswald Gruebel  on whose watch it lost $2.3 billion in alleged rogue trading. | Video ,topStory
UBS,UBS AG,20110923,Dapper Ermotti eyes top job at UBS ,MILAN Ever since he joined UBS  in April as head of Europe  Middle East and Africa  Sergio Ermotti has been touted as a CEO-in-waiting  ready to take over the reins at the Swiss bank whenever its German chief Oswald Gruebel decides to step down.,normal
UBS,UBS AG,20110923,UBS board extends meeting after rogue trading loss , SINGAPORE  Sept 24 The board of UBS   was set to reconvene a meeting on Saturday to decide the future of its scandal-hit investment bank and Chief Executive Oswald Gruebel after the Swiss bank lost $2.3 billion in alleged rogue trading.,normal
UBS,UBS AG,20110923,Thiel puts brand on Merrill with shake-up ,NEW YORK John Thiel has moved out of Sallie Krawcheck's shadow  slashing Merrill Lynch manager jobs and taking steps to more closely align the firm's retail brokers and private bankers.,normal
UBS,UBS AG,20110923,UPDATE 1-Thiel puts brand on Merrill with shake-up , * Upheaval comes as brokers deal with other uncertainties  (Adds comment from Merrill spokeswoman),normal
UBS,UBS AG,20110923,Thiel puts his brand on Merrill with shake-up ,NEW YORK John Thiel has moved out of Sallie Krawcheck's shadow  slashing Merrill Lynch manager jobs and taking steps to more closely align the firm's retail brokers and private bankers.,normal
UBS,UBS AG,20110923,Thiel puts his brand on Merrill with shake-up , * Upheaval comes as brokers deal with other uncertainties,normal
UBS,UBS AG,20110923,DealTalk: Small may be beautiful for UBS investment bank ,LONDON UBS  may have to give up its cherished place among the world's top investment banks  scaling back to focus on wealth management and exiting many of the higher-risk trading businesses where it has made heavy investments.,normal
UBS,UBS AG,20110923,DEALTALK-Small may be beautiful for UBS investment bank , LONDON  Sept 23 UBS may have to give up its cherished place among the world's top investment banks  scaling back to focus on wealth management and exiting many of the higher-risk trading businesses where it has made heavy investments.,normal
UBS,UBS AG,20110923,UBS named co-heads of energy lending , Sept 23 UBS AG  named Ilene Fowler and Michele Jones as global co-heads of energy lending  based in Dallas.,normal
UAL,United Continental Holdings Inc,20110923,German stocks - Factors to watch on September 23 , FRANKFURT  Sept 23 The DAX top-30 index  looked set to open 0.3 percent higher on Friday  according to premarket data from brokerage Lang & Schwarz at 0602 GMT.,topStory
UPS,United Parcel Service Inc,20110923,Senator McCain offers postal bill  mirrors House ,WASHINGTON Senator John McCain unveiled a bill on Friday to revamp the U.S. Postal Service  including an end to Saturday mail delivery  the latest of a series of legislative proposals to shore up the financially shaky mail service.,topStory
UPS,United Parcel Service Inc,20110923,Senator McCain offers postal bill  mirrors House , * McCain bill allows 5-day mail  creates oversight groups,normal
UPS,United Parcel Service Inc,20110923,Senator McCain offers postal bill  mirrors House , * McCain bill allows 5-day mail  creates oversight groups,normal
UTX,United Technologies Corporation,20110923,Deals: Merger bankers seek action as economies sink ,NEW YORK/LONDON Mergers and acquisitions slowed significantly in the third quarter  stymied by economic uncertainty that stifled the confidence and growth horizons of corporate executives  according to Wall Street dealmakers. | Video ,topStory
UTX,United Technologies Corporation,20110923,CORRECTED - DEALS-Merger bankers seek action as economies sink , (Corrects paragraph 8 to show that Moelis is based in New York  not Los Angeles),normal
UTX,United Technologies Corporation,20110923,RPT-DEALS-Merger bankers seek action as economies sink , * 3rd-qtr global M&A down 23 pct from second quarter,normal
UTX,United Technologies Corporation,20110923,RPT-DEALS-JPMorgan takes top spot in U.S. league tables , NEW YORK  Sept 22 Chris Ventresca  JPMorgan Chase's  co-head of North American M&A  still remembers the banker he worked for on his first deal as a young associate back in 1994.,normal
UTX,United Technologies Corporation,20110923,PRESS DIGEST - Wall Street Journal - Sept 23 , Sept 23 The following were the top stories in The Wall Street Journal on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
VR,Validus Holdings Ltd,20110923,UPDATE 3-Transatlantic  Validus to enter into talks , * Agree to take no action on lawsuits  (Adds background on offer),topStory
VR,Validus Holdings Ltd,20110923,Transatlantic  Validus to enter into talks ,Reinsurers Transatlantic Holdings  and Validus Holdings  have signed a confidentiality agreement and will exchange information as a prelude to buyout talks  the companies said on Friday.,normal
VR,Validus Holdings Ltd,20110923,Transatlantic  Validus near deal for talks-sources , Sept 23 Reinsurers Transatlantic Holdings  and Validus Holdings  are close to terms on a confidentiality agreement that would let them open talks on a possible merger  sources familiar with the situation said on Friday.,normal
VZ,Verizon Communications Inc,20110923,U.S. Internet rules to take effect November 20 ,Long-delayed U.S. Internet rules that tackle the controversial issue of balancing consumer and content provider interests against those who sell access to the Web will take effect November 20.,topStory
VZ,Verizon Communications Inc,20110923,UPDATE 1-U.S. Internet rules to take effect Nov. 20 , * Consumer groups say rules weak but will defend them  (Adds comments from FCC  public interest group  senator),normal
VZ,Verizon Communications Inc,20110923,US 'Net neutrality' rules to take effect in Nov. , Sept 23 Long-awaited U.S. rules addressing the hot-button issue of balancing consumer and content providers' interests against those of Internet service providers will take effect on Nov. 20.,normal
VZA,Verizon Communications Inc,20110923,U.S. Internet rules to take effect November 20 ,Long-delayed U.S. Internet rules that tackle the controversial issue of balancing consumer and content provider interests against those who sell access to the Web will take effect November 20.,topStory
VZA,Verizon Communications Inc,20110923,UPDATE 1-U.S. Internet rules to take effect Nov. 20 , * Consumer groups say rules weak but will defend them  (Adds comments from FCC  public interest group  senator),normal
VZA,Verizon Communications Inc,20110923,US 'Net neutrality' rules to take effect in Nov. , Sept 23 Long-awaited U.S. rules addressing the hot-button issue of balancing consumer and content providers' interests against those of Internet service providers will take effect on Nov. 20.,normal
V,Visa Inc,20110923,Fund view: Tech  healthcare best bets: Edgewood ,'You are better equipped to drive growth in bad times if you offer appealing products and have new ones in the pipeline' is Edgewood Growth Fund's mantra and the technology and healthcare sectors provide such havens.,topStory
WMT,Wal-Mart Stores Inc,20110923,Learn from Brazil  billionaire Batista tells U.S. , * Batista says executives not aligned with shareholders,topStory
WMT,Wal-Mart Stores Inc,20110923,UPDATE 1-Target selects more stores  makes grocery deal , * Retailer will open 125 to 135 stores in Canada from 2013,normal
DIS,Walt Disney Company (The),20110923,Wooga aims to top gaming charts: CEO ,HELSINKI Owners of Wooga  the German social gaming firm  want to build the company into one of the top gaming firms globally by 2020 and they are not looking for a quick exit  its co-founder said in an interview.,topStory
DIS,Walt Disney Company (The),20110923,Competitors circle around as Netflix stumbles ,LOS ANGELES Missteps by Netflix Inc have opened the door to competitors seeking to grab disgruntled customers who are looking for new options for video rentals and instant online streaming.,normal
DIS,Walt Disney Company (The),20110923,PREVIEW-UPDATE 1-Competitors circle around as Netflix stumbles , * Tech giants could jump in as Netflix falters  (Adds details paragraphs 3  10),normal
WFC,Wells Fargo & Company,20110923,Thiel puts brand on Merrill with shake-up ,NEW YORK John Thiel has moved out of Sallie Krawcheck's shadow  slashing Merrill Lynch manager jobs and taking steps to more closely align the firm's retail brokers and private bankers.,topStory
WFC,Wells Fargo & Company,20110923,UPDATE 1-Thiel puts brand on Merrill with shake-up , * Upheaval comes as brokers deal with other uncertainties  (Adds comment from Merrill spokeswoman),normal
WFC,Wells Fargo & Company,20110923,Thiel puts his brand on Merrill with shake-up ,NEW YORK John Thiel has moved out of Sallie Krawcheck's shadow  slashing Merrill Lynch manager jobs and taking steps to more closely align the firm's retail brokers and private bankers.,normal
WFC,Wells Fargo & Company,20110923,Thiel puts his brand on Merrill with shake-up , * Upheaval comes as brokers deal with other uncertainties,normal
WFC,Wells Fargo & Company,20110923,DealTalk: Small may be beautiful for UBS investment bank ,LONDON UBS  may have to give up its cherished place among the world's top investment banks  scaling back to focus on wealth management and exiting many of the higher-risk trading businesses where it has made heavy investments.,normal
WFC,Wells Fargo & Company,20110923,DEALTALK-Small may be beautiful for UBS investment bank , LONDON  Sept 23 UBS may have to give up its cherished place among the world's top investment banks  scaling back to focus on wealth management and exiting many of the higher-risk trading businesses where it has made heavy investments.,normal
WFC,Wells Fargo & Company,20110923,BofA CDS costs rise after record high Thursday close ,NEW YORK The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
WFC,Wells Fargo & Company,20110923,UPDATE 1-BofA CDS costs rise after record high Thurs close , NEW YORK  Sept 23 The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
WBK,Westpac Banking Corporation,20110923,UPDATE 1-Australia's banks able to cope with crisis: RBA , * S&P affirms Australia ratings  sees stable outlook,topStory
YUM,Yum! Brands Inc,20110923,Fund view: Tech  healthcare best bets: Edgewood ,'You are better equipped to drive growth in bad times if you offer appealing products and have new ones in the pipeline' is Edgewood Growth Fund's mantra and the technology and healthcare sectors provide such havens.,topStory
YUM,Yum! Brands Inc,20110923,Dim Sum fever cools on currency moves , HONG KONG  Sept 23 (IFR) - The extreme volatility in global financial markets finally weighed on the offshore yuan bond market this week as Malaysia's Khazanah Nasional was forced to delay its Dim Sum debut.,normal
SVM,Silvercorp Metals Inc,20110923,UPDATE 2-Silvercorp files lawsuit against short sellers ,   * Co demands short sellers retract allegations against it,topStory
