AMCX,AMC Networks Inc,20121101,DIARY-NON S&P WEEK AHEAD - Part III ,** For events before Nov. 8 - please click on or .  ** For events before Nov. 6 - please click on or .   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  DATE     GMT/MP  COMPANY NAME AND PERIOD                   SYMBOL     EPS     No.OF   YEAR AGO                                                                     ESTIMATE   EST     EPS 08 Nov    BMO    Q3 2012 Advance Auto Parts                       1.22    18     1.41 08 Nov           Q3 2012 Cam,topStory
PSX,Phillips 66,20121101,Phillips 66 quarterly profit up on good margins ,HOUSTON Phillips 66's  increased access to cheaper crude oil from the United States and Canada boosted its quarterly profits above analyst expectations after the U.S. refining company spun off from ConocoPhillips  earlier this year  the company reported on Wednesday.,topStory
PSX,Phillips 66,20121101,UPDATE 4-Phillips 66 quarterly profit up on good margins ,* Increased access to cheaper U.S.  Canada crude helped   (Adds details on company's refining capacity in paragraphs 2 and 9),normal
PG,Procter & Gamble Company (The),20121101,UPDATE 1-Procter & Gamble's Uribe takes on new productivity role ,Nov 1 Procter & Gamble Co said on Thursday that 31-year company veteran Jorge Uribe will soon become its first global productivity and organization transformation officer  as the world's largest maker of household products works on improving its structure and cutting costs.,topStory
PG,Procter & Gamble Company (The),20121101,BRIEF-Procter & Gamble says jorge uribe to become global productivity & organization transformation officer as of December 1 ,CHICAGO  Nov 1 Procter & Gamble Co :  * Says jorge uribe to become global productivity & organization transformation,normal
PEG,Public Service Enterprise Group Incorporated,20121101,PSEG will take 7-10 days to fully restore power in NJ ,New Jersey power company Public Service Enterprise Group Inc (PSEG) will take seven to 10 days to restore power to all its customers after the tidal surge from monster storm Sandy badly damaged the electric transmission system and some switching stations  CEO Ralph Izzo said on Thursday.,topStory
PEG,Public Service Enterprise Group Incorporated,20121101,PSEG will take 7-10 days to fully restore power in NJ ,New Jersey power company Public Service Enterprise Group Inc (PSEG) will take seven to 10 days to restore power to all its customers after the tidal surge from monster storm Sandy badly damaged the electric transmission system and some switching stations  CEO Ralph Izzo said on Thursday.,normal
PEG,Public Service Enterprise Group Incorporated,20121101,UPDATE 1-PSEG will take 7-10 days to fully restore power in NJ ,Nov 1 New Jersey power company Public Service Enterprise Group Inc (PSEG) will take seven to 10 days to restore power to all its customers after the tidal surge from monster storm Sandy badly damaged the electric transmission system and some switching stations  CEO Ralph Izzo said on Thursday.,normal
PEG,Public Service Enterprise Group Incorporated,20121101,PSEG says Sandy causes damage to transmission system ,Nov 1 New Jersey power company Public Service Enterprise Group Inc (PSEG) CEO Ralph Izzo said on Thursday that Hurricane Sandy's tidal surge caused significant damage to the electric transmission system and some switching stations.,normal
PEG,Public Service Enterprise Group Incorporated,20121101,PSEG not yet able to estimate bill from "severe" Sandy damage ,Nov 1 Public Service Enterprise Group Inc   the top utility in New Jersey  said its infrastructure had suffered severe damage and it was currently unable to estimate its losses from superstorm Sandy but they would be material.,normal
PVH,PVH Corp,20121101,PVH unites Calvin Klein lines in $2.8 billion deal ,Clothing maker PVH Corp  will unite Calvin Klein underwear  jeans and sportswear lines under one roof in a $2.8 billion deal to buy rival Warnaco Group Inc   the latest move in the consolidation of the apparel manufacturing industry.,topStory
PVH,PVH Corp,20121101,CORRECTED-UPDATE 6-PVH unites Calvin Klein lines in $2.8 bln deal ,(Corrects to clarify Warnaco licenses Speedo and does not own it In paragraphs two and nine.),normal
RDN,Radian Group Inc,20121101,BRIEF-Radian shares up 9.8 percent in premarket trading ,NEW YORK  Nov 1 Radian Group Inc :  * Shares up 9.8 percent in premarket trading,topStory
RAD,Rite Aid Corporation,20121101,Rite Aid says eight stores substantially damaged by Sandy ,Rite Aid Corp  said on Thursday that Hurricane Sandy substantially damaged eight of its stores and it expects the storm will hurt comparable sales in November  after boosting some sales late in the month as shoppers planned ahead.,topStory
RAD,Rite Aid Corporation,20121101,Rite Aid says eight stores substantially damaged by Sandy ,Nov 1 Rite Aid Corp said on Thursday that Hurricane Sandy substantially damaged eight of its stores and it expects the storm will hurt comparable sales in November  after boosting some sales late in the month as shoppers planned ahead.,normal
SNY,Sanofi,20121101,Sanofi draws fire over cost of MS drug Lemtrada ,PARIS Medical journal The Lancet warned that Sanofi's experimental multiple sclerosis drug Lemtrada may be too costly for patients and health insurers once it gets approved by regulators.,topStory
SNY,Sanofi,20121101,Sanofi draws fire over cost of MS drug Lemtrada ,PARIS  Nov 1 Medical journal The Lancet warned that Sanofi's experimental multiple sclerosis drug Lemtrada may be too costly for patients and health insurers once it gets approved by regulators.,normal
SNN,Smith & Nephew SNATS Inc,20121101,UPDATE 2-S&N tackles tough European trading with cost cuts ,* Weak European markets offset by savings  wound management growth,topStory
SNN,Smith & Nephew SNATS Inc,20121101,BRIEF-Smith & Nephew Q3 underlying trading profit up 10 pct ,LONDON  Nov 1 Smith & Nephew PLC :  * Auto alert - Smith & Nephew PLC Q3 revenue 952 million usd  * Q3 adjusted EPS 16.6 cents (company consensus 16.6 cents)  * Q3 revenue $952 million (company consensus $971 million)  * Q3 trading profit $207 million (company consensus $212 million)  * Trading profit margin up 190 bps to 21.7% as efficiency benefits come through  * Do not see any change in the outlook for the group for 2012,normal
SNE,Sony Corp Ord,20121101,Sharp fears for future as Japan TV makers bleed ,TOKYO Struggling Japanese TV maker Sharp Corp warned it might not be able to survive on its own  as it almost doubled its full-year net loss forecast to $5.6 billion  and said it was considering alliances with other companies.,topStory
SNE,Sony Corp Ord,20121101,WRAPUP 2-Sharp fears for future as Japan TV makers bleed ,* Sony Q2 oper profit 30.3 bln yen; keeps FY fcast for 130 bln yen profit,normal
SNE,Sony Corp Ord,20121101,WRAPUP 1-Sony  Sharp in turnaround battle; Panasonic battered ,* Panasonic shares dive 19 pct  $3 bln wiped off mkt value,normal
SNE,Sony Corp Ord,20121101,Sony posts small second-quarter profit  keeps full-year forecast ,TOKYO Japan's Sony Corp booked a small operating profit in the second quarter  after a loss a year ago  helped by the sale of a chemicals business that offset weak demand for its TVs and other devices  and it kept its full-year profit guidance.,normal
SNE,Sony Corp Ord,20121101,Sony says $375 million impact on China sales from protests  economy ,TOKYO Japan's Sony Corp said Thursday that anti-Japan sentiment in China and weakness in the world's second-largest economy is likely to dent the company's sales by 30 billion yen ($375.3 million) in the year ending next March 31.,normal
SNE,Sony Corp Ord,20121101,Nikkei ticks up after China PMI data  Panasonic plunges ,* Analysts say Sharp and Sony's results priced in     * Panasonic slumps 20 pct after huge net loss forecast     * China-related stocks surge     * TDK and Fujifilm fall after cutting their outlook      By Ayai Tomisawa     TOKYO  Nov 1 Japan's Nikkei average edged up on Thursday as a pick-up in Chinese manufacturing helped heavy machinery makers and shippers  offsetting weakness in Panasonic Corp.     China-related shares such as construction equipment makers Komatsu Ltd and Hitachi,normal
SNE,Sony Corp Ord,20121101,Sony says $375 mln impact on China sales from protests  economy ,TOKYO  Nov 1 Japan's Sony Corp said Thursday that anti-Japan sentiment in China and weakness in the world's second-largest economy is likely to dent the company's sales by 30 billion yen ($375.3 million) in the year ending next March 31.,normal
SNE,Sony Corp Ord,20121101,UPDATE 1-Sony posts small Q2 profit  keeps full-year forecast ,TOKYO  Nov 1 Japan's Sony Corp booked a small operating profit in the second quarter  after a loss a year ago  helped by the sale of a chemicals business that offset weak demand for its TVs and other devices  and it kept its full-year profit guidance.,normal
SNE,Sony Corp Ord,20121101,Sony posts Q2 operating profit of 30.30 bln yen ,TOKYO  Nov 1 Japan's Sony Corp returned to an operating profit in the second quarter after a loss a year ago  helped by the sale of a chemicals business that offset weak demand for its TVs and other devices  and it kept its full-year profit guidance.,normal
SNE,Sony Corp Ord,20121101,Sony cuts PSP  Vita 2012/13 sales forecast to 10 million from 12 million ,TOKYO Sony Corp cut its forecast for full-year sales of handheld PSP and Vita game consoles to 10 million compared with a prediction it made in August for 12 million.,normal
SPR,Spirit Aerosystems Holdings Inc,20121101,Spirit AeroSystems reports quarterly loss ,Spirit AeroSystems Holdings   which supplies parts to major aircraft makers  reported a loss for the third quarter  due to cost overruns on several airplane programs.,topStory
SPR,Spirit Aerosystems Holdings Inc,20121101,UPDATE 1-Spirit AeroSystems reports quarterly loss ,Nov 1 Spirit AeroSystems Holdings  which supplies parts to major aircraft makers  reported a loss for the third quarter  due to cost overruns on several airplane programs.,normal
SPR,Spirit Aerosystems Holdings Inc,20121101,Spirit AeroSystems posts quarterly loss ,Nov 1 Spirit AeroSystems Holdings  an aircraft parts supplier  reported a quarterly loss on Thursday as it took charges tied to cost overruns for several plane programs.,normal
S,Sprint Corporation,20121101,Shareholder tells Clearwire to sell spectrum  rebuff Sprint ,A major shareholder pressed Clearwire Corp  on Thursday to sell excess wireless spectrum to help bankroll its multi-year network expansion  rather than hand over control to Sprint Nextel  at a price reflecting its "unnecessary distress.",topStory
S,Sprint Corporation,20121101,UPDATE 1-Shareholder tells Clearwire to sell spectrum  rebuff Sprint ,Nov 1 A major shareholder pressed Clearwire Corp  on Thursday to sell excess wireless spectrum to help bankroll its multi-year network expansion  rather than hand over control to Sprint Nextel at a price reflecting its "unnecessary distress.",normal
SSI,Stage Stores Inc,20121101,BRIEF-Moody's cuts EUR 153 m notes of Stage Mezzanine CDO ,* Moody's downgrades the ratings of the following notes issued by Stage Mezzanine CDO: Issuer:,topStory
SWJ,Stanley Black & Decker Inc,20121101,BRIEF-Moody's rates Stanley Black & Decker notes Baa1 ,Nov 1 Stanley Black & Decker Inc :  * Moody's assigns a baa1 rating to Stanley Black & decker's proposed senior,topStory
SWJ,Stanley Black & Decker Inc,20121101,TEXT-Fitch affirms Stanley Black & Decker IDR at 'A-' ,Nov 1 - Fitch Ratings has affirmed its ratings for Stanley Black & Decker  Inc. (NYSE: SWK)  including the company's Issuer Default Rating (IDR) at 'A-'. The Rating Outlook is Stable. A complete list of rating actions follows at the end of this release.  Fitch has also assigned an 'A-' rating to SWK's proposed offering of $800 million principal amount of senior notes due 2022. Net proceeds from this notes offering will be used for general corporate purposes  including the repayment of short-term,normal
SWK,Stanley Black & Decker Inc,20121101,BRIEF-Moody's rates Stanley Black & Decker notes Baa1 ,Nov 1 Stanley Black & Decker Inc :  * Moody's assigns a baa1 rating to Stanley Black & decker's proposed senior,topStory
SWK,Stanley Black & Decker Inc,20121101,TEXT-Fitch affirms Stanley Black & Decker IDR at 'A-' ,Nov 1 - Fitch Ratings has affirmed its ratings for Stanley Black & Decker  Inc. (NYSE: SWK)  including the company's Issuer Default Rating (IDR) at 'A-'. The Rating Outlook is Stable. A complete list of rating actions follows at the end of this release.  Fitch has also assigned an 'A-' rating to SWK's proposed offering of $800 million principal amount of senior notes due 2022. Net proceeds from this notes offering will be used for general corporate purposes  including the repayment of short-term,normal
SWP,Stanley Black & Decker Inc,20121101,BRIEF-Moody's rates Stanley Black & Decker notes Baa1 ,Nov 1 Stanley Black & Decker Inc :  * Moody's assigns a baa1 rating to Stanley Black & decker's proposed senior,topStory
SWP,Stanley Black & Decker Inc,20121101,TEXT-Fitch affirms Stanley Black & Decker IDR at 'A-' ,Nov 1 - Fitch Ratings has affirmed its ratings for Stanley Black & Decker  Inc. (NYSE: SWK)  including the company's Issuer Default Rating (IDR) at 'A-'. The Rating Outlook is Stable. A complete list of rating actions follows at the end of this release.  Fitch has also assigned an 'A-' rating to SWK's proposed offering of $800 million principal amount of senior notes due 2022. Net proceeds from this notes offering will be used for general corporate purposes  including the repayment of short-term,normal
SU,Suncor Energy  Inc,20121101,WRAPUP 1-Refining bonanza pumps up Canada energy results ,CALGARY  Alberta  Nov 1 Canada's large integrated oil companies pocketed hefty returns at their refineries in the third quarter  lifting profit well beyond expectations and prompting investors to bid their shares sharply higher on Thursday.,topStory
SU,Suncor Energy  Inc,20121101,UPDATE 1-Suncor delays new oil sands mine  upgrader "challenged" ,CALGARY  Alberta  Nov 1 Suncor Energy Inc  said on Thursday that rising light oil production threatens the profitability of a massive new upgrading facility planned by Canada's dominant oil sands producer as it delayed plans to expand output from the world's third-largest oil reserve.,normal
SU,Suncor Energy  Inc,20121101,Suncor delays Fort Hills oil sands mine  upgrader "challenged" ,CALGARY  Alberta  Nov 1 Suncor Energy Inc  said on Thursday that it may delay completion of its planned Fort Hills oil sands mine by a year  with production now slated to start in 2017  as it reviews the profitability of its expansion plans.,normal
SU,Suncor Energy  Inc,20121101,Suncor Q3 net profit rises 21 percent; cuts capex outlook ,Suncor Energy Inc   Canada's biggest oil and gas company and the dominant oil sands producer  said late on Wednesday its third-quarter net profit rose 21 percent  but it cut its capital-expenditure outlook due to a slow pace of spending on oil sands projects.,normal
SU,Suncor Energy  Inc,20121101,UPDATE 1-Suncor Q3 net profit rises 21 pct; cuts capex outlook ,* Q3 oper. profit C$0.85/share vs C$0.78 analysts' estimate,normal
SU,Suncor Energy  Inc,20121101,Suncor Energy third-quarter profit rises 21 pct ,Oct 31 Suncor Energy Inc  Canada's biggest oil and gas company and the dominant oil sands producer  said late on Wednesday its third-quarter profit rose about 21 percent.,normal
TGT,Target Corporation,20121101,UPDATE 2-Catamaran raises profit forecast on Catalyst buy ,Nov 1 Pharmacy benefit manager Catamaran Corp   raised its earnings forecast for the year betting that it will benefit from the U.S. healthcare reform through its $4.4 billion acquisition of rival Catalyst Health Solutions.,topStory
TGT,Target Corporation,20121101,BRIEF-Target sees November same-store sales up in low single-digit range ,CHICAGO  Nov 1 Target Corp :  * Sees November same-store sales up in low-single digit range,normal
TTM,Tata Motors Ltd,20121101,TABLE-India's Tata Motors Oct sales up 6 pct ,Nov 1 Tata Motors Ltd's vehicle sales in October:                      Oct 2012     Oct 2011    pct chg     TOTAL SALES           71 771       68 009        6     PASSENGER VEHICLES    21 119      25 124       -16     EXPORTS                3 626       4 171       -13          NOTE: Tata Motors makes both commercial vehicles and passenger cars  including the ultra-cheap Nano. The figures exclude sales by the company's British Jaguar and Land Rover businesses.    (Reporting by Kaustub,topStory
TEF,Telefonica SA,20121101,Telefonica to buy back $2.6 billion preference shares ,MADRID Spain's Telefonica  offered to buy back preference shares worth some 2 billion euros ($2.60 billion) on Wednesday  as a part of a series of measures to reduce its 58 billion euros debt.,topStory
TEF,Telefonica SA,20121101,CORRECTED-UPDATE 2-Telefonica to buy back $2.6 bln preference shares ,(Corrects figure in 7th paragraph 800 mln euros  from 1.2 bln euros),normal
TEVA,Teva Pharmaceutical Industries Limited,20121101,Teva Pharmaceutical adjusted profit tops estimates ,TEL AVIV Teva Pharmaceutical Industries   the world's biggest generic drugmaker  posted adjusted quarterly profit that beat expectations as strong U.S. revenue offset lower European generic sales.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20121101,UPDATE 2-Teva Pharmaceutical adjusted profit tops estimates ,TEL AVIV  Nov 1 Teva Pharmaceutical Industries   the world's biggest generic drugmaker  posted adjusted quarterly profit that beat expectations as strong U.S. revenue offset lower European generic sales.,normal
TEVA,Teva Pharmaceutical Industries Limited,20121101,Teva Pharm Q3 profit beats expectations ,TEL AVIV Teva Pharmaceutical Industries   the world's biggest generic drugmaker  on Thursday posted higher quarterly profit that beat expectations  boosted by strong sales in the United States but narrowed the range of its 2012 outlook.,normal
TRI,Thomson Reuters Corp,20121101,Green Dot adjusted profit tops estimates ,Prepaid card company Green Dot Corp  posted a higher-than-expected adjusted quarterly profit  driven by a rise in card revenue  and it backed its forecast for the year.,topStory
TRI,Thomson Reuters Corp,20121101,Dollar Thrifty raises lower-end of FY profit forecast ,Dollar Thrifty Automotive Group  reported better-than-expected quarterly results  helped by increased car rental demand  and raised the lower end of its full-year earnings forecast.,normal
TOT,Total SA,20121101,SunPower posts smaller loss on cost cuts ,U.S. solar company SunPower Corp  reported a decline in quarterly loss as it generated more revenue from North America and cut panel costs.,topStory
TM,Toyota Motor Corp Ltd Ord,20121101,TABLE-Top-20 selling vehicles in U.S. in October ,Nov 1 The following are the 20 top-selling vehicles in the U.S. in October of 2012 as reported by the automakers and ranked by total units.        Top 20 selling vehicles in U.S. in October       RANK  VEHICLE                    OCTOBER   LAST YR   % CHNG  1     Ford F-Series P/U           56 497    52 511     +7.6  2     Chevy Silverado-C/K P/U     38 739    36 656     +5.7  3     Toyota Camry                29 926    22 043    +35.8  4     Honda Accord                28 349    22 5,topStory
TM,Toyota Motor Corp Ltd Ord,20121101,BRIEF-Toyota says Oct U.S. industry auto sales up 7.5 pct ,DETROIT  Nov 1 Toyota Motor Corp :  * Toyota says October U.S. industry auto sales up 7.5 percent from year ago  at,normal
TM,Toyota Motor Corp Ltd Ord,20121101,Toyota China sales tumble in October  hit by islands row ,BEIJING Toyota Motor Corp's  sales in China fell 44 percent in October from a year earlier as the Japanese auto maker remains pressured under the impact of a territorial row between the two countries.,normal
TRP,TransCanada Corporation,20121101,UPDATE 1-TransCanada wins contract for $1 bln pipeline in Mexico ,Nov 1 TransCanada Corp  said on Thursday its Mexican subsidiary has been awarded a contract to build  own and operate the El Encino-to-Topolobampo Pipeline by CFE  Mexico's federal power company.,topStory
TRP,TransCanada Corporation,20121101,TransCanada wins contract for $1 bln pipeline in Mexico ,Nov 1 TransCanada Corp  said on Thursday its Mexican subsidiary has been awarded the contract to build  own and operate the El Encino-to-Topolobampo Pipeline by CFE  Mexico's federal power company.,normal
TRP,TransCanada Corporation,20121101,Energy regulator to audit TransCanada operations ,Nov 1 Canada's federal energy regulator will conduct a wide audit of TransCanada Corp  Canada's largest pipeline operator  including areas such as management review  personnel training and risk assessment  according to a regulatory letter.,normal
TKC,Turkcell Iletisim Hizmetleri AS,20121101,BRIEF-Moody's upgrades Turkcell's CFR to Ba1; stable outlook ,* Moody's upgrades Turkcell's CFR to Ba1 from Ba2 ; stable outlook,topStory
VZ,Verizon Communications Inc,20121101,Verizon may take 2 weeks to restore service to customers ,NEW YORK Verizon Communications may take another two weeks to restore telecommunication services for its customers after flooding and power outages knocked out services during Hurricane Sandy  according to a top executive for the company.,topStory
VZ,Verizon Communications Inc,20121101,CORRECTED-Verizon may take 2 wks to restore service to customers ,NEW YORK  Nov 1 Verizon Communications  may take another two weeks to restore telecommunication services for its customers after flooding and power outages knocked out services during Hurricane Sandy  according to a top executive for the company.,normal
VZ,Verizon Communications Inc,20121101,Sandy seen costing telco  cable hundreds of millions of dollars ,NEW YORK  Nov 1 Hurricane Sandy will likely cost telephone and cable service providers hundreds of millions of dollars  with companies such as Verizon Communications  and Cablevision Systems Corp hit hardest  according to analysts.,normal
VZ,Verizon Communications Inc,20121101,UPDATE 1-Verizon may need two weeks to restore some services ,NEW YORK  Nov 1 Verizon Communications  may take up to two weeks to restore telecommunication services for some of its customers after flooding and power outages knocked out services during massive storm Sandy  according to a top executive for the company.,normal
VZ,Verizon Communications Inc,20121101,BRIEF-Verizon says may take two weeks to restore service to customers after Sandy ,Nov 1 Verizon Communications Inc :  * May take two weeks to get service back to all its customers again after,normal
VZA,Verizon Communications Inc,20121101,Verizon may take 2 weeks to restore service to customers ,NEW YORK Verizon Communications may take another two weeks to restore telecommunication services for its customers after flooding and power outages knocked out services during Hurricane Sandy  according to a top executive for the company.,topStory
VZA,Verizon Communications Inc,20121101,CORRECTED-Verizon may take 2 wks to restore service to customers ,NEW YORK  Nov 1 Verizon Communications  may take another two weeks to restore telecommunication services for its customers after flooding and power outages knocked out services during Hurricane Sandy  according to a top executive for the company.,normal
VZA,Verizon Communications Inc,20121101,Sandy seen costing telco  cable hundreds of millions of dollars ,NEW YORK  Nov 1 Hurricane Sandy will likely cost telephone and cable service providers hundreds of millions of dollars  with companies such as Verizon Communications  and Cablevision Systems Corp hit hardest  according to analysts.,normal
VZA,Verizon Communications Inc,20121101,UPDATE 1-Verizon may need two weeks to restore some services ,NEW YORK  Nov 1 Verizon Communications  may take up to two weeks to restore telecommunication services for some of its customers after flooding and power outages knocked out services during massive storm Sandy  according to a top executive for the company.,normal
VZA,Verizon Communications Inc,20121101,BRIEF-Verizon says may take two weeks to restore service to customers after Sandy ,Nov 1 Verizon Communications Inc :  * May take two weeks to get service back to all its customers again after,normal
V,Visa Inc,20121101,Hundreds of U.S. retailers balk at $7.2 billion card-fee pact ,NEW YORK Nearly 1 200 retailers said on Thursday they will urge a federal judge to reject a proposed $7.2 billion settlement between merchants and Visa Inc  and Mastercard Inc  over credit card fees  calling it an "unacceptable" proposal that would strip away stores' legal rights.,topStory
V,Visa Inc,20121101,Visa  MasterCard profits rise with card use ,Increased consumer spending and card use worldwide drove quarterly profits higher for Visa Inc  and MasterCard Inc   according to new financial reports from the two payments companies.,normal
V,Visa Inc,20121101,WRAPUP 1-Visa  MasterCard profits rise with card use ,Oct 31 Increased consumer spending and card use worldwide drove quarterly profits higher for Visa Inc and MasterCard Inc   according to new financial reports from the two payments companies.,normal
VNO,Vornado Realty Trust,20121101,UPDATE 2-Vornado Realty Trust third-quarter FFO rises ,NEW YORK  Nov 1 Vornado Realty Trust  owner of U.S. office and retail properties  on Thursday reported higher funds from operations despite continued weakness in its Washington  D.C.  office buildings.,topStory
WMT,Wal-Mart Stores Inc,20121101,Consumer confidence at more than 4-year high in October ,NEW YORK Consumer confidence rose in October to its highest in more than four years as Americans were more upbeat about improvements in the labor market  a private sector report showed on Thursday.,topStory
DIS,Walt Disney Company (The),20121101,BRIEF-Moody's: Disney  Lucasfilms deal is positive for Hasbro ,Nov 1 Hasbro Inc :  * Moody's: disney acquisition of lucasfilms is positive for Hasbro though its rating and outlook are unchanged.,topStory
WFC,Wells Fargo & Company,20121101,UPDATE 2-Wells Fargo fights new US suit  points to earlier pact ,* Wells says suit conflicts with earlier mortgage settlement,topStory
WFC,Wells Fargo & Company,20121101,Wells Fargo challenges parts of new DOJ suit ,WASHINGTON Wells Fargo  formally challenged parts of a financial-crisis lawsuit that the Justice Department recently brought against it  saying a prior multi-bank $25 billion mortgage settlement already cleared it of some liability.,normal
WFC,Wells Fargo & Company,20121101,Wells Fargo sees more opportunity in refinancings ,A significant portion of customers in Wells Fargo & Co's  $1.9 trillion mortgage servicing portfolio remain strong candidates for refinancings  the head of the bank's home lending unit said on Thursday.,normal
WFC,Wells Fargo & Company,20121101,Wells Fargo says new DOJ suit conflicts with earlier settlement ,WASHINGTON  Nov 1 Wells Fargo asked a federal court on Thursday to enforce the terms of a multi-bank  $25 billion mortgage deal agreed to earlier this year  and said the United States government violated that judgment through a separate lawsuit it filed in October.,normal
WFC,Wells Fargo & Company,20121101,UPDATE 1-Wells Fargo sees more opportunity in refinancings ,Nov 1 A significant portion of customers in Wells Fargo & Co's $1.9 trillion mortgage servicing portfolio remain strong candidates for refinancings  the head of the bank's home lending unit said on Thursday.,normal
WFC,Wells Fargo & Company,20121101,Wells Fargo sees more opportunity in mortgage refinancings ,Nov 1 A significant portion of customers in Wells Fargo & Co's $1.9 trillion mortgage servicing portfolio remain strong candidates for mortgage refinancings  the head of the bank's home lending unit said on Thursday.,normal
WFC,Wells Fargo & Company,20121101,BRIEF-Wells Fargo mortgage head Mike Heid Says the housing market 'is definitely showing signs of recovery' ,Nov 1 Wells Fargo & Co :  * Mortgage head Mike Heid Says the housing market 'is definitely showing signs,normal
WIT,Wipro Limited,20121101,Indian shares end up; autos gain  Reliance recovers ,MUMBAI  Nov 1 Indian shares provisionally ended higher for a second session on Thursday  led by gains in auto shares on higher-than-expected October vehicle sales while tech firm Wipro rose after it said it will separate its non-IT units to focus on outsourcing.     Mahindra & Mahindra rose 2.18 percent  and Wipro shares gained 2.74 percent.     Reliance Industries ended up 0.19 percent after falling 2.1 percent intraday.     The BSE index provisionally rose 0.23 percent  while the 5,topStory
WIT,Wipro Limited,20121101,Wipro's margins seen improving after non-IT units demerger-CFO ,Nov 1 Profit margins at Wipro Ltd  India's No.3 software services provider  are expected to improve after it separates its non-IT businesses  the company's Chief Financial Officer Suresh Senapaty said on Thursday.,normal
WIT,Wipro Limited,20121101,UPDATE 1-Wipro to separate non-IT units to focus on outsourcing ,* Company aims to focus exclusively on its outsourcing business,normal
WIT,Wipro Limited,20121101,India's Wipro to demerge consumer care  medical diagnostics businesses ,BANGALORE  Nov 1 Wipro Ltd  India's No. 3 software services provider  will demerge its consumer care and medical diagnostics units  the company said in a statement to the stock exchanges on Thursday.,normal
IMO,Imperial Oil Limited,20121101,WRAPUP 1-Refining bonanza pumps up Canada energy results ,CALGARY  Alberta  Nov 1 Canada's large integrated oil companies pocketed hefty returns at their refineries in the third quarter  lifting profit well beyond expectations and prompting investors to bid their shares sharply higher on Thursday.,topStory
IMO,Imperial Oil Limited,20121101,UPDATE 1-Imperial Oil profit rises on higher refining margins ,Nov 1 Imperial Oil Ltd  Canada's second-largest integrated oil company  reported a 21 percent rise in third-quarter profit due to higher mid-continent refining margins.,normal
IMO,Imperial Oil Limited,20121101,Imperial Oil profit rises on higher refining margins ,Nov 1 Imperial Oil Ltd  Canada's second-largest integrated oil company  reported a 21 percent rise in third-quarter profit due to higher refining margins.,normal
